,Unnamed: 0,Unnamed: 0.1,Country,Region,Unit,Country_Code,Weight,Date,Price,unit_price(/kg)
0,2665,2665,Cyprus,Europe,kg,CYP,1.0,Oct-1963,0.65,0.65
1,2668,2668,Italy,Europe,kg,ITL,1.0,Oct-1963,2051.0,2051.0
2,2670,2670,Norway,Europe,kg,NOK,1.0,Oct-1963,12.0,12.0
3,2671,2671,Sweden,Europe,kg,SEK,1.0,Oct-1963,8.45,8.45
4,2961,2961,Cyprus,Europe,kg,CYP,1.0,Nov-1963,0.65,0.65
5,2964,2964,Italy,Europe,kg,ITL,1.0,Nov-1963,2054.0,2054.0
6,2966,2966,Norway,Europe,kg,NOK,1.0,Nov-1963,12.0,12.0
7,2967,2967,Sweden,Europe,kg,SEK,1.0,Nov-1963,8.38,8.38
8,3257,3257,Cyprus,Europe,kg,CYP,1.0,Dec-1963,0.65,0.65
9,3260,3260,Italy,Europe,kg,ITL,1.0,Dec-1963,2062.0,2062.0
10,3262,3262,Norway,Europe,kg,NOK,1.0,Dec-1963,12.47,12.47
11,3263,3263,Sweden,Europe,kg,SEK,1.0,Dec-1963,8.9,8.9
12,3553,3553,Cyprus,Europe,kg,CYP,1.0,Jan-1964,0.65,0.65
13,3556,3556,Italy,Europe,kg,ITL,1.0,Jan-1964,2083.0,2083.0
14,3558,3558,Norway,Europe,kg,NOK,1.0,Jan-1964,12.57,12.57
15,3559,3559,Sweden,Europe,kg,SEK,1.0,Jan-1964,8.71,8.71
16,3560,3560,Switzerland,Europe,kg,CHF,1.0,Jan-1964,11.4,11.4
17,3849,3849,Cyprus,Europe,kg,CYP,1.0,Feb-1964,0.65,0.65
18,3852,3852,Italy,Europe,kg,ITL,1.0,Feb-1964,2109.0,2109.0
19,3854,3854,Norway,Europe,kg,NOK,1.0,Feb-1964,14.12,14.12
20,3855,3855,Sweden,Europe,kg,SEK,1.0,Feb-1964,8.71,8.71
21,3856,3856,Switzerland,Europe,kg,CHF,1.0,Feb-1964,11.48,11.48
22,4145,4145,Cyprus,Europe,kg,CYP,1.0,Mar-1964,0.68,0.68
23,4148,4148,Italy,Europe,kg,ITL,1.0,Mar-1964,2118.0,2118.0
24,4150,4150,Norway,Europe,kg,NOK,1.0,Mar-1964,14.18,14.18
25,4151,4151,Sweden,Europe,kg,SEK,1.0,Mar-1964,10.0,10.0
26,4152,4152,Switzerland,Europe,kg,CHF,1.0,Mar-1964,11.45,11.45
27,4441,4441,Cyprus,Europe,kg,CYP,1.0,Apr-1964,0.68,0.68
28,4444,4444,Italy,Europe,kg,ITL,1.0,Apr-1964,2138.0,2138.0
29,4446,4446,Norway,Europe,kg,NOK,1.0,Apr-1964,15.61,15.61
30,4447,4447,Sweden,Europe,kg,SEK,1.0,Apr-1964,10.03,10.03
31,4448,4448,Switzerland,Europe,kg,CHF,1.0,Apr-1964,11.45,11.45
32,4737,4737,Cyprus,Europe,kg,CYP,1.0,May-1964,0.69,0.69
33,4740,4740,Italy,Europe,kg,ITL,1.0,May-1964,2153.0,2153.0
34,4742,4742,Norway,Europe,kg,NOK,1.0,May-1964,15.78,15.78
35,4743,4743,Sweden,Europe,kg,SEK,1.0,May-1964,10.03,10.03
36,4744,4744,Switzerland,Europe,kg,CHF,1.0,May-1964,11.43,11.43
37,5033,5033,Cyprus,Europe,kg,CYP,1.0,Jun-1964,0.69,0.69
38,5036,5036,Italy,Europe,kg,ITL,1.0,Jun-1964,2157.0,2157.0
39,5038,5038,Norway,Europe,kg,NOK,1.0,Jun-1964,15.78,15.78
40,5039,5039,Sweden,Europe,kg,SEK,1.0,Jun-1964,10.07,10.07
41,5040,5040,Switzerland,Europe,kg,CHF,1.0,Jun-1964,11.51,11.51
42,5329,5329,Cyprus,Europe,kg,CYP,1.0,Jul-1964,0.69,0.69
43,5332,5332,Italy,Europe,kg,ITL,1.0,Jul-1964,2155.0,2155.0
44,5334,5334,Norway,Europe,kg,NOK,1.0,Jul-1964,15.78,15.78
45,5335,5335,Sweden,Europe,kg,SEK,1.0,Jul-1964,10.07,10.07
46,5336,5336,Switzerland,Europe,kg,CHF,1.0,Jul-1964,11.5,11.5
47,5625,5625,Cyprus,Europe,kg,CYP,1.0,Aug-1964,0.69,0.69
48,5628,5628,Italy,Europe,kg,ITL,1.0,Aug-1964,2157.0,2157.0
49,5630,5630,Norway,Europe,kg,NOK,1.0,Aug-1964,15.79,15.79
50,5631,5631,Sweden,Europe,kg,SEK,1.0,Aug-1964,10.1,10.1
51,5632,5632,Switzerland,Europe,kg,CHF,1.0,Aug-1964,11.54,11.54
52,5921,5921,Cyprus,Europe,kg,CYP,1.0,Sep-1964,0.69,0.69
53,5924,5924,Italy,Europe,kg,ITL,1.0,Sep-1964,2162.0,2162.0
54,5926,5926,Norway,Europe,kg,NOK,1.0,Sep-1964,15.79,15.79
55,5927,5927,Sweden,Europe,kg,SEK,1.0,Sep-1964,10.07,10.07
56,5928,5928,Switzerland,Europe,kg,CHF,1.0,Sep-1964,11.52,11.52
57,6216,6216,Austria,Europe,kg,AUS,1.0,Oct-1964,85.0,85.0
58,6217,6217,Cyprus,Europe,kg,CYP,1.0,Oct-1964,0.7,0.7
59,6218,6218,Denmark,Europe,kg,DKK,1.0,Oct-1964,21.91,21.91
60,6219,6219,France,Europe,kg,FRF,1.0,Oct-1964,10.04,10.04
61,6220,6220,Italy,Europe,kg,ITL,1.0,Oct-1964,2171.0,2171.0
62,6221,6221,"Netherlands, The",Europe,kg,NFL,1.0,Oct-1964,7.76,7.76
63,6222,6222,Norway,Europe,kg,NOK,1.0,Oct-1964,15.8,15.8
64,6223,6223,Sweden,Europe,kg,SEK,1.0,Oct-1964,10.07,10.07
65,6224,6224,Switzerland,Europe,kg,CHF,1.0,Oct-1964,11.54,11.54
66,6225,6225,United States,North America,lb,USD,1.0,Oct-1964,0.846,1.88
67,6512,6512,Austria,Europe,kg,AUS,1.0,Nov-1964,85.0,85.0
68,6513,6513,Cyprus,Europe,kg,CYP,1.0,Nov-1964,0.7,0.7
69,6514,6514,Denmark,Europe,kg,DKK,1.0,Nov-1964,21.91,21.91
70,6515,6515,France,Europe,kg,FRF,1.0,Nov-1964,10.04,10.04
71,6516,6516,Italy,Europe,kg,ITL,1.0,Nov-1964,2173.0,2173.0
72,6517,6517,"Netherlands, The",Europe,kg,NFL,1.0,Nov-1964,7.76,7.76
73,6518,6518,Norway,Europe,kg,NOK,1.0,Nov-1964,15.8,15.8
74,6519,6519,Sweden,Europe,kg,SEK,1.0,Nov-1964,10.07,10.07
75,6520,6520,Switzerland,Europe,kg,CHF,1.0,Nov-1964,11.49,11.49
76,6521,6521,United States,North America,lb,USD,1.0,Nov-1964,0.8490000000000001,1.89
77,6808,6808,Austria,Europe,kg,AUS,1.0,Dec-1964,85.0,85.0
78,6809,6809,Cyprus,Europe,kg,CYP,1.0,Dec-1964,0.7,0.7
79,6810,6810,Denmark,Europe,kg,DKK,1.0,Dec-1964,21.91,21.91
80,6811,6811,France,Europe,kg,FRF,1.0,Dec-1964,10.02,10.02
81,6812,6812,Italy,Europe,kg,ITL,1.0,Dec-1964,2175.0,2175.0
82,6813,6813,"Netherlands, The",Europe,kg,NFL,1.0,Dec-1964,7.76,7.76
83,6814,6814,Norway,Europe,kg,NOK,1.0,Dec-1964,16.17,16.17
84,6815,6815,Sweden,Europe,kg,SEK,1.0,Dec-1964,10.07,10.07
85,6816,6816,Switzerland,Europe,kg,CHF,1.0,Dec-1964,11.49,11.49
86,6817,6817,United States,North America,lb,USD,1.0,Dec-1964,0.848,1.88
87,7104,7104,Austria,Europe,kg,AUS,1.0,Jan-1965,85.0,85.0
88,7105,7105,Cyprus,Europe,kg,CYP,1.0,Jan-1965,0.7,0.7
89,7106,7106,Denmark,Europe,kg,DKK,1.0,Jan-1965,21.92,21.92
90,7107,7107,France,Europe,kg,FRF,1.0,Jan-1965,10.04,10.04
91,7108,7108,Italy,Europe,kg,ITL,1.0,Jan-1965,2178.0,2178.0
92,7109,7109,"Netherlands, The",Europe,kg,NFL,1.0,Jan-1965,7.28,7.28
93,7110,7110,Norway,Europe,kg,NOK,1.0,Jan-1965,16.18,16.18
94,7111,7111,Sweden,Europe,kg,SEK,1.0,Jan-1965,10.07,10.07
95,7112,7112,Switzerland,Europe,kg,CHF,1.0,Jan-1965,11.63,11.63
96,7113,7113,United States,North America,lb,USD,1.0,Jan-1965,0.845,1.88
97,7400,7400,Austria,Europe,kg,AUS,1.0,Feb-1965,85.0,85.0
98,7401,7401,Cyprus,Europe,kg,CYP,1.0,Feb-1965,0.7,0.7
99,7402,7402,Denmark,Europe,kg,DKK,1.0,Feb-1965,21.92,21.92
100,7403,7403,France,Europe,kg,FRF,1.0,Feb-1965,10.04,10.04
101,7404,7404,Italy,Europe,kg,ITL,1.0,Feb-1965,2182.0,2182.0
102,7405,7405,"Netherlands, The",Europe,kg,NFL,1.0,Feb-1965,7.28,7.28
103,7406,7406,Norway,Europe,kg,NOK,1.0,Feb-1965,16.18,16.18
104,7407,7407,Sweden,Europe,kg,SEK,1.0,Feb-1965,10.07,10.07
105,7408,7408,Switzerland,Europe,kg,CHF,1.0,Feb-1965,11.62,11.62
106,7409,7409,United States,North America,lb,USD,1.0,Feb-1965,0.843,1.87
107,7696,7696,Austria,Europe,kg,AUS,1.0,Mar-1965,85.0,85.0
108,7697,7697,Cyprus,Europe,kg,CYP,1.0,Mar-1965,0.69,0.69
109,7698,7698,Denmark,Europe,kg,DKK,1.0,Mar-1965,21.92,21.92
110,7699,7699,France,Europe,kg,FRF,1.0,Mar-1965,10.0,10.0
111,7700,7700,Italy,Europe,kg,ITL,1.0,Mar-1965,2182.0,2182.0
112,7701,7701,"Netherlands, The",Europe,kg,NFL,1.0,Mar-1965,7.28,7.28
113,7702,7702,Norway,Europe,kg,NOK,1.0,Mar-1965,16.18,16.18
114,7703,7703,Sweden,Europe,kg,SEK,1.0,Mar-1965,10.07,10.07
115,7704,7704,Switzerland,Europe,kg,CHF,1.0,Mar-1965,11.7,11.7
116,7705,7705,United States,North America,lb,USD,1.0,Mar-1965,0.8390000000000001,1.86
117,7992,7992,Austria,Europe,kg,AUS,1.0,Apr-1965,79.9,79.9
118,7993,7993,Cyprus,Europe,kg,CYP,1.0,Apr-1965,0.69,0.69
119,7994,7994,Denmark,Europe,kg,DKK,1.0,Apr-1965,22.01,22.01
120,7995,7995,France,Europe,kg,FRF,1.0,Apr-1965,9.88,9.88
121,7996,7996,Italy,Europe,kg,ITL,1.0,Apr-1965,2182.0,2182.0
122,7997,7997,"Netherlands, The",Europe,kg,NFL,1.0,Apr-1965,7.28,7.28
123,7998,7998,Norway,Europe,kg,NOK,1.0,Apr-1965,16.18,16.18
124,7999,7999,Sweden,Europe,kg,SEK,1.0,Apr-1965,9.74,9.74
125,8000,8000,Switzerland,Europe,kg,CHF,1.0,Apr-1965,11.75,11.75
126,8001,8001,United States,North America,lb,USD,1.0,Apr-1965,0.8390000000000001,1.86
127,8288,8288,Austria,Europe,kg,AUS,1.0,May-1965,79.9,79.9
128,8289,8289,Cyprus,Europe,kg,CYP,1.0,May-1965,0.69,0.69
129,8290,8290,Denmark,Europe,kg,DKK,1.0,May-1965,22.01,22.01
130,8292,8292,Italy,Europe,kg,ITL,1.0,May-1965,2182.0,2182.0
131,8293,8293,"Netherlands, The",Europe,kg,NFL,1.0,May-1965,7.28,7.28
132,8294,8294,Norway,Europe,kg,NOK,1.0,May-1965,15.85,15.85
133,8295,8295,Sweden,Europe,kg,SEK,1.0,May-1965,9.74,9.74
134,8296,8296,Switzerland,Europe,kg,CHF,1.0,May-1965,11.76,11.76
135,8297,8297,United States,North America,lb,USD,1.0,May-1965,0.833,1.85
136,8584,8584,Austria,Europe,kg,AUS,1.0,Jun-1965,79.9,79.9
137,8585,8585,Cyprus,Europe,kg,CYP,1.0,Jun-1965,0.69,0.69
138,8586,8586,Denmark,Europe,kg,DKK,1.0,Jun-1965,22.01,22.01
139,8587,8587,France,Europe,kg,FRF,1.0,Jun-1965,9.92,9.92
140,8588,8588,Italy,Europe,kg,ITL,1.0,Jun-1965,2184.0,2184.0
141,8589,8589,"Netherlands, The",Europe,kg,NFL,1.0,Jun-1965,7.28,7.28
142,8590,8590,Norway,Europe,kg,NOK,1.0,Jun-1965,15.82,15.82
143,8591,8591,Sweden,Europe,kg,SEK,1.0,Jun-1965,9.74,9.74
144,8592,8592,Switzerland,Europe,kg,CHF,1.0,Jun-1965,11.81,11.81
145,8593,8593,United States,North America,lb,USD,1.0,Jun-1965,0.8320000000000001,1.85
146,8880,8880,Austria,Europe,kg,AUS,1.0,Jul-1965,79.9,79.9
147,8881,8881,Cyprus,Europe,kg,CYP,1.0,Jul-1965,0.69,0.69
148,8882,8882,Denmark,Europe,kg,DKK,1.0,Jul-1965,21.93,21.93
149,8883,8883,France,Europe,kg,FRF,1.0,Jul-1965,9.84,9.84
150,8884,8884,Italy,Europe,kg,ITL,1.0,Jul-1965,2184.0,2184.0
151,8885,8885,"Netherlands, The",Europe,kg,NFL,1.0,Jul-1965,7.28,7.28
152,8886,8886,Norway,Europe,kg,NOK,1.0,Jul-1965,15.81,15.81
153,8887,8887,Sweden,Europe,kg,SEK,1.0,Jul-1965,10.03,10.03
154,8888,8888,Switzerland,Europe,kg,CHF,1.0,Jul-1965,11.82,11.82
155,8889,8889,United States,North America,lb,USD,1.0,Jul-1965,0.8340000000000001,1.85
156,9176,9176,Austria,Europe,kg,AUS,1.0,Aug-1965,79.9,79.9
157,9177,9177,Cyprus,Europe,kg,CYP,1.0,Aug-1965,0.69,0.69
158,9178,9178,Denmark,Europe,kg,DKK,1.0,Aug-1965,21.93,21.93
159,9179,9179,France,Europe,kg,FRF,1.0,Aug-1965,9.76,9.76
160,9180,9180,Italy,Europe,kg,ITL,1.0,Aug-1965,2186.0,2186.0
161,9181,9181,"Netherlands, The",Europe,kg,NFL,1.0,Aug-1965,7.28,7.28
162,9182,9182,Norway,Europe,kg,NOK,1.0,Aug-1965,15.8,15.8
163,9183,9183,Sweden,Europe,kg,SEK,1.0,Aug-1965,10.03,10.03
164,9184,9184,Switzerland,Europe,kg,CHF,1.0,Aug-1965,11.82,11.82
165,9185,9185,United States,North America,lb,USD,1.0,Aug-1965,0.835,1.86
166,9472,9472,Austria,Europe,kg,AUS,1.0,Sep-1965,79.9,79.9
167,9473,9473,Cyprus,Europe,kg,CYP,1.0,Sep-1965,0.7,0.7
168,9474,9474,Denmark,Europe,kg,DKK,1.0,Sep-1965,21.93,21.93
169,9475,9475,France,Europe,kg,FRF,1.0,Sep-1965,9.76,9.76
170,9476,9476,Italy,Europe,kg,ITL,1.0,Sep-1965,2186.0,2186.0
171,9477,9477,"Netherlands, The",Europe,kg,NFL,1.0,Sep-1965,7.28,7.28
172,9478,9478,Norway,Europe,kg,NOK,1.0,Sep-1965,15.8,15.8
173,9479,9479,Sweden,Europe,kg,SEK,1.0,Sep-1965,10.03,10.03
174,9480,9480,Switzerland,Europe,kg,CHF,1.0,Sep-1965,11.82,11.82
175,9481,9481,United States,North America,lb,USD,1.0,Sep-1965,0.8290000000000001,1.84
176,9768,9768,Austria,Europe,kg,AUS,1.0,Oct-1965,79.9,79.9
177,9769,9769,Cyprus,Europe,kg,CYP,1.0,Oct-1965,0.7,0.7
178,9770,9770,Denmark,Europe,kg,DKK,1.0,Oct-1965,21.93,21.93
179,9772,9772,Italy,Europe,kg,ITL,1.0,Oct-1965,2186.0,2186.0
180,9773,9773,"Netherlands, The",Europe,kg,NFL,1.0,Oct-1965,7.28,7.28
181,9774,9774,Norway,Europe,kg,NOK,1.0,Oct-1965,15.8,15.8
182,9775,9775,Sweden,Europe,kg,SEK,1.0,Oct-1965,10.0,10.0
183,9776,9776,Switzerland,Europe,kg,CHF,1.0,Oct-1965,11.77,11.77
184,9777,9777,United States,North America,lb,USD,1.0,Oct-1965,0.8270000000000001,1.84
185,10064,10064,Austria,Europe,kg,AUS,1.0,Nov-1965,79.9,79.9
186,10065,10065,Cyprus,Europe,kg,CYP,1.0,Nov-1965,0.7,0.7
187,10066,10066,Denmark,Europe,kg,DKK,1.0,Nov-1965,21.93,21.93
188,10068,10068,Italy,Europe,kg,ITL,1.0,Nov-1965,2184.0,2184.0
189,10069,10069,"Netherlands, The",Europe,kg,NFL,1.0,Nov-1965,7.6,7.6
190,10070,10070,Norway,Europe,kg,NOK,1.0,Nov-1965,15.8,15.8
191,10071,10071,Sweden,Europe,kg,SEK,1.0,Nov-1965,10.03,10.03
192,10072,10072,Switzerland,Europe,kg,CHF,1.0,Nov-1965,11.8,11.8
193,10073,10073,United States,North America,lb,USD,1.0,Nov-1965,0.821,1.82
194,10360,10360,Austria,Europe,kg,AUS,1.0,Dec-1965,79.9,79.9
195,10361,10361,Cyprus,Europe,kg,CYP,1.0,Dec-1965,0.7,0.7
196,10362,10362,Denmark,Europe,kg,DKK,1.0,Dec-1965,21.93,21.93
197,10364,10364,Italy,Europe,kg,ITL,1.0,Dec-1965,2184.0,2184.0
198,10365,10365,"Netherlands, The",Europe,kg,NFL,1.0,Dec-1965,7.6,7.6
199,10366,10366,Norway,Europe,kg,NOK,1.0,Dec-1965,15.79,15.79
200,10367,10367,Sweden,Europe,kg,SEK,1.0,Dec-1965,10.0,10.0
201,10368,10368,Switzerland,Europe,kg,CHF,1.0,Dec-1965,11.84,11.84
202,10369,10369,United States,North America,lb,USD,1.0,Dec-1965,0.821,1.82
203,10656,10656,Austria,Europe,kg,AUS,1.0,Jan-1966,84.0,84.0
204,10657,10657,Cyprus,Europe,kg,CYP,1.0,Jan-1966,0.7,0.7
205,10658,10658,Denmark,Europe,kg,DKK,1.0,Jan-1966,21.94,21.94
206,10660,10660,Italy,Europe,kg,ITL,1.0,Jan-1966,2182.0,2182.0
207,10661,10661,"Netherlands, The",Europe,kg,NFL,1.0,Jan-1966,7.6,7.6
208,10662,10662,Norway,Europe,kg,NOK,1.0,Jan-1966,15.79,15.79
209,10663,10663,Sweden,Europe,kg,SEK,1.0,Jan-1966,10.03,10.03
210,10664,10664,Switzerland,Europe,kg,CHF,1.0,Jan-1966,11.91,11.91
211,10665,10665,United States,North America,lb,USD,1.0,Jan-1966,0.8220000000000001,1.83
212,10952,10952,Austria,Europe,kg,AUS,1.0,Feb-1966,84.0,84.0
213,10953,10953,Cyprus,Europe,kg,CYP,1.0,Feb-1966,0.7,0.7
214,10954,10954,Denmark,Europe,kg,DKK,1.0,Feb-1966,21.94,21.94
215,10956,10956,Italy,Europe,kg,ITL,1.0,Feb-1966,2184.0,2184.0
216,10957,10957,"Netherlands, The",Europe,kg,NFL,1.0,Feb-1966,7.92,7.92
217,10958,10958,Norway,Europe,kg,NOK,1.0,Feb-1966,15.49,15.49
218,10959,10959,Sweden,Europe,kg,SEK,1.0,Feb-1966,10.0,10.0
219,10960,10960,Switzerland,Europe,kg,CHF,1.0,Feb-1966,11.93,11.93
220,10961,10961,United States,North America,lb,USD,1.0,Feb-1966,0.823,1.83
221,11248,11248,Austria,Europe,kg,AUS,1.0,Mar-1966,84.0,84.0
222,11249,11249,Cyprus,Europe,kg,CYP,1.0,Mar-1966,0.7,0.7
223,11250,11250,Denmark,Europe,kg,DKK,1.0,Mar-1966,21.94,21.94
224,11252,11252,Italy,Europe,kg,ITL,1.0,Mar-1966,2180.0,2180.0
225,11253,11253,"Netherlands, The",Europe,kg,NFL,1.0,Mar-1966,7.92,7.92
226,11254,11254,Norway,Europe,kg,NOK,1.0,Mar-1966,15.42,15.42
227,11255,11255,Sweden,Europe,kg,SEK,1.0,Mar-1966,10.0,10.0
228,11256,11256,Switzerland,Europe,kg,CHF,1.0,Mar-1966,11.92,11.92
229,11257,11257,United States,North America,lb,USD,1.0,Mar-1966,0.825,1.83
230,11544,11544,Austria,Europe,kg,AUS,1.0,Apr-1966,84.0,84.0
231,11545,11545,Cyprus,Europe,kg,CYP,1.0,Apr-1966,0.7,0.7
232,11546,11546,Denmark,Europe,kg,DKK,1.0,Apr-1966,21.93,21.93
233,11548,11548,Italy,Europe,kg,ITL,1.0,Apr-1966,2182.0,2182.0
234,11549,11549,"Netherlands, The",Europe,kg,NFL,1.0,Apr-1966,7.92,7.92
235,11550,11550,Norway,Europe,kg,NOK,1.0,Apr-1966,15.42,15.42
236,11551,11551,Sweden,Europe,kg,SEK,1.0,Apr-1966,10.03,10.03
237,11552,11552,Switzerland,Europe,kg,CHF,1.0,Apr-1966,11.91,11.91
238,11553,11553,United States,North America,lb,USD,1.0,Apr-1966,0.828,1.84
239,11840,11840,Austria,Europe,kg,AUS,1.0,May-1966,84.0,84.0
240,11841,11841,Cyprus,Europe,kg,CYP,1.0,May-1966,0.7,0.7
241,11842,11842,Denmark,Europe,kg,DKK,1.0,May-1966,21.93,21.93
242,11844,11844,Italy,Europe,kg,ITL,1.0,May-1966,2182.0,2182.0
243,11845,11845,"Netherlands, The",Europe,kg,NFL,1.0,May-1966,7.92,7.92
244,11846,11846,Norway,Europe,kg,NOK,1.0,May-1966,15.1,15.1
245,11847,11847,Sweden,Europe,kg,SEK,1.0,May-1966,10.0,10.0
246,11848,11848,Switzerland,Europe,kg,CHF,1.0,May-1966,11.91,11.91
247,11849,11849,United States,North America,lb,USD,1.0,May-1966,0.83,1.84
248,12136,12136,Austria,Europe,kg,AUS,1.0,Jun-1966,84.0,84.0
249,12137,12137,Cyprus,Europe,kg,CYP,1.0,Jun-1966,0.7,0.7
250,12138,12138,Denmark,Europe,kg,DKK,1.0,Jun-1966,21.93,21.93
251,12140,12140,Italy,Europe,kg,ITL,1.0,Jun-1966,2182.0,2182.0
252,12141,12141,"Netherlands, The",Europe,kg,NFL,1.0,Jun-1966,7.92,7.92
253,12142,12142,Norway,Europe,kg,NOK,1.0,Jun-1966,15.03,15.03
254,12143,12143,Sweden,Europe,kg,SEK,1.0,Jun-1966,9.84,9.84
255,12144,12144,Switzerland,Europe,kg,CHF,1.0,Jun-1966,11.88,11.88
256,12145,12145,United States,North America,lb,USD,1.0,Jun-1966,0.8320000000000001,1.85
257,12432,12432,Austria,Europe,kg,AUS,1.0,Jul-1966,84.0,84.0
258,12433,12433,Cyprus,Europe,kg,CYP,1.0,Jul-1966,0.7,0.7
259,12434,12434,Denmark,Europe,kg,DKK,1.0,Jul-1966,21.86,21.86
260,12436,12436,Italy,Europe,kg,ITL,1.0,Jul-1966,2184.0,2184.0
261,12437,12437,"Netherlands, The",Europe,kg,NFL,1.0,Jul-1966,7.92,7.92
262,12438,12438,Norway,Europe,kg,NOK,1.0,Jul-1966,15.01,15.01
263,12439,12439,Sweden,Europe,kg,SEK,1.0,Jul-1966,9.81,9.81
264,12440,12440,Switzerland,Europe,kg,CHF,1.0,Jul-1966,11.8,11.8
265,12441,12441,United States,North America,lb,USD,1.0,Jul-1966,0.8320000000000001,1.85
266,12728,12728,Austria,Europe,kg,AUS,1.0,Aug-1966,84.0,84.0
267,12729,12729,Cyprus,Europe,kg,CYP,1.0,Aug-1966,0.7,0.7
268,12730,12730,Denmark,Europe,kg,DKK,1.0,Aug-1966,21.86,21.86
269,12732,12732,Italy,Europe,kg,ITL,1.0,Aug-1966,2182.0,2182.0
270,12733,12733,"Netherlands, The",Europe,kg,NFL,1.0,Aug-1966,7.92,7.92
271,12734,12734,Norway,Europe,kg,NOK,1.0,Aug-1966,15.01,15.01
272,12735,12735,Sweden,Europe,kg,SEK,1.0,Aug-1966,9.81,9.81
273,12736,12736,Switzerland,Europe,kg,CHF,1.0,Aug-1966,11.9,11.9
274,12737,12737,United States,North America,lb,USD,1.0,Aug-1966,0.835,1.86
275,13024,13024,Austria,Europe,kg,AUS,1.0,Sep-1966,84.0,84.0
276,13025,13025,Cyprus,Europe,kg,CYP,1.0,Sep-1966,0.7,0.7
277,13026,13026,Denmark,Europe,kg,DKK,1.0,Sep-1966,21.86,21.86
278,13028,13028,Italy,Europe,kg,ITL,1.0,Sep-1966,2182.0,2182.0
279,13029,13029,"Netherlands, The",Europe,kg,NFL,1.0,Sep-1966,7.92,7.92
280,13030,13030,Norway,Europe,kg,NOK,1.0,Sep-1966,15.01,15.01
281,13031,13031,Sweden,Europe,kg,SEK,1.0,Sep-1966,9.8,9.8
282,13032,13032,Switzerland,Europe,kg,CHF,1.0,Sep-1966,11.98,11.98
283,13033,13033,United States,North America,lb,USD,1.0,Sep-1966,0.825,1.83
284,13320,13320,Austria,Europe,kg,AUS,1.0,Oct-1966,84.0,84.0
285,13321,13321,Cyprus,Europe,kg,CYP,1.0,Oct-1966,0.7,0.7
286,13322,13322,Denmark,Europe,kg,DKK,1.0,Oct-1966,21.92,21.92
287,13323,13323,France,Europe,kg,FRF,1.0,Oct-1966,10.16,10.16
288,13324,13324,Italy,Europe,kg,ITL,1.0,Oct-1966,2180.0,2180.0
289,13325,13325,"Netherlands, The",Europe,kg,NFL,1.0,Oct-1966,7.92,7.92
290,13326,13326,Norway,Europe,kg,NOK,1.0,Oct-1966,15.01,15.01
291,13327,13327,Sweden,Europe,kg,SEK,1.0,Oct-1966,9.78,9.78
292,13328,13328,Switzerland,Europe,kg,CHF,1.0,Oct-1966,11.4,11.4
293,13329,13329,United States,North America,lb,USD,1.0,Oct-1966,0.8109999999999999,1.8
294,13616,13616,Austria,Europe,kg,AUS,1.0,Nov-1966,84.0,84.0
295,13617,13617,Cyprus,Europe,kg,CYP,1.0,Nov-1966,0.7,0.7
296,13618,13618,Denmark,Europe,kg,DKK,1.0,Nov-1966,21.92,21.92
297,13619,13619,France,Europe,kg,FRF,1.0,Nov-1966,10.16,10.16
298,13620,13620,Italy,Europe,kg,ITL,1.0,Nov-1966,2180.0,2180.0
299,13621,13621,"Netherlands, The",Europe,kg,NFL,1.0,Nov-1966,7.68,7.68
300,13622,13622,Norway,Europe,kg,NOK,1.0,Nov-1966,15.01,15.01
301,13623,13623,Sweden,Europe,kg,SEK,1.0,Nov-1966,9.61,9.61
302,13624,13624,Switzerland,Europe,kg,CHF,1.0,Nov-1966,11.4,11.4
303,13625,13625,United States,North America,lb,USD,1.0,Nov-1966,0.8059999999999999,1.79
304,13912,13912,Austria,Europe,kg,AUS,1.0,Dec-1966,84.0,84.0
305,13913,13913,Cyprus,Europe,kg,CYP,1.0,Dec-1966,0.7,0.7
306,13914,13914,Denmark,Europe,kg,DKK,1.0,Dec-1966,21.92,21.92
307,13916,13916,Italy,Europe,kg,ITL,1.0,Dec-1966,2182.0,2182.0
308,13917,13917,"Netherlands, The",Europe,kg,NFL,1.0,Dec-1966,7.68,7.68
309,13918,13918,Norway,Europe,kg,NOK,1.0,Dec-1966,15.01,15.01
310,13919,13919,Sweden,Europe,kg,SEK,1.0,Dec-1966,9.55,9.55
311,13920,13920,Switzerland,Europe,kg,CHF,1.0,Dec-1966,11.36,11.36
312,13921,13921,United States,North America,lb,USD,1.0,Dec-1966,0.807,1.79
313,14218,14218,Austria,Europe,kg,AUS,1.0,Jan-1967,84.0,84.0
314,14219,14219,Cyprus,Europe,kg,CYP,1.0,Jan-1967,0.7,0.7
315,14220,14220,Denmark,Europe,kg,DKK,1.0,Jan-1967,21.49,21.49
316,14221,14221,France,Europe,kg,FRF,1.0,Jan-1967,10.16,10.16
317,14222,14222,Italy,Europe,kg,ITL,1.0,Jan-1967,2182.0,2182.0
318,14223,14223,"Netherlands, The",Europe,kg,NFL,1.0,Jan-1967,7.68,7.68
319,14224,14224,Norway,Europe,kg,NOK,1.0,Jan-1967,15.0,15.0
320,14225,14225,Sweden,Europe,kg,SEK,1.0,Jan-1967,9.55,9.55
321,14226,14226,Switzerland,Europe,kg,CHF,1.0,Jan-1967,11.44,11.44
322,14227,14227,United States,North America,lb,USD,1.0,Jan-1967,0.804,1.79
