,Unnamed: 0,Country,Region,Unit,Country_Code,Weight,Date,Price,unit_price(/kg)
2665,2665,Cyprus,Europe,kg,CYP,1.0,Oct-63,0.65,0.65
2668,2668,Italy,Europe,kg,ITL,1.0,Oct-63,2051.0,2051.0
2670,2670,Norway,Europe,kg,NOK,1.0,Oct-63,12.0,12.0
2671,2671,Sweden,Europe,kg,SEK,1.0,Oct-63,8.45,8.45
2961,2961,Cyprus,Europe,kg,CYP,1.0,Nov-63,0.65,0.65
2964,2964,Italy,Europe,kg,ITL,1.0,Nov-63,2054.0,2054.0
2966,2966,Norway,Europe,kg,NOK,1.0,Nov-63,12.0,12.0
2967,2967,Sweden,Europe,kg,SEK,1.0,Nov-63,8.38,8.38
3257,3257,Cyprus,Europe,kg,CYP,1.0,Dec-63,0.65,0.65
3260,3260,Italy,Europe,kg,ITL,1.0,Dec-63,2062.0,2062.0
3262,3262,Norway,Europe,kg,NOK,1.0,Dec-63,12.47,12.47
3263,3263,Sweden,Europe,kg,SEK,1.0,Dec-63,8.9,8.9
3553,3553,Cyprus,Europe,kg,CYP,1.0,Jan-64,0.65,0.65
3556,3556,Italy,Europe,kg,ITL,1.0,Jan-64,2083.0,2083.0
3558,3558,Norway,Europe,kg,NOK,1.0,Jan-64,12.57,12.57
3559,3559,Sweden,Europe,kg,SEK,1.0,Jan-64,8.71,8.71
3560,3560,Switzerland,Europe,kg,CHF,1.0,Jan-64,11.4,11.4
3849,3849,Cyprus,Europe,kg,CYP,1.0,Feb-64,0.65,0.65
3852,3852,Italy,Europe,kg,ITL,1.0,Feb-64,2109.0,2109.0
3854,3854,Norway,Europe,kg,NOK,1.0,Feb-64,14.12,14.12
3855,3855,Sweden,Europe,kg,SEK,1.0,Feb-64,8.71,8.71
3856,3856,Switzerland,Europe,kg,CHF,1.0,Feb-64,11.48,11.48
4145,4145,Cyprus,Europe,kg,CYP,1.0,Mar-64,0.68,0.68
4148,4148,Italy,Europe,kg,ITL,1.0,Mar-64,2118.0,2118.0
4150,4150,Norway,Europe,kg,NOK,1.0,Mar-64,14.18,14.18
4151,4151,Sweden,Europe,kg,SEK,1.0,Mar-64,10.0,10.0
4152,4152,Switzerland,Europe,kg,CHF,1.0,Mar-64,11.45,11.45
4441,4441,Cyprus,Europe,kg,CYP,1.0,Apr-64,0.68,0.68
4444,4444,Italy,Europe,kg,ITL,1.0,Apr-64,2138.0,2138.0
4446,4446,Norway,Europe,kg,NOK,1.0,Apr-64,15.61,15.61
4447,4447,Sweden,Europe,kg,SEK,1.0,Apr-64,10.03,10.03
4448,4448,Switzerland,Europe,kg,CHF,1.0,Apr-64,11.45,11.45
4737,4737,Cyprus,Europe,kg,CYP,1.0,May-64,0.69,0.69
4740,4740,Italy,Europe,kg,ITL,1.0,May-64,2153.0,2153.0
4742,4742,Norway,Europe,kg,NOK,1.0,May-64,15.78,15.78
4743,4743,Sweden,Europe,kg,SEK,1.0,May-64,10.03,10.03
4744,4744,Switzerland,Europe,kg,CHF,1.0,May-64,11.43,11.43
5033,5033,Cyprus,Europe,kg,CYP,1.0,Jun-64,0.69,0.69
5036,5036,Italy,Europe,kg,ITL,1.0,Jun-64,2157.0,2157.0
5038,5038,Norway,Europe,kg,NOK,1.0,Jun-64,15.78,15.78
5039,5039,Sweden,Europe,kg,SEK,1.0,Jun-64,10.07,10.07
5040,5040,Switzerland,Europe,kg,CHF,1.0,Jun-64,11.51,11.51
5329,5329,Cyprus,Europe,kg,CYP,1.0,Jul-64,0.69,0.69
5332,5332,Italy,Europe,kg,ITL,1.0,Jul-64,2155.0,2155.0
5334,5334,Norway,Europe,kg,NOK,1.0,Jul-64,15.78,15.78
5335,5335,Sweden,Europe,kg,SEK,1.0,Jul-64,10.07,10.07
5336,5336,Switzerland,Europe,kg,CHF,1.0,Jul-64,11.5,11.5
5625,5625,Cyprus,Europe,kg,CYP,1.0,Aug-64,0.69,0.69
5628,5628,Italy,Europe,kg,ITL,1.0,Aug-64,2157.0,2157.0
5630,5630,Norway,Europe,kg,NOK,1.0,Aug-64,15.79,15.79
5631,5631,Sweden,Europe,kg,SEK,1.0,Aug-64,10.1,10.1
5632,5632,Switzerland,Europe,kg,CHF,1.0,Aug-64,11.54,11.54
5921,5921,Cyprus,Europe,kg,CYP,1.0,Sep-64,0.69,0.69
5924,5924,Italy,Europe,kg,ITL,1.0,Sep-64,2162.0,2162.0
5926,5926,Norway,Europe,kg,NOK,1.0,Sep-64,15.79,15.79
5927,5927,Sweden,Europe,kg,SEK,1.0,Sep-64,10.07,10.07
5928,5928,Switzerland,Europe,kg,CHF,1.0,Sep-64,11.52,11.52
6216,6216,Austria,Europe,kg,AUS,1.0,Oct-64,85.0,85.0
6217,6217,Cyprus,Europe,kg,CYP,1.0,Oct-64,0.7,0.7
6218,6218,Denmark,Europe,kg,DKK,1.0,Oct-64,21.91,21.91
6219,6219,France,Europe,kg,FRF,1.0,Oct-64,10.04,10.04
6220,6220,Italy,Europe,kg,ITL,1.0,Oct-64,2171.0,2171.0
6221,6221,Netherlands,Europe,kg,NFL,1.0,Oct-64,7.76,7.76
6222,6222,Norway,Europe,kg,NOK,1.0,Oct-64,15.8,15.8
6223,6223,Sweden,Europe,kg,SEK,1.0,Oct-64,10.07,10.07
6224,6224,Switzerland,Europe,kg,CHF,1.0,Oct-64,11.54,11.54
6225,6225,United States of America,North America,lb,USD,1.0,Oct-64,0.846,1.88
6512,6512,Austria,Europe,kg,AUS,1.0,Nov-64,85.0,85.0
6513,6513,Cyprus,Europe,kg,CYP,1.0,Nov-64,0.7,0.7
6514,6514,Denmark,Europe,kg,DKK,1.0,Nov-64,21.91,21.91
6515,6515,France,Europe,kg,FRF,1.0,Nov-64,10.04,10.04
6516,6516,Italy,Europe,kg,ITL,1.0,Nov-64,2173.0,2173.0
6517,6517,Netherlands,Europe,kg,NFL,1.0,Nov-64,7.76,7.76
6518,6518,Norway,Europe,kg,NOK,1.0,Nov-64,15.8,15.8
6519,6519,Sweden,Europe,kg,SEK,1.0,Nov-64,10.07,10.07
6520,6520,Switzerland,Europe,kg,CHF,1.0,Nov-64,11.49,11.49
6521,6521,United States of America,North America,lb,USD,1.0,Nov-64,0.8490000000000001,1.89
6808,6808,Austria,Europe,kg,AUS,1.0,Dec-64,85.0,85.0
6809,6809,Cyprus,Europe,kg,CYP,1.0,Dec-64,0.7,0.7
6810,6810,Denmark,Europe,kg,DKK,1.0,Dec-64,21.91,21.91
6811,6811,France,Europe,kg,FRF,1.0,Dec-64,10.02,10.02
6812,6812,Italy,Europe,kg,ITL,1.0,Dec-64,2175.0,2175.0
6813,6813,Netherlands,Europe,kg,NFL,1.0,Dec-64,7.76,7.76
6814,6814,Norway,Europe,kg,NOK,1.0,Dec-64,16.17,16.17
6815,6815,Sweden,Europe,kg,SEK,1.0,Dec-64,10.07,10.07
6816,6816,Switzerland,Europe,kg,CHF,1.0,Dec-64,11.49,11.49
6817,6817,United States of America,North America,lb,USD,1.0,Dec-64,0.848,1.88
7104,7104,Austria,Europe,kg,AUS,1.0,Jan-65,85.0,85.0
7105,7105,Cyprus,Europe,kg,CYP,1.0,Jan-65,0.7,0.7
7106,7106,Denmark,Europe,kg,DKK,1.0,Jan-65,21.92,21.92
7107,7107,France,Europe,kg,FRF,1.0,Jan-65,10.04,10.04
7108,7108,Italy,Europe,kg,ITL,1.0,Jan-65,2178.0,2178.0
7109,7109,Netherlands,Europe,kg,NFL,1.0,Jan-65,7.28,7.28
7110,7110,Norway,Europe,kg,NOK,1.0,Jan-65,16.18,16.18
7111,7111,Sweden,Europe,kg,SEK,1.0,Jan-65,10.07,10.07
7112,7112,Switzerland,Europe,kg,CHF,1.0,Jan-65,11.63,11.63
7113,7113,United States of America,North America,lb,USD,1.0,Jan-65,0.845,1.88
7400,7400,Austria,Europe,kg,AUS,1.0,Feb-65,85.0,85.0
7401,7401,Cyprus,Europe,kg,CYP,1.0,Feb-65,0.7,0.7
7402,7402,Denmark,Europe,kg,DKK,1.0,Feb-65,21.92,21.92
7403,7403,France,Europe,kg,FRF,1.0,Feb-65,10.04,10.04
7404,7404,Italy,Europe,kg,ITL,1.0,Feb-65,2182.0,2182.0
7405,7405,Netherlands,Europe,kg,NFL,1.0,Feb-65,7.28,7.28
7406,7406,Norway,Europe,kg,NOK,1.0,Feb-65,16.18,16.18
7407,7407,Sweden,Europe,kg,SEK,1.0,Feb-65,10.07,10.07
7408,7408,Switzerland,Europe,kg,CHF,1.0,Feb-65,11.62,11.62
7409,7409,United States of America,North America,lb,USD,1.0,Feb-65,0.843,1.87
7696,7696,Austria,Europe,kg,AUS,1.0,Mar-65,85.0,85.0
7697,7697,Cyprus,Europe,kg,CYP,1.0,Mar-65,0.69,0.69
7698,7698,Denmark,Europe,kg,DKK,1.0,Mar-65,21.92,21.92
7699,7699,France,Europe,kg,FRF,1.0,Mar-65,10.0,10.0
7700,7700,Italy,Europe,kg,ITL,1.0,Mar-65,2182.0,2182.0
7701,7701,Netherlands,Europe,kg,NFL,1.0,Mar-65,7.28,7.28
7702,7702,Norway,Europe,kg,NOK,1.0,Mar-65,16.18,16.18
7703,7703,Sweden,Europe,kg,SEK,1.0,Mar-65,10.07,10.07
7704,7704,Switzerland,Europe,kg,CHF,1.0,Mar-65,11.7,11.7
7705,7705,United States of America,North America,lb,USD,1.0,Mar-65,0.8390000000000001,1.86
7992,7992,Austria,Europe,kg,AUS,1.0,Apr-65,79.9,79.9
7993,7993,Cyprus,Europe,kg,CYP,1.0,Apr-65,0.69,0.69
7994,7994,Denmark,Europe,kg,DKK,1.0,Apr-65,22.01,22.01
7995,7995,France,Europe,kg,FRF,1.0,Apr-65,9.88,9.88
7996,7996,Italy,Europe,kg,ITL,1.0,Apr-65,2182.0,2182.0
7997,7997,Netherlands,Europe,kg,NFL,1.0,Apr-65,7.28,7.28
7998,7998,Norway,Europe,kg,NOK,1.0,Apr-65,16.18,16.18
7999,7999,Sweden,Europe,kg,SEK,1.0,Apr-65,9.74,9.74
8000,8000,Switzerland,Europe,kg,CHF,1.0,Apr-65,11.75,11.75
8001,8001,United States of America,North America,lb,USD,1.0,Apr-65,0.8390000000000001,1.86
8288,8288,Austria,Europe,kg,AUS,1.0,May-65,79.9,79.9
8289,8289,Cyprus,Europe,kg,CYP,1.0,May-65,0.69,0.69
8290,8290,Denmark,Europe,kg,DKK,1.0,May-65,22.01,22.01
8292,8292,Italy,Europe,kg,ITL,1.0,May-65,2182.0,2182.0
8293,8293,Netherlands,Europe,kg,NFL,1.0,May-65,7.28,7.28
8294,8294,Norway,Europe,kg,NOK,1.0,May-65,15.85,15.85
8295,8295,Sweden,Europe,kg,SEK,1.0,May-65,9.74,9.74
8296,8296,Switzerland,Europe,kg,CHF,1.0,May-65,11.76,11.76
8297,8297,United States of America,North America,lb,USD,1.0,May-65,0.833,1.85
8584,8584,Austria,Europe,kg,AUS,1.0,Jun-65,79.9,79.9
8585,8585,Cyprus,Europe,kg,CYP,1.0,Jun-65,0.69,0.69
8586,8586,Denmark,Europe,kg,DKK,1.0,Jun-65,22.01,22.01
8587,8587,France,Europe,kg,FRF,1.0,Jun-65,9.92,9.92
8588,8588,Italy,Europe,kg,ITL,1.0,Jun-65,2184.0,2184.0
8589,8589,Netherlands,Europe,kg,NFL,1.0,Jun-65,7.28,7.28
8590,8590,Norway,Europe,kg,NOK,1.0,Jun-65,15.82,15.82
8591,8591,Sweden,Europe,kg,SEK,1.0,Jun-65,9.74,9.74
8592,8592,Switzerland,Europe,kg,CHF,1.0,Jun-65,11.81,11.81
8593,8593,United States of America,North America,lb,USD,1.0,Jun-65,0.8320000000000001,1.85
8880,8880,Austria,Europe,kg,AUS,1.0,Jul-65,79.9,79.9
8881,8881,Cyprus,Europe,kg,CYP,1.0,Jul-65,0.69,0.69
8882,8882,Denmark,Europe,kg,DKK,1.0,Jul-65,21.93,21.93
8883,8883,France,Europe,kg,FRF,1.0,Jul-65,9.84,9.84
8884,8884,Italy,Europe,kg,ITL,1.0,Jul-65,2184.0,2184.0
8885,8885,Netherlands,Europe,kg,NFL,1.0,Jul-65,7.28,7.28
8886,8886,Norway,Europe,kg,NOK,1.0,Jul-65,15.81,15.81
8887,8887,Sweden,Europe,kg,SEK,1.0,Jul-65,10.03,10.03
8888,8888,Switzerland,Europe,kg,CHF,1.0,Jul-65,11.82,11.82
8889,8889,United States of America,North America,lb,USD,1.0,Jul-65,0.8340000000000001,1.85
9176,9176,Austria,Europe,kg,AUS,1.0,Aug-65,79.9,79.9
9177,9177,Cyprus,Europe,kg,CYP,1.0,Aug-65,0.69,0.69
9178,9178,Denmark,Europe,kg,DKK,1.0,Aug-65,21.93,21.93
9179,9179,France,Europe,kg,FRF,1.0,Aug-65,9.76,9.76
9180,9180,Italy,Europe,kg,ITL,1.0,Aug-65,2186.0,2186.0
9181,9181,Netherlands,Europe,kg,NFL,1.0,Aug-65,7.28,7.28
9182,9182,Norway,Europe,kg,NOK,1.0,Aug-65,15.8,15.8
9183,9183,Sweden,Europe,kg,SEK,1.0,Aug-65,10.03,10.03
9184,9184,Switzerland,Europe,kg,CHF,1.0,Aug-65,11.82,11.82
9185,9185,United States of America,North America,lb,USD,1.0,Aug-65,0.835,1.86
9472,9472,Austria,Europe,kg,AUS,1.0,Sep-65,79.9,79.9
9473,9473,Cyprus,Europe,kg,CYP,1.0,Sep-65,0.7,0.7
9474,9474,Denmark,Europe,kg,DKK,1.0,Sep-65,21.93,21.93
9475,9475,France,Europe,kg,FRF,1.0,Sep-65,9.76,9.76
9476,9476,Italy,Europe,kg,ITL,1.0,Sep-65,2186.0,2186.0
9477,9477,Netherlands,Europe,kg,NFL,1.0,Sep-65,7.28,7.28
9478,9478,Norway,Europe,kg,NOK,1.0,Sep-65,15.8,15.8
9479,9479,Sweden,Europe,kg,SEK,1.0,Sep-65,10.03,10.03
9480,9480,Switzerland,Europe,kg,CHF,1.0,Sep-65,11.82,11.82
9481,9481,United States of America,North America,lb,USD,1.0,Sep-65,0.8290000000000001,1.84
9768,9768,Austria,Europe,kg,AUS,1.0,Oct-65,79.9,79.9
9769,9769,Cyprus,Europe,kg,CYP,1.0,Oct-65,0.7,0.7
9770,9770,Denmark,Europe,kg,DKK,1.0,Oct-65,21.93,21.93
9772,9772,Italy,Europe,kg,ITL,1.0,Oct-65,2186.0,2186.0
9773,9773,Netherlands,Europe,kg,NFL,1.0,Oct-65,7.28,7.28
9774,9774,Norway,Europe,kg,NOK,1.0,Oct-65,15.8,15.8
9775,9775,Sweden,Europe,kg,SEK,1.0,Oct-65,10.0,10.0
9776,9776,Switzerland,Europe,kg,CHF,1.0,Oct-65,11.77,11.77
9777,9777,United States of America,North America,lb,USD,1.0,Oct-65,0.8270000000000001,1.84
10064,10064,Austria,Europe,kg,AUS,1.0,Nov-65,79.9,79.9
10065,10065,Cyprus,Europe,kg,CYP,1.0,Nov-65,0.7,0.7
10066,10066,Denmark,Europe,kg,DKK,1.0,Nov-65,21.93,21.93
10068,10068,Italy,Europe,kg,ITL,1.0,Nov-65,2184.0,2184.0
10069,10069,Netherlands,Europe,kg,NFL,1.0,Nov-65,7.6,7.6
10070,10070,Norway,Europe,kg,NOK,1.0,Nov-65,15.8,15.8
10071,10071,Sweden,Europe,kg,SEK,1.0,Nov-65,10.03,10.03
10072,10072,Switzerland,Europe,kg,CHF,1.0,Nov-65,11.8,11.8
10073,10073,United States of America,North America,lb,USD,1.0,Nov-65,0.821,1.82
10360,10360,Austria,Europe,kg,AUS,1.0,Dec-65,79.9,79.9
10361,10361,Cyprus,Europe,kg,CYP,1.0,Dec-65,0.7,0.7
10362,10362,Denmark,Europe,kg,DKK,1.0,Dec-65,21.93,21.93
10364,10364,Italy,Europe,kg,ITL,1.0,Dec-65,2184.0,2184.0
10365,10365,Netherlands,Europe,kg,NFL,1.0,Dec-65,7.6,7.6
10366,10366,Norway,Europe,kg,NOK,1.0,Dec-65,15.79,15.79
10367,10367,Sweden,Europe,kg,SEK,1.0,Dec-65,10.0,10.0
10368,10368,Switzerland,Europe,kg,CHF,1.0,Dec-65,11.84,11.84
10369,10369,United States of America,North America,lb,USD,1.0,Dec-65,0.821,1.82
10656,10656,Austria,Europe,kg,AUS,1.0,Jan-66,84.0,84.0
10657,10657,Cyprus,Europe,kg,CYP,1.0,Jan-66,0.7,0.7
10658,10658,Denmark,Europe,kg,DKK,1.0,Jan-66,21.94,21.94
10660,10660,Italy,Europe,kg,ITL,1.0,Jan-66,2182.0,2182.0
10661,10661,Netherlands,Europe,kg,NFL,1.0,Jan-66,7.6,7.6
10662,10662,Norway,Europe,kg,NOK,1.0,Jan-66,15.79,15.79
10663,10663,Sweden,Europe,kg,SEK,1.0,Jan-66,10.03,10.03
10664,10664,Switzerland,Europe,kg,CHF,1.0,Jan-66,11.91,11.91
10665,10665,United States of America,North America,lb,USD,1.0,Jan-66,0.8220000000000001,1.83
10952,10952,Austria,Europe,kg,AUS,1.0,Feb-66,84.0,84.0
10953,10953,Cyprus,Europe,kg,CYP,1.0,Feb-66,0.7,0.7
10954,10954,Denmark,Europe,kg,DKK,1.0,Feb-66,21.94,21.94
10956,10956,Italy,Europe,kg,ITL,1.0,Feb-66,2184.0,2184.0
10957,10957,Netherlands,Europe,kg,NFL,1.0,Feb-66,7.92,7.92
10958,10958,Norway,Europe,kg,NOK,1.0,Feb-66,15.49,15.49
10959,10959,Sweden,Europe,kg,SEK,1.0,Feb-66,10.0,10.0
10960,10960,Switzerland,Europe,kg,CHF,1.0,Feb-66,11.93,11.93
10961,10961,United States of America,North America,lb,USD,1.0,Feb-66,0.823,1.83
11248,11248,Austria,Europe,kg,AUS,1.0,Mar-66,84.0,84.0
11249,11249,Cyprus,Europe,kg,CYP,1.0,Mar-66,0.7,0.7
11250,11250,Denmark,Europe,kg,DKK,1.0,Mar-66,21.94,21.94
11252,11252,Italy,Europe,kg,ITL,1.0,Mar-66,2180.0,2180.0
11253,11253,Netherlands,Europe,kg,NFL,1.0,Mar-66,7.92,7.92
11254,11254,Norway,Europe,kg,NOK,1.0,Mar-66,15.42,15.42
11255,11255,Sweden,Europe,kg,SEK,1.0,Mar-66,10.0,10.0
11256,11256,Switzerland,Europe,kg,CHF,1.0,Mar-66,11.92,11.92
11257,11257,United States of America,North America,lb,USD,1.0,Mar-66,0.825,1.83
11544,11544,Austria,Europe,kg,AUS,1.0,Apr-66,84.0,84.0
11545,11545,Cyprus,Europe,kg,CYP,1.0,Apr-66,0.7,0.7
11546,11546,Denmark,Europe,kg,DKK,1.0,Apr-66,21.93,21.93
11548,11548,Italy,Europe,kg,ITL,1.0,Apr-66,2182.0,2182.0
11549,11549,Netherlands,Europe,kg,NFL,1.0,Apr-66,7.92,7.92
11550,11550,Norway,Europe,kg,NOK,1.0,Apr-66,15.42,15.42
11551,11551,Sweden,Europe,kg,SEK,1.0,Apr-66,10.03,10.03
11552,11552,Switzerland,Europe,kg,CHF,1.0,Apr-66,11.91,11.91
11553,11553,United States of America,North America,lb,USD,1.0,Apr-66,0.828,1.84
11840,11840,Austria,Europe,kg,AUS,1.0,May-66,84.0,84.0
11841,11841,Cyprus,Europe,kg,CYP,1.0,May-66,0.7,0.7
11842,11842,Denmark,Europe,kg,DKK,1.0,May-66,21.93,21.93
11844,11844,Italy,Europe,kg,ITL,1.0,May-66,2182.0,2182.0
11845,11845,Netherlands,Europe,kg,NFL,1.0,May-66,7.92,7.92
11846,11846,Norway,Europe,kg,NOK,1.0,May-66,15.1,15.1
11847,11847,Sweden,Europe,kg,SEK,1.0,May-66,10.0,10.0
11848,11848,Switzerland,Europe,kg,CHF,1.0,May-66,11.91,11.91
11849,11849,United States of America,North America,lb,USD,1.0,May-66,0.83,1.84
12136,12136,Austria,Europe,kg,AUS,1.0,Jun-66,84.0,84.0
12137,12137,Cyprus,Europe,kg,CYP,1.0,Jun-66,0.7,0.7
12138,12138,Denmark,Europe,kg,DKK,1.0,Jun-66,21.93,21.93
12140,12140,Italy,Europe,kg,ITL,1.0,Jun-66,2182.0,2182.0
12141,12141,Netherlands,Europe,kg,NFL,1.0,Jun-66,7.92,7.92
12142,12142,Norway,Europe,kg,NOK,1.0,Jun-66,15.03,15.03
12143,12143,Sweden,Europe,kg,SEK,1.0,Jun-66,9.84,9.84
12144,12144,Switzerland,Europe,kg,CHF,1.0,Jun-66,11.88,11.88
12145,12145,United States of America,North America,lb,USD,1.0,Jun-66,0.8320000000000001,1.85
12432,12432,Austria,Europe,kg,AUS,1.0,Jul-66,84.0,84.0
12433,12433,Cyprus,Europe,kg,CYP,1.0,Jul-66,0.7,0.7
12434,12434,Denmark,Europe,kg,DKK,1.0,Jul-66,21.86,21.86
12436,12436,Italy,Europe,kg,ITL,1.0,Jul-66,2184.0,2184.0
12437,12437,Netherlands,Europe,kg,NFL,1.0,Jul-66,7.92,7.92
12438,12438,Norway,Europe,kg,NOK,1.0,Jul-66,15.01,15.01
12439,12439,Sweden,Europe,kg,SEK,1.0,Jul-66,9.81,9.81
12440,12440,Switzerland,Europe,kg,CHF,1.0,Jul-66,11.8,11.8
12441,12441,United States of America,North America,lb,USD,1.0,Jul-66,0.8320000000000001,1.85
12728,12728,Austria,Europe,kg,AUS,1.0,Aug-66,84.0,84.0
12729,12729,Cyprus,Europe,kg,CYP,1.0,Aug-66,0.7,0.7
12730,12730,Denmark,Europe,kg,DKK,1.0,Aug-66,21.86,21.86
12732,12732,Italy,Europe,kg,ITL,1.0,Aug-66,2182.0,2182.0
12733,12733,Netherlands,Europe,kg,NFL,1.0,Aug-66,7.92,7.92
12734,12734,Norway,Europe,kg,NOK,1.0,Aug-66,15.01,15.01
12735,12735,Sweden,Europe,kg,SEK,1.0,Aug-66,9.81,9.81
12736,12736,Switzerland,Europe,kg,CHF,1.0,Aug-66,11.9,11.9
12737,12737,United States of America,North America,lb,USD,1.0,Aug-66,0.835,1.86
13024,13024,Austria,Europe,kg,AUS,1.0,Sep-66,84.0,84.0
13025,13025,Cyprus,Europe,kg,CYP,1.0,Sep-66,0.7,0.7
13026,13026,Denmark,Europe,kg,DKK,1.0,Sep-66,21.86,21.86
13028,13028,Italy,Europe,kg,ITL,1.0,Sep-66,2182.0,2182.0
13029,13029,Netherlands,Europe,kg,NFL,1.0,Sep-66,7.92,7.92
13030,13030,Norway,Europe,kg,NOK,1.0,Sep-66,15.01,15.01
13031,13031,Sweden,Europe,kg,SEK,1.0,Sep-66,9.8,9.8
13032,13032,Switzerland,Europe,kg,CHF,1.0,Sep-66,11.98,11.98
13033,13033,United States of America,North America,lb,USD,1.0,Sep-66,0.825,1.83
13320,13320,Austria,Europe,kg,AUS,1.0,Oct-66,84.0,84.0
13321,13321,Cyprus,Europe,kg,CYP,1.0,Oct-66,0.7,0.7
13322,13322,Denmark,Europe,kg,DKK,1.0,Oct-66,21.92,21.92
13323,13323,France,Europe,kg,FRF,1.0,Oct-66,10.16,10.16
13324,13324,Italy,Europe,kg,ITL,1.0,Oct-66,2180.0,2180.0
13325,13325,Netherlands,Europe,kg,NFL,1.0,Oct-66,7.92,7.92
13326,13326,Norway,Europe,kg,NOK,1.0,Oct-66,15.01,15.01
13327,13327,Sweden,Europe,kg,SEK,1.0,Oct-66,9.78,9.78
13328,13328,Switzerland,Europe,kg,CHF,1.0,Oct-66,11.4,11.4
13329,13329,United States of America,North America,lb,USD,1.0,Oct-66,0.8109999999999999,1.8
13616,13616,Austria,Europe,kg,AUS,1.0,Nov-66,84.0,84.0
13617,13617,Cyprus,Europe,kg,CYP,1.0,Nov-66,0.7,0.7
13618,13618,Denmark,Europe,kg,DKK,1.0,Nov-66,21.92,21.92
13619,13619,France,Europe,kg,FRF,1.0,Nov-66,10.16,10.16
13620,13620,Italy,Europe,kg,ITL,1.0,Nov-66,2180.0,2180.0
13621,13621,Netherlands,Europe,kg,NFL,1.0,Nov-66,7.68,7.68
13622,13622,Norway,Europe,kg,NOK,1.0,Nov-66,15.01,15.01
13623,13623,Sweden,Europe,kg,SEK,1.0,Nov-66,9.61,9.61
13624,13624,Switzerland,Europe,kg,CHF,1.0,Nov-66,11.4,11.4
13625,13625,United States of America,North America,lb,USD,1.0,Nov-66,0.8059999999999999,1.79
13912,13912,Austria,Europe,kg,AUS,1.0,Dec-66,84.0,84.0
13913,13913,Cyprus,Europe,kg,CYP,1.0,Dec-66,0.7,0.7
13914,13914,Denmark,Europe,kg,DKK,1.0,Dec-66,21.92,21.92
13916,13916,Italy,Europe,kg,ITL,1.0,Dec-66,2182.0,2182.0
13917,13917,Netherlands,Europe,kg,NFL,1.0,Dec-66,7.68,7.68
13918,13918,Norway,Europe,kg,NOK,1.0,Dec-66,15.01,15.01
13919,13919,Sweden,Europe,kg,SEK,1.0,Dec-66,9.55,9.55
13920,13920,Switzerland,Europe,kg,CHF,1.0,Dec-66,11.36,11.36
13921,13921,United States of America,North America,lb,USD,1.0,Dec-66,0.807,1.79
14218,14218,Austria,Europe,kg,AUS,1.0,Jan-67,84.0,84.0
14219,14219,Cyprus,Europe,kg,CYP,1.0,Jan-67,0.7,0.7
14220,14220,Denmark,Europe,kg,DKK,1.0,Jan-67,21.49,21.49
14221,14221,France,Europe,kg,FRF,1.0,Jan-67,10.16,10.16
14222,14222,Italy,Europe,kg,ITL,1.0,Jan-67,2182.0,2182.0
14223,14223,Netherlands,Europe,kg,NFL,1.0,Jan-67,7.68,7.68
14224,14224,Norway,Europe,kg,NOK,1.0,Jan-67,15.0,15.0
14225,14225,Sweden,Europe,kg,SEK,1.0,Jan-67,9.55,9.55
14226,14226,Switzerland,Europe,kg,CHF,1.0,Jan-67,11.44,11.44
14227,14227,United States of America,North America,lb,USD,1.0,Jan-67,0.804,1.79
14514,14514,Austria,Europe,kg,AUS,1.0,Feb-67,84.0,84.0
14515,14515,Cyprus,Europe,kg,CYP,1.0,Feb-67,0.7,0.7
14516,14516,Denmark,Europe,kg,DKK,1.0,Feb-67,21.6,21.6
14517,14517,France,Europe,kg,FRF,1.0,Feb-67,10.12,10.12
14518,14518,Italy,Europe,kg,ITL,1.0,Feb-67,2182.0,2182.0
14519,14519,Netherlands,Europe,kg,NFL,1.0,Feb-67,7.68,7.68
14520,14520,Norway,Europe,kg,NOK,1.0,Feb-67,14.62,14.62
14521,14521,Sweden,Europe,kg,SEK,1.0,Feb-67,9.52,9.52
14522,14522,Switzerland,Europe,kg,CHF,1.0,Feb-67,11.48,11.48
14523,14523,United States of America,North America,lb,USD,1.0,Feb-67,0.807,1.79
14810,14810,Austria,Europe,kg,AUS,1.0,Mar-67,84.0,84.0
14811,14811,Cyprus,Europe,kg,CYP,1.0,Mar-67,0.7,0.7
14812,14812,Denmark,Europe,kg,DKK,1.0,Mar-67,21.5,21.5
14813,14813,France,Europe,kg,FRF,1.0,Mar-67,10.12,10.12
14814,14814,Italy,Europe,kg,ITL,1.0,Mar-67,2182.0,2182.0
14815,14815,Netherlands,Europe,kg,NFL,1.0,Mar-67,7.68,7.68
14816,14816,Norway,Europe,kg,NOK,1.0,Mar-67,14.58,14.58
14817,14817,Sweden,Europe,kg,SEK,1.0,Mar-67,9.52,9.52
14818,14818,Switzerland,Europe,kg,CHF,1.0,Mar-67,11.36,11.36
14819,14819,United States of America,North America,lb,USD,1.0,Mar-67,0.79,1.76
15106,15106,Austria,Europe,kg,AUS,1.0,Apr-67,84.0,84.0
15107,15107,Cyprus,Europe,kg,CYP,1.0,Apr-67,0.7,0.7
15108,15108,Denmark,Europe,kg,DKK,1.0,Apr-67,21.49,21.49
15109,15109,France,Europe,kg,FRF,1.0,Apr-67,10.04,10.04
15110,15110,Italy,Europe,kg,ITL,1.0,Apr-67,2182.0,2182.0
15111,15111,Netherlands,Europe,kg,NFL,1.0,Apr-67,7.44,7.44
