,Unnamed: 0,Country,Region,Unit,Country_Code,Weight,Date,Price,unit_price(/kg)
63687,63687,Austria,Europe,kg,AUS,1.0,Dec-80,104.95,104.95
63688,63688,Belgium,Europe,kg,BEF,1.0,Dec-80,234.0,234.0
63689,63689,Cyprus,Europe,kg,CYP,1.0,Dec-80,2.15,2.15
63690,63690,Denmark,Europe,kg,DKK,1.0,Dec-80,56.07,56.07
63692,63692,France,Europe,kg,FRF,1.0,Dec-80,36.21,36.21
63693,63693,Germany,Europe,kg,DDM,1.0,Dec-80,18.42,18.42
63694,63694,Italy,Europe,kg,ITL,1.0,Dec-80,8135.0,8135.0
63695,63695,Netherlands,Europe,kg,NFL,1.0,Dec-80,13.6,13.6
63696,63696,Norway,Europe,kg,NOK,1.0,Dec-80,38.03,38.03
63697,63697,Portugal,Europe,kg,PTE,1.0,Dec-80,574.6,574.6
63698,63698,Spain,Europe,kg,ESP,1.0,Dec-80,576.04,576.04
63699,63699,Sweden,Europe,kg,SEK,1.0,Dec-80,30.98,30.98
63700,63700,Switzerland,Europe,kg,CHF,1.0,Dec-80,15.16,15.16
63701,63701,United States of America,North America,lb,USD,1.0,Dec-80,2.7769999999999997,6.17
63983,63983,Austria,Europe,kg,AUS,1.0,Jan-81,123.0,123.0
63984,63984,Belgium,Europe,kg,BEF,1.0,Jan-81,231.0,231.0
63985,63985,Cyprus,Europe,kg,CYP,1.0,Jan-81,2.0,2.0
63986,63986,Denmark,Europe,kg,DKK,1.0,Jan-81,56.22,56.22
63988,63988,France,Europe,kg,FRF,1.0,Jan-81,35.63,35.63
63989,63989,Germany,Europe,kg,DDM,1.0,Jan-81,18.16,18.16
63990,63990,Italy,Europe,kg,ITL,1.0,Jan-81,8128.0,8128.0
63991,63991,Netherlands,Europe,kg,NFL,1.0,Jan-81,13.48,13.48
63992,63992,Norway,Europe,kg,NOK,1.0,Jan-81,36.37,36.37
63993,63993,Portugal,Europe,kg,PTE,1.0,Jan-81,565.7,565.7
63994,63994,Spain,Europe,kg,ESP,1.0,Jan-81,576.4,576.4
63995,63995,Sweden,Europe,kg,SEK,1.0,Jan-81,31.76,31.76
63996,63996,Switzerland,Europe,kg,CHF,1.0,Jan-81,14.92,14.92
63997,63997,United States of America,North America,lb,USD,1.0,Jan-81,2.7439999999999998,6.1
64279,64279,Austria,Europe,kg,AUS,1.0,Feb-81,119.8,119.8
64280,64280,Belgium,Europe,kg,BEF,1.0,Feb-81,229.0,229.0
64281,64281,Cyprus,Europe,kg,CYP,1.0,Feb-81,2.0,2.0
64282,64282,Denmark,Europe,kg,DKK,1.0,Feb-81,55.43,55.43
64284,64284,France,Europe,kg,FRF,1.0,Feb-81,35.16,35.16
64285,64285,Germany,Europe,kg,DDM,1.0,Feb-81,18.3,18.3
64286,64286,Italy,Europe,kg,ITL,1.0,Feb-81,8152.0,8152.0
64287,64287,Netherlands,Europe,kg,NFL,1.0,Feb-81,13.4,13.4
64288,64288,Norway,Europe,kg,NOK,1.0,Feb-81,36.37,36.37
64289,64289,Portugal,Europe,kg,PTE,1.0,Feb-81,569.9,569.9
64290,64290,Spain,Europe,kg,ESP,1.0,Feb-81,576.4,576.4
64291,64291,Sweden,Europe,kg,SEK,1.0,Feb-81,32.03,32.03
64292,64292,Switzerland,Europe,kg,CHF,1.0,Feb-81,14.64,14.64
64293,64293,United States of America,North America,lb,USD,1.0,Feb-81,2.588,5.75
64575,64575,Austria,Europe,kg,AUS,1.0,Mar-81,119.8,119.8
64576,64576,Belgium,Europe,kg,BEF,1.0,Mar-81,229.0,229.0
64577,64577,Cyprus,Europe,kg,CYP,1.0,Mar-81,2.0,2.0
64578,64578,Denmark,Europe,kg,DKK,1.0,Mar-81,55.76,55.76
64580,64580,France,Europe,kg,FRF,1.0,Mar-81,35.05,35.05
64581,64581,Germany,Europe,kg,DDM,1.0,Mar-81,18.14,18.14
64582,64582,Italy,Europe,kg,ITL,1.0,Mar-81,8160.0,8160.0
64583,64583,Netherlands,Europe,kg,NFL,1.0,Mar-81,13.12,13.12
64584,64584,Norway,Europe,kg,NOK,1.0,Mar-81,37.32,37.32
64585,64585,Portugal,Europe,kg,PTE,1.0,Mar-81,568.5,568.5
64586,64586,Spain,Europe,kg,ESP,1.0,Mar-81,578.4,578.4
64587,64587,Sweden,Europe,kg,SEK,1.0,Mar-81,32.05,32.05
64588,64588,Switzerland,Europe,kg,CHF,1.0,Mar-81,14.52,14.52
64589,64589,United States of America,North America,lb,USD,1.0,Mar-81,2.533,5.63
64871,64871,Austria,Europe,kg,AUS,1.0,Apr-81,119.8,119.8
64872,64872,Belgium,Europe,kg,BEF,1.0,Apr-81,230.0,230.0
64873,64873,Cyprus,Europe,kg,CYP,1.0,Apr-81,1.95,1.95
64874,64874,Denmark,Europe,kg,DKK,1.0,Apr-81,55.93,55.93
64876,64876,France,Europe,kg,FRF,1.0,Apr-81,35.32,35.32
64877,64877,Germany,Europe,kg,DDM,1.0,Apr-81,18.18,18.18
64878,64878,Italy,Europe,kg,ITL,1.0,Apr-81,8176.0,8176.0
64879,64879,Netherlands,Europe,kg,NFL,1.0,Apr-81,13.04,13.04
64880,64880,Norway,Europe,kg,NOK,1.0,Apr-81,36.2,36.2
64881,64881,Portugal,Europe,kg,PTE,1.0,Apr-81,567.0,567.0
64882,64882,Spain,Europe,kg,ESP,1.0,Apr-81,578.4,578.4
64883,64883,Sweden,Europe,kg,SEK,1.0,Apr-81,31.39,31.39
64884,64884,Switzerland,Europe,kg,CHF,1.0,Apr-81,14.56,14.56
64885,64885,United States of America,North America,lb,USD,1.0,Apr-81,2.51,5.58
65167,65167,Austria,Europe,kg,AUS,1.0,May-81,119.8,119.8
65168,65168,Belgium,Europe,kg,BEF,1.0,May-81,235.0,235.0
65169,65169,Cyprus,Europe,kg,CYP,1.0,May-81,1.95,1.95
65170,65170,Denmark,Europe,kg,DKK,1.0,May-81,56.69,56.69
65172,65172,France,Europe,kg,FRF,1.0,May-81,35.75,35.75
65173,65173,Germany,Europe,kg,DDM,1.0,May-81,18.22,18.22
65174,65174,Italy,Europe,kg,ITL,1.0,May-81,8209.0,8209.0
65175,65175,Netherlands,Europe,kg,NFL,1.0,May-81,13.04,13.04
65176,65176,Norway,Europe,kg,NOK,1.0,May-81,36.2,36.2
65177,65177,Portugal,Europe,kg,PTE,1.0,May-81,570.6,570.6
65178,65178,Spain,Europe,kg,ESP,1.0,May-81,578.8,578.8
65179,65179,Sweden,Europe,kg,SEK,1.0,May-81,32.0,32.0
65180,65180,Switzerland,Europe,kg,CHF,1.0,May-81,14.8,14.8
65181,65181,United States of America,North America,lb,USD,1.0,May-81,2.484,5.52
65463,65463,Austria,Europe,kg,AUS,1.0,Jun-81,119.8,119.8
65464,65464,Belgium,Europe,kg,BEF,1.0,Jun-81,240.0,240.0
65465,65465,Cyprus,Europe,kg,CYP,1.0,Jun-81,1.95,1.95
65466,65466,Denmark,Europe,kg,DKK,1.0,Jun-81,57.57,57.57
65468,65468,France,Europe,kg,FRF,1.0,Jun-81,35.98,35.98
65469,65469,Germany,Europe,kg,DDM,1.0,Jun-81,18.28,18.28
65470,65470,Italy,Europe,kg,ITL,1.0,Jun-81,8241.0,8241.0
65471,65471,Netherlands,Europe,kg,NFL,1.0,Jun-81,12.96,12.96
65472,65472,Norway,Europe,kg,NOK,1.0,Jun-81,37.14,37.14
65473,65473,Portugal,Europe,kg,PTE,1.0,Jun-81,570.8,570.8
65474,65474,Spain,Europe,kg,ESP,1.0,Jun-81,576.8,576.8
65475,65475,Sweden,Europe,kg,SEK,1.0,Jun-81,32.28,32.28
65476,65476,Switzerland,Europe,kg,CHF,1.0,Jun-81,14.92,14.92
65477,65477,United States of America,North America,lb,USD,1.0,Jun-81,2.495,5.54
65759,65759,Austria,Europe,kg,AUS,1.0,Jul-81,123.0,123.0
65760,65760,Belgium,Europe,kg,BEF,1.0,Jul-81,240.0,240.0
65761,65761,Cyprus,Europe,kg,CYP,1.0,Jul-81,1.95,1.95
65762,65762,Denmark,Europe,kg,DKK,1.0,Jul-81,58.29,58.29
65764,65764,France,Europe,kg,FRF,1.0,Jul-81,36.41,36.41
65765,65765,Germany,Europe,kg,DDM,1.0,Jul-81,18.48,18.48
65766,65766,Italy,Europe,kg,ITL,1.0,Jul-81,8257.0,8257.0
65767,65767,Netherlands,Europe,kg,NFL,1.0,Jul-81,15.56,15.56
65768,65768,Norway,Europe,kg,NOK,1.0,Jul-81,35.8,35.8
65769,65769,Portugal,Europe,kg,PTE,1.0,Jul-81,570.1,570.1
65770,65770,Spain,Europe,kg,ESP,1.0,Jul-81,577.6,577.6
65771,65771,Sweden,Europe,kg,SEK,1.0,Jul-81,32.59,32.59
65772,65772,Switzerland,Europe,kg,CHF,1.0,Jul-81,14.96,14.96
65773,65773,United States of America,North America,lb,USD,1.0,Jul-81,2.461,5.47
66055,66055,Austria,Europe,kg,AUS,1.0,Aug-81,123.0,123.0
66056,66056,Belgium,Europe,kg,BEF,1.0,Aug-81,241.0,241.0
66057,66057,Cyprus,Europe,kg,CYP,1.0,Aug-81,1.95,1.95
66058,66058,Denmark,Europe,kg,DKK,1.0,Aug-81,58.62,58.62
66060,66060,France,Europe,kg,FRF,1.0,Aug-81,36.79,36.79
66061,66061,Germany,Europe,kg,DDM,1.0,Aug-81,18.7,18.7
66062,66062,Italy,Europe,kg,ITL,1.0,Aug-81,8273.0,8273.0
66063,66063,Netherlands,Europe,kg,NFL,1.0,Aug-81,15.56,15.56
66064,66064,Norway,Europe,kg,NOK,1.0,Aug-81,36.87,36.87
66065,66065,Portugal,Europe,kg,PTE,1.0,Aug-81,573.1,573.1
66066,66066,Spain,Europe,kg,ESP,1.0,Aug-81,578.8,578.8
66067,66067,Sweden,Europe,kg,SEK,1.0,Aug-81,33.59,33.59
66068,66068,Switzerland,Europe,kg,CHF,1.0,Aug-81,14.92,14.92
66069,66069,United States of America,North America,lb,USD,1.0,Aug-81,2.445,5.43
66351,66351,Austria,Europe,kg,AUS,1.0,Sep-81,123.0,123.0
66352,66352,Belgium,Europe,kg,BEF,1.0,Sep-81,253.0,253.0
66353,66353,Cyprus,Europe,kg,CYP,1.0,Sep-81,1.95,1.95
66354,66354,Denmark,Europe,kg,DKK,1.0,Sep-81,58.7,58.7
66356,66356,France,Europe,kg,FRF,1.0,Sep-81,37.1,37.1
66357,66357,Germany,Europe,kg,DDM,1.0,Sep-81,18.68,18.68
66358,66358,Italy,Europe,kg,ITL,1.0,Sep-81,8305.0,8305.0
66359,66359,Netherlands,Europe,kg,NFL,1.0,Sep-81,15.56,15.56
66360,66360,Norway,Europe,kg,NOK,1.0,Sep-81,37.18,37.18
66361,66361,Portugal,Europe,kg,PTE,1.0,Sep-81,574.5,574.5
66362,66362,Spain,Europe,kg,ESP,1.0,Sep-81,581.2,581.2
66363,66363,Sweden,Europe,kg,SEK,1.0,Sep-81,34.44,34.44
66364,66364,Switzerland,Europe,kg,CHF,1.0,Sep-81,14.88,14.88
66365,66365,United States of America,North America,lb,USD,1.0,Sep-81,2.436,5.41
66647,66647,Austria,Europe,kg,AUS,1.0,Oct-81,123.0,123.0
66648,66648,Belgium,Europe,kg,BEF,1.0,Oct-81,255.8,255.8
66649,66649,Cyprus,Europe,kg,CYP,1.0,Oct-81,1.95,1.95
66650,66650,Denmark,Europe,kg,DKK,1.0,Oct-81,59.39,59.39
66652,66652,France,Europe,kg,FRF,1.0,Oct-81,37.18,37.18
66653,66653,Germany,Europe,kg,DDM,1.0,Oct-81,18.62,18.62
66654,66654,Italy,Europe,kg,ITL,1.0,Oct-81,8321.0,8321.0
66655,66655,Netherlands,Europe,kg,NFL,1.0,Oct-81,16.12,16.12
66656,66656,Norway,Europe,kg,NOK,1.0,Oct-81,37.38,37.38
66657,66657,Portugal,Europe,kg,PTE,1.0,Oct-81,572.6,572.6
66658,66658,Spain,Europe,kg,ESP,1.0,Oct-81,581.2,581.2
66659,66659,Sweden,Europe,kg,SEK,1.0,Oct-81,35.23,35.23
66660,66660,Switzerland,Europe,kg,CHF,1.0,Oct-81,15.04,15.04
66661,66661,United States of America,North America,lb,USD,1.0,Oct-81,2.44,5.42
66943,66943,Austria,Europe,kg,AUS,1.0,Nov-81,123.0,123.0
66944,66944,Belgium,Europe,kg,BEF,1.0,Nov-81,259.5,259.5
66945,66945,Cyprus,Europe,kg,CYP,1.0,Nov-81,1.95,1.95
66946,66946,Denmark,Europe,kg,DKK,1.0,Nov-81,59.57,59.57
66948,66948,France,Europe,kg,FRF,1.0,Nov-81,37.18,37.18
66949,66949,Germany,Europe,kg,DDM,1.0,Nov-81,18.56,18.56
66950,66950,Italy,Europe,kg,ITL,1.0,Nov-81,8345.0,8345.0
66951,66951,Netherlands,Europe,kg,NFL,1.0,Nov-81,15.84,15.84
66952,66952,Norway,Europe,kg,NOK,1.0,Nov-81,37.18,37.18
66953,66953,Portugal,Europe,kg,PTE,1.0,Nov-81,572.2,572.2
66954,66954,Spain,Europe,kg,ESP,1.0,Nov-81,580.8,580.8
66955,66955,Sweden,Europe,kg,SEK,1.0,Nov-81,35.99,35.99
66956,66956,Switzerland,Europe,kg,CHF,1.0,Nov-81,15.08,15.08
66957,66957,United States of America,North America,lb,USD,1.0,Nov-81,2.408,5.35
67239,67239,Austria,Europe,kg,AUS,1.0,Dec-81,123.0,123.0
67240,67240,Belgium,Europe,kg,BEF,1.0,Dec-81,261.0,261.0
67241,67241,Cyprus,Europe,kg,CYP,1.0,Dec-81,1.95,1.95
67242,67242,Denmark,Europe,kg,DKK,1.0,Dec-81,59.15,59.15
67244,67244,France,Europe,kg,FRF,1.0,Dec-81,37.18,37.18
67245,67245,Germany,Europe,kg,DDM,1.0,Dec-81,18.64,18.64
67246,67246,Italy,Europe,kg,ITL,1.0,Dec-81,8377.0,8377.0
67247,67247,Netherlands,Europe,kg,NFL,1.0,Dec-81,15.84,15.84
67248,67248,Norway,Europe,kg,NOK,1.0,Dec-81,36.7,36.7
67249,67249,Portugal,Europe,kg,PTE,1.0,Dec-81,570.9,570.9
67250,67250,Spain,Europe,kg,ESP,1.0,Dec-81,583.2,583.2
67251,67251,Sweden,Europe,kg,SEK,1.0,Dec-81,34.76,34.76
67252,67252,Switzerland,Europe,kg,CHF,1.0,Dec-81,15.08,15.08
67253,67253,United States of America,North America,lb,USD,1.0,Dec-81,2.498,5.55
67534,67534,Japan,Asia & Oceania,g,JPY,200.0,Jan-82,680.0,3400.0
67535,67535,Austria,Europe,kg,AUS,1.0,Jan-82,123.0,123.0
67536,67536,Belgium,Europe,kg,BEF,1.0,Jan-82,264.6,264.6
67537,67537,Cyprus,Europe,kg,CYP,1.0,Jan-82,2.2,2.2
67538,67538,Denmark,Europe,kg,DKK,1.0,Jan-82,59.6,59.6
67539,67539,Finland,Europe,kg,FMK,1.0,Jan-82,22.37,22.37
67540,67540,France,Europe,kg,FRF,1.0,Jan-82,37.41,37.41
67541,67541,Germany,Europe,kg,DDM,1.0,Jan-82,18.54,18.54
67542,67542,Italy,Europe,kg,ITL,1.0,Jan-82,8401.0,8401.0
67543,67543,Netherlands,Europe,kg,NFL,1.0,Jan-82,15.84,15.84
67544,67544,Norway,Europe,kg,NOK,1.0,Jan-82,39.64,39.64
67545,67545,Portugal,Europe,kg,PTE,1.0,Jan-82,574.4,574.4
67546,67546,Spain,Europe,kg,ESP,1.0,Jan-82,587.2,587.2
67547,67547,Sweden,Europe,kg,SEK,1.0,Jan-82,36.24,36.24
67548,67548,Switzerland,Europe,kg,CHF,1.0,Jan-82,15.04,15.04
67549,67549,United States of America,North America,lb,USD,1.0,Jan-82,2.48,5.51
67830,67830,Japan,Asia & Oceania,g,JPY,200.0,Feb-82,680.0,3400.0
67831,67831,Austria,Europe,kg,AUS,1.0,Feb-82,123.0,123.0
67832,67832,Belgium,Europe,kg,BEF,1.0,Feb-82,269.2,269.2
67833,67833,Cyprus,Europe,kg,CYP,1.0,Feb-82,2.2,2.2
67834,67834,Denmark,Europe,kg,DKK,1.0,Feb-82,60.67,60.67
67835,67835,Finland,Europe,kg,FMK,1.0,Feb-82,22.99,22.99
67836,67836,France,Europe,kg,FRF,1.0,Feb-82,38.58,38.58
67837,67837,Germany,Europe,kg,DDM,1.0,Feb-82,18.54,18.54
67838,67838,Italy,Europe,kg,ITL,1.0,Feb-82,8497.0,8497.0
67839,67839,Netherlands,Europe,kg,NFL,1.0,Feb-82,16.4,16.4
67840,67840,Norway,Europe,kg,NOK,1.0,Feb-82,39.8,39.8
67841,67841,Portugal,Europe,kg,PTE,1.0,Feb-82,570.0,570.0
67842,67842,Spain,Europe,kg,ESP,1.0,Feb-82,596.4,596.4
67843,67843,Sweden,Europe,kg,SEK,1.0,Feb-82,38.2,38.2
67844,67844,Switzerland,Europe,kg,CHF,1.0,Feb-82,15.08,15.08
67845,67845,United States of America,North America,lb,USD,1.0,Feb-82,2.594,5.76
68126,68126,Japan,Asia & Oceania,g,JPY,200.0,Mar-82,680.0,3400.0
68127,68127,Austria,Europe,kg,AUS,1.0,Mar-82,123.0,123.0
68128,68128,Belgium,Europe,kg,BEF,1.0,Mar-82,269.6,269.6
68129,68129,Cyprus,Europe,kg,CYP,1.0,Mar-82,2.2,2.2
68130,68130,Denmark,Europe,kg,DKK,1.0,Mar-82,61.48,61.48
68131,68131,Finland,Europe,kg,FMK,1.0,Mar-82,23.16,23.16
68132,68132,France,Europe,kg,FRF,1.0,Mar-82,39.39,39.39
68133,68133,Germany,Europe,kg,DDM,1.0,Mar-82,18.7,18.7
68134,68134,Italy,Europe,kg,ITL,1.0,Mar-82,8578.0,8578.0
68135,68135,Netherlands,Europe,kg,NFL,1.0,Mar-82,16.4,16.4
68136,68136,Norway,Europe,kg,NOK,1.0,Mar-82,41.81,41.81
68137,68137,Portugal,Europe,kg,PTE,1.0,Mar-82,571.1,571.1
68138,68138,Spain,Europe,kg,ESP,1.0,Mar-82,605.6,605.6
68139,68139,Sweden,Europe,kg,SEK,1.0,Mar-82,38.96,38.96
68140,68140,Switzerland,Europe,kg,CHF,1.0,Mar-82,15.08,15.08
68141,68141,United States of America,North America,lb,USD,1.0,Mar-82,2.605,5.79
68422,68422,Japan,Asia & Oceania,g,JPY,200.0,Apr-82,714.0,3570.0
68423,68423,Austria,Europe,kg,AUS,1.0,Apr-82,123.0,123.0
68424,68424,Belgium,Europe,kg,BEF,1.0,Apr-82,274.6,274.6
68425,68425,Cyprus,Europe,kg,CYP,1.0,Apr-82,2.2,2.2
68426,68426,Denmark,Europe,kg,DKK,1.0,Apr-82,62.35,62.35
68427,68427,Finland,Europe,kg,FMK,1.0,Apr-82,23.86,23.86
68428,68428,France,Europe,kg,FRF,1.0,Apr-82,40.51,40.51
68429,68429,Germany,Europe,kg,DDM,1.0,Apr-82,19.32,19.32
68430,68430,Italy,Europe,kg,ITL,1.0,Apr-82,8682.0,8682.0
68431,68431,Netherlands,Europe,kg,NFL,1.0,Apr-82,17.16,17.16
68432,68432,Norway,Europe,kg,NOK,1.0,Apr-82,42.1,42.1
68433,68433,Portugal,Europe,kg,PTE,1.0,Apr-82,571.5,571.5
68434,68434,Spain,Europe,kg,ESP,1.0,Apr-82,614.0,614.0
68435,68435,Sweden,Europe,kg,SEK,1.0,Apr-82,39.14,39.14
68436,68436,Switzerland,Europe,kg,CHF,1.0,Apr-82,15.04,15.04
68437,68437,United States of America,North America,lb,USD,1.0,Apr-82,2.608,5.8
68718,68718,Japan,Asia & Oceania,g,JPY,200.0,May-82,714.0,3570.0
68719,68719,Austria,Europe,kg,AUS,1.0,May-82,123.8,123.8
68720,68720,Belgium,Europe,kg,BEF,1.0,May-82,281.6,281.6
68721,68721,Cyprus,Europe,kg,CYP,1.0,May-82,2.2,2.2
68722,68722,Denmark,Europe,kg,DKK,1.0,May-82,64.0,64.0
68723,68723,Finland,Europe,kg,FMK,1.0,May-82,24.27,24.27
68724,68724,France,Europe,kg,FRF,1.0,May-82,41.13,41.13
68725,68725,Germany,Europe,kg,DDM,1.0,May-82,19.32,19.32
68726,68726,Italy,Europe,kg,ITL,1.0,May-82,8754.0,8754.0
68727,68727,Netherlands,Europe,kg,NFL,1.0,May-82,17.16,17.16
68728,68728,Norway,Europe,kg,NOK,1.0,May-82,42.39,42.39
68729,68729,Portugal,Europe,kg,PTE,1.0,May-82,575.0,575.0
68730,68730,Spain,Europe,kg,ESP,1.0,May-82,630.4,630.4
68731,68731,Sweden,Europe,kg,SEK,1.0,May-82,39.78,39.78
68732,68732,Switzerland,Europe,kg,CHF,1.0,May-82,15.24,15.24
68733,68733,United States of America,North America,lb,USD,1.0,May-82,2.613,5.81
69014,69014,Japan,Asia & Oceania,g,JPY,200.0,Jun-82,714.0,3570.0
69015,69015,Austria,Europe,kg,AUS,1.0,Jun-82,123.8,123.8
69016,69016,Belgium,Europe,kg,BEF,1.0,Jun-82,290.3,290.3
69017,69017,Cyprus,Europe,kg,CYP,1.0,Jun-82,2.2,2.2
69018,69018,Denmark,Europe,kg,DKK,1.0,Jun-82,65.3,65.3
69019,69019,Finland,Europe,kg,FMK,1.0,Jun-82,23.97,23.97
69020,69020,France,Europe,kg,FRF,1.0,Jun-82,41.37,41.37
69021,69021,Germany,Europe,kg,DDM,1.0,Jun-82,19.36,19.36
69022,69022,Italy,Europe,kg,ITL,1.0,Jun-82,8842.0,8842.0
69023,69023,Netherlands,Europe,kg,NFL,1.0,Jun-82,17.16,17.16
69024,69024,Norway,Europe,kg,NOK,1.0,Jun-82,42.47,42.47
69025,69025,Portugal,Europe,kg,PTE,1.0,Jun-82,577.1,577.1
69026,69026,Spain,Europe,kg,ESP,1.0,Jun-82,633.6,633.6
69027,69027,Sweden,Europe,kg,SEK,1.0,Jun-82,39.94,39.94
69028,69028,Switzerland,Europe,kg,CHF,1.0,Jun-82,15.44,15.44
69029,69029,United States of America,North America,lb,USD,1.0,Jun-82,2.595,5.77
69310,69310,Japan,Asia & Oceania,g,JPY,200.0,Jul-82,715.0,3575.0
69311,69311,Austria,Europe,kg,AUS,1.0,Jul-82,123.8,123.8
69312,69312,Belgium,Europe,kg,BEF,1.0,Jul-82,294.6,294.6
69313,69313,Cyprus,Europe,kg,CYP,1.0,Jul-82,2.2,2.2
69314,69314,Denmark,Europe,kg,DKK,1.0,Jul-82,66.13,66.13
69315,69315,Finland,Europe,kg,FMK,1.0,Jul-82,24.45,24.45
69316,69316,France,Europe,kg,FRF,1.0,Jul-82,41.1,41.1
69317,69317,Germany,Europe,kg,DDM,1.0,Jul-82,19.48,19.48
69318,69318,Italy,Europe,kg,ITL,1.0,Jul-82,8899.0,8899.0
69319,69319,Netherlands,Europe,kg,NFL,1.0,Jul-82,16.68,16.68
69320,69320,Norway,Europe,kg,NOK,1.0,Jul-82,42.34,42.34
69321,69321,Portugal,Europe,kg,PTE,1.0,Jul-82,576.2,576.2
69322,69322,Spain,Europe,kg,ESP,1.0,Jul-82,636.8,636.8
69323,69323,Sweden,Europe,kg,SEK,1.0,Jul-82,41.26,41.26
69324,69324,Switzerland,Europe,kg,CHF,1.0,Jul-82,15.64,15.64
69325,69325,United States of America,North America,lb,USD,1.0,Jul-82,2.5660000000000003,5.7
69606,69606,Japan,Asia & Oceania,g,JPY,200.0,Aug-82,715.0,3575.0
69607,69607,Austria,Europe,kg,AUS,1.0,Aug-82,123.8,123.8
69608,69608,Belgium,Europe,kg,BEF,1.0,Aug-82,296.8,296.8
69609,69609,Cyprus,Europe,kg,CYP,1.0,Aug-82,2.2,2.2
69610,69610,Denmark,Europe,kg,DKK,1.0,Aug-82,66.68,66.68
69611,69611,Finland,Europe,kg,FMK,1.0,Aug-82,24.32,24.32
69612,69612,France,Europe,kg,FRF,1.0,Aug-82,41.06,41.06
69613,69613,Germany,Europe,kg,DDM,1.0,Aug-82,19.54,19.54
69614,69614,Italy,Europe,kg,ITL,1.0,Aug-82,8939.0,8939.0
69615,69615,Netherlands,Europe,kg,NFL,1.0,Aug-82,16.68,16.68
69616,69616,Norway,Europe,kg,NOK,1.0,Aug-82,42.59,42.59
69617,69617,Portugal,Europe,kg,PTE,1.0,Aug-82,584.9,584.9
69618,69618,Spain,Europe,kg,ESP,1.0,Aug-82,643.2,643.2
69619,69619,Sweden,Europe,kg,SEK,1.0,Aug-82,41.66,41.66
69620,69620,Switzerland,Europe,kg,CHF,1.0,Aug-82,15.64,15.64
69621,69621,United States of America,North America,lb,USD,1.0,Aug-82,2.5789999999999997,5.73
69902,69902,Japan,Asia & Oceania,g,JPY,200.0,Sep-82,715.0,3575.0
69903,69903,Austria,Europe,kg,AUS,1.0,Sep-82,125.8,125.8
69904,69904,Belgium,Europe,kg,BEF,1.0,Sep-82,297.2,297.2
69905,69905,Cyprus,Europe,kg,CYP,1.0,Sep-82,2.2,2.2
69906,69906,Denmark,Europe,kg,DKK,1.0,Sep-82,66.95,66.95
69907,69907,Finland,Europe,kg,FMK,1.0,Sep-82,24.06,24.06
69908,69908,France,Europe,kg,FRF,1.0,Sep-82,41.02,41.02
69909,69909,Germany,Europe,kg,DDM,1.0,Sep-82,19.6,19.6
69910,69910,Italy,Europe,kg,ITL,1.0,Sep-82,9051.0,9051.0
69911,69911,Netherlands,Europe,kg,NFL,1.0,Sep-82,16.68,16.68
69912,69912,Norway,Europe,kg,NOK,1.0,Sep-82,45.56,45.56
69913,69913,Portugal,Europe,kg,PTE,1.0,Sep-82,600.4,600.4
69914,69914,Spain,Europe,kg,ESP,1.0,Sep-82,646.4,646.4
69915,69915,Sweden,Europe,kg,SEK,1.0,Sep-82,41.46,41.46
69916,69916,Switzerland,Europe,kg,CHF,1.0,Sep-82,15.64,15.64
69917,69917,United States of America,North America,lb,USD,1.0,Sep-82,2.565,5.7
70198,70198,Japan,Asia & Oceania,g,JPY,200.0,Oct-82,715.0,3575.0
70199,70199,Austria,Europe,kg,AUS,1.0,Oct-82,131.0,131.0
70200,70200,Belgium,Europe,kg,BEF,1.0,Oct-82,298.4,298.4
70201,70201,Cyprus,Europe,kg,CYP,1.0,Oct-82,2.2,2.2
70202,70202,Denmark,Europe,kg,DKK,1.0,Oct-82,67.12,67.12
70203,70203,Finland,Europe,kg,FMK,1.0,Oct-82,23.99,23.99
70204,70204,France,Europe,kg,FRF,1.0,Oct-82,40.9,40.9
70205,70205,Germany,Europe,kg,DDM,1.0,Oct-82,19.7,19.7
70206,70206,Italy,Europe,kg,ITL,1.0,Oct-82,9107.0,9107.0
70207,70207,Netherlands,Europe,kg,NFL,1.0,Oct-82,16.68,16.68
70208,70208,Norway,Europe,kg,NOK,1.0,Oct-82,43.57,43.57
70209,70209,Portugal,Europe,kg,PTE,1.0,Oct-82,614.0,614.0
70210,70210,Spain,Europe,kg,ESP,1.0,Oct-82,646.0,646.0
70211,70211,Sweden,Europe,kg,SEK,1.0,Oct-82,40.48,40.48
70212,70212,Switzerland,Europe,kg,CHF,1.0,Oct-82,15.68,15.68
70213,70213,United States of America,North America,lb,USD,1.0,Oct-82,2.542,5.65
70494,70494,Japan,Asia & Oceania,g,JPY,200.0,Nov-82,715.0,3575.0
70495,70495,Austria,Europe,kg,AUS,1.0,Nov-82,131.0,131.0
70496,70496,Belgium,Europe,kg,BEF,1.0,Nov-82,299.6,299.6
70497,70497,Cyprus,Europe,kg,CYP,1.0,Nov-82,2.2,2.2
70498,70498,Denmark,Europe,kg,DKK,1.0,Nov-82,67.25,67.25
70499,70499,Finland,Europe,kg,FMK,1.0,Nov-82,23.9,23.9
70500,70500,France,Europe,kg,FRF,1.0,Nov-82,41.37,41.37
70501,70501,Germany,Europe,kg,DDM,1.0,Nov-82,19.72,19.72
70502,70502,Italy,Europe,kg,ITL,1.0,Nov-82,9204.0,9204.0
