,Country,Region,Unit,Country_Code,Weight,Price,unit_price(/kg),Datetime,Year,Month,Unnamed: 0,Scale,Conversions_Numeric
0,Cyprus,Europe,kg,CYP,1.0,0.65,0.65,1963-10-01,1963,10,52,Units,0.3571429993571429
1,Cyprus,Europe,kg,CYP,1.0,0.65,0.65,1963-11-01,1963,11,52,Units,0.3571429993571429
2,Cyprus,Europe,kg,CYP,1.0,0.65,0.65,1963-12-01,1963,12,52,Units,0.3571429993571429
3,Italy,Europe,kg,ITL,1.0,2051.0,2051.0,1963-10-01,1963,10,101,Units,625.000000625
4,Italy,Europe,kg,ITL,1.0,2054.0,2054.0,1963-11-01,1963,11,101,Units,625.000000625
5,Italy,Europe,kg,ITL,1.0,2062.0,2062.0,1963-12-01,1963,12,101,Units,625.000000625
6,Norway,Europe,kg,NOK,1.0,12.0,12.0,1963-10-01,1963,10,150,Units,7.14286000614286
7,Norway,Europe,kg,NOK,1.0,12.0,12.0,1963-11-01,1963,11,150,Units,7.14286000614286
8,Norway,Europe,kg,NOK,1.0,12.47,12.47,1963-12-01,1963,12,150,Units,7.14286000614286
9,Sweden,Europe,kg,SEK,1.0,8.45,8.45,1963-10-01,1963,10,190,Units,5.173210004173209
10,Sweden,Europe,kg,SEK,1.0,8.38,8.38,1963-11-01,1963,11,190,Units,5.173210004173209
11,Sweden,Europe,kg,SEK,1.0,8.9,8.9,1963-12-01,1963,12,190,Units,5.173210004173209
12,Cyprus,Europe,kg,CYP,1.0,0.65,0.65,1964-01-01,1964,1,276,Units,0.3571429993571429
13,Cyprus,Europe,kg,CYP,1.0,0.65,0.65,1964-02-01,1964,2,276,Units,0.3571429993571429
14,Cyprus,Europe,kg,CYP,1.0,0.68,0.68,1964-03-01,1964,3,276,Units,0.3571429993571429
15,Cyprus,Europe,kg,CYP,1.0,0.68,0.68,1964-04-01,1964,4,276,Units,0.3571429993571429
16,Cyprus,Europe,kg,CYP,1.0,0.69,0.69,1964-05-01,1964,5,276,Units,0.3571429993571429
17,Cyprus,Europe,kg,CYP,1.0,0.69,0.69,1964-06-01,1964,6,276,Units,0.3571429993571429
18,Cyprus,Europe,kg,CYP,1.0,0.69,0.69,1964-07-01,1964,7,276,Units,0.3571429993571429
19,Cyprus,Europe,kg,CYP,1.0,0.69,0.69,1964-08-01,1964,8,276,Units,0.3571429993571429
20,Cyprus,Europe,kg,CYP,1.0,0.69,0.69,1964-09-01,1964,9,276,Units,0.3571429993571429
21,Cyprus,Europe,kg,CYP,1.0,0.7,0.7,1964-10-01,1964,10,276,Units,0.3571429993571429
22,Cyprus,Europe,kg,CYP,1.0,0.7,0.7,1964-11-01,1964,11,276,Units,0.3571429993571429
23,Cyprus,Europe,kg,CYP,1.0,0.7,0.7,1964-12-01,1964,12,276,Units,0.3571429993571429
24,Italy,Europe,kg,ITL,1.0,2083.0,2083.0,1964-01-01,1964,1,325,Units,625.000000625
25,Italy,Europe,kg,ITL,1.0,2109.0,2109.0,1964-02-01,1964,2,325,Units,625.000000625
26,Italy,Europe,kg,ITL,1.0,2118.0,2118.0,1964-03-01,1964,3,325,Units,625.000000625
27,Italy,Europe,kg,ITL,1.0,2138.0,2138.0,1964-04-01,1964,4,325,Units,625.000000625
28,Italy,Europe,kg,ITL,1.0,2153.0,2153.0,1964-05-01,1964,5,325,Units,625.000000625
29,Italy,Europe,kg,ITL,1.0,2157.0,2157.0,1964-06-01,1964,6,325,Units,625.000000625
30,Italy,Europe,kg,ITL,1.0,2155.0,2155.0,1964-07-01,1964,7,325,Units,625.000000625
31,Italy,Europe,kg,ITL,1.0,2157.0,2157.0,1964-08-01,1964,8,325,Units,625.000000625
32,Italy,Europe,kg,ITL,1.0,2162.0,2162.0,1964-09-01,1964,9,325,Units,625.000000625
33,Italy,Europe,kg,ITL,1.0,2171.0,2171.0,1964-10-01,1964,10,325,Units,625.000000625
34,Italy,Europe,kg,ITL,1.0,2173.0,2173.0,1964-11-01,1964,11,325,Units,625.000000625
35,Italy,Europe,kg,ITL,1.0,2175.0,2175.0,1964-12-01,1964,12,325,Units,625.000000625
36,Norway,Europe,kg,NOK,1.0,12.57,12.57,1964-01-01,1964,1,374,Units,7.14286000614286
37,Norway,Europe,kg,NOK,1.0,14.12,14.12,1964-02-01,1964,2,374,Units,7.14286000614286
38,Norway,Europe,kg,NOK,1.0,14.18,14.18,1964-03-01,1964,3,374,Units,7.14286000614286
39,Norway,Europe,kg,NOK,1.0,15.61,15.61,1964-04-01,1964,4,374,Units,7.14286000614286
40,Norway,Europe,kg,NOK,1.0,15.78,15.78,1964-05-01,1964,5,374,Units,7.14286000614286
41,Norway,Europe,kg,NOK,1.0,15.78,15.78,1964-06-01,1964,6,374,Units,7.14286000614286
42,Norway,Europe,kg,NOK,1.0,15.78,15.78,1964-07-01,1964,7,374,Units,7.14286000614286
43,Norway,Europe,kg,NOK,1.0,15.79,15.79,1964-08-01,1964,8,374,Units,7.14286000614286
44,Norway,Europe,kg,NOK,1.0,15.79,15.79,1964-09-01,1964,9,374,Units,7.14286000614286
45,Norway,Europe,kg,NOK,1.0,15.8,15.8,1964-10-01,1964,10,374,Units,7.14286000614286
46,Norway,Europe,kg,NOK,1.0,15.8,15.8,1964-11-01,1964,11,374,Units,7.14286000614286
47,Norway,Europe,kg,NOK,1.0,16.17,16.17,1964-12-01,1964,12,374,Units,7.14286000614286
48,Sweden,Europe,kg,SEK,1.0,8.71,8.71,1964-01-01,1964,1,414,Units,5.173210004173209
49,Sweden,Europe,kg,SEK,1.0,8.71,8.71,1964-02-01,1964,2,414,Units,5.173210004173209
50,Sweden,Europe,kg,SEK,1.0,10.0,10.0,1964-03-01,1964,3,414,Units,5.173210004173209
51,Sweden,Europe,kg,SEK,1.0,10.03,10.03,1964-04-01,1964,4,414,Units,5.173210004173209
52,Sweden,Europe,kg,SEK,1.0,10.03,10.03,1964-05-01,1964,5,414,Units,5.173210004173209
53,Sweden,Europe,kg,SEK,1.0,10.07,10.07,1964-06-01,1964,6,414,Units,5.173210004173209
54,Sweden,Europe,kg,SEK,1.0,10.07,10.07,1964-07-01,1964,7,414,Units,5.173210004173209
55,Sweden,Europe,kg,SEK,1.0,10.1,10.1,1964-08-01,1964,8,414,Units,5.173210004173209
56,Sweden,Europe,kg,SEK,1.0,10.07,10.07,1964-09-01,1964,9,414,Units,5.173210004173209
57,Sweden,Europe,kg,SEK,1.0,10.07,10.07,1964-10-01,1964,10,414,Units,5.173210004173209
58,Sweden,Europe,kg,SEK,1.0,10.07,10.07,1964-11-01,1964,11,414,Units,5.173210004173209
59,Sweden,Europe,kg,SEK,1.0,10.07,10.07,1964-12-01,1964,12,414,Units,5.173210004173209
60,Switzerland,Europe,kg,CHF,1.0,11.4,11.4,1964-01-01,1964,1,415,Units,4.37295000337295
61,Switzerland,Europe,kg,CHF,1.0,11.48,11.48,1964-02-01,1964,2,415,Units,4.37295000337295
62,Switzerland,Europe,kg,CHF,1.0,11.45,11.45,1964-03-01,1964,3,415,Units,4.37295000337295
63,Switzerland,Europe,kg,CHF,1.0,11.45,11.45,1964-04-01,1964,4,415,Units,4.37295000337295
64,Switzerland,Europe,kg,CHF,1.0,11.43,11.43,1964-05-01,1964,5,415,Units,4.37295000337295
65,Switzerland,Europe,kg,CHF,1.0,11.51,11.51,1964-06-01,1964,6,415,Units,4.37295000337295
66,Switzerland,Europe,kg,CHF,1.0,11.5,11.5,1964-07-01,1964,7,415,Units,4.37295000337295
67,Switzerland,Europe,kg,CHF,1.0,11.54,11.54,1964-08-01,1964,8,415,Units,4.37295000337295
68,Switzerland,Europe,kg,CHF,1.0,11.52,11.52,1964-09-01,1964,9,415,Units,4.37295000337295
69,Switzerland,Europe,kg,CHF,1.0,11.54,11.54,1964-10-01,1964,10,415,Units,4.37295000337295
70,Switzerland,Europe,kg,CHF,1.0,11.49,11.49,1964-11-01,1964,11,415,Units,4.37295000337295
71,Switzerland,Europe,kg,CHF,1.0,11.49,11.49,1964-12-01,1964,12,415,Units,4.37295000337295
72,Austria,Europe,kg,AUS,1.0,85.0,85.0,1964-10-01,1964,10,234,Units,26.000000025
73,Austria,Europe,kg,AUS,1.0,85.0,85.0,1964-11-01,1964,11,234,Units,26.000000025
74,Austria,Europe,kg,AUS,1.0,85.0,85.0,1964-12-01,1964,12,234,Units,26.000000025
75,Denmark,Europe,kg,DKK,1.0,21.91,21.91,1964-10-01,1964,10,279,Units,6.90714000590714
76,Denmark,Europe,kg,DKK,1.0,21.91,21.91,1964-11-01,1964,11,279,Units,6.90714000590714
77,Denmark,Europe,kg,DKK,1.0,21.91,21.91,1964-12-01,1964,12,279,Units,6.90714000590714
78,France,Europe,kg,FRF,1.0,10.04,10.04,1964-10-01,1964,10,296,Units,4.9370600039370585
79,France,Europe,kg,FRF,1.0,10.04,10.04,1964-11-01,1964,11,296,Units,4.9370600039370585
80,France,Europe,kg,FRF,1.0,10.02,10.02,1964-12-01,1964,12,296,Units,4.9370600039370585
81,"Netherlands, The",Europe,kg,NFL,1.0,7.76,7.76,1964-10-01,1964,10,367,Units,3.62000000262
82,"Netherlands, The",Europe,kg,NFL,1.0,7.76,7.76,1964-11-01,1964,11,367,Units,3.62000000262
83,"Netherlands, The",Europe,kg,NFL,1.0,7.76,7.76,1964-12-01,1964,12,367,Units,3.62000000262
84,United States,North America,lb,USD,1.0,0.846,1.88,1964-10-01,1964,10,432,Units,1.0
85,United States,North America,lb,USD,1.0,0.8490000000000001,1.89,1964-11-01,1964,11,432,Units,1.0
86,United States,North America,lb,USD,1.0,0.848,1.88,1964-12-01,1964,12,432,Units,1.0
87,Austria,Europe,kg,AUS,1.0,85.0,85.0,1965-01-01,1965,1,458,Units,26.000000025
88,Austria,Europe,kg,AUS,1.0,85.0,85.0,1965-02-01,1965,2,458,Units,26.000000025
89,Austria,Europe,kg,AUS,1.0,85.0,85.0,1965-03-01,1965,3,458,Units,26.000000025
90,Austria,Europe,kg,AUS,1.0,79.9,79.9,1965-04-01,1965,4,458,Units,26.000000025
91,Austria,Europe,kg,AUS,1.0,79.9,79.9,1965-05-01,1965,5,458,Units,26.000000025
92,Austria,Europe,kg,AUS,1.0,79.9,79.9,1965-06-01,1965,6,458,Units,26.000000025
93,Austria,Europe,kg,AUS,1.0,79.9,79.9,1965-07-01,1965,7,458,Units,26.000000025
94,Austria,Europe,kg,AUS,1.0,79.9,79.9,1965-08-01,1965,8,458,Units,26.000000025
95,Austria,Europe,kg,AUS,1.0,79.9,79.9,1965-09-01,1965,9,458,Units,26.000000025
96,Austria,Europe,kg,AUS,1.0,79.9,79.9,1965-10-01,1965,10,458,Units,26.000000025
97,Austria,Europe,kg,AUS,1.0,79.9,79.9,1965-11-01,1965,11,458,Units,26.000000025
98,Austria,Europe,kg,AUS,1.0,79.9,79.9,1965-12-01,1965,12,458,Units,26.000000025
99,Cyprus,Europe,kg,CYP,1.0,0.7,0.7,1965-01-01,1965,1,500,Units,0.3571429993571429
100,Cyprus,Europe,kg,CYP,1.0,0.7,0.7,1965-02-01,1965,2,500,Units,0.3571429993571429
101,Cyprus,Europe,kg,CYP,1.0,0.69,0.69,1965-03-01,1965,3,500,Units,0.3571429993571429
102,Cyprus,Europe,kg,CYP,1.0,0.69,0.69,1965-04-01,1965,4,500,Units,0.3571429993571429
103,Cyprus,Europe,kg,CYP,1.0,0.69,0.69,1965-05-01,1965,5,500,Units,0.3571429993571429
104,Cyprus,Europe,kg,CYP,1.0,0.69,0.69,1965-06-01,1965,6,500,Units,0.3571429993571429
105,Cyprus,Europe,kg,CYP,1.0,0.69,0.69,1965-07-01,1965,7,500,Units,0.3571429993571429
106,Cyprus,Europe,kg,CYP,1.0,0.69,0.69,1965-08-01,1965,8,500,Units,0.3571429993571429
107,Cyprus,Europe,kg,CYP,1.0,0.7,0.7,1965-09-01,1965,9,500,Units,0.3571429993571429
108,Cyprus,Europe,kg,CYP,1.0,0.7,0.7,1965-10-01,1965,10,500,Units,0.3571429993571429
109,Cyprus,Europe,kg,CYP,1.0,0.7,0.7,1965-11-01,1965,11,500,Units,0.3571429993571429
110,Cyprus,Europe,kg,CYP,1.0,0.7,0.7,1965-12-01,1965,12,500,Units,0.3571429993571429
111,Denmark,Europe,kg,DKK,1.0,21.92,21.92,1965-01-01,1965,1,503,Units,6.90714000590714
112,Denmark,Europe,kg,DKK,1.0,21.92,21.92,1965-02-01,1965,2,503,Units,6.90714000590714
113,Denmark,Europe,kg,DKK,1.0,21.92,21.92,1965-03-01,1965,3,503,Units,6.90714000590714
114,Denmark,Europe,kg,DKK,1.0,22.01,22.01,1965-04-01,1965,4,503,Units,6.90714000590714
115,Denmark,Europe,kg,DKK,1.0,22.01,22.01,1965-05-01,1965,5,503,Units,6.90714000590714
116,Denmark,Europe,kg,DKK,1.0,22.01,22.01,1965-06-01,1965,6,503,Units,6.90714000590714
117,Denmark,Europe,kg,DKK,1.0,21.93,21.93,1965-07-01,1965,7,503,Units,6.90714000590714
118,Denmark,Europe,kg,DKK,1.0,21.93,21.93,1965-08-01,1965,8,503,Units,6.90714000590714
119,Denmark,Europe,kg,DKK,1.0,21.93,21.93,1965-09-01,1965,9,503,Units,6.90714000590714
120,Denmark,Europe,kg,DKK,1.0,21.93,21.93,1965-10-01,1965,10,503,Units,6.90714000590714
121,Denmark,Europe,kg,DKK,1.0,21.93,21.93,1965-11-01,1965,11,503,Units,6.90714000590714
122,Denmark,Europe,kg,DKK,1.0,21.93,21.93,1965-12-01,1965,12,503,Units,6.90714000590714
123,France,Europe,kg,FRF,1.0,10.04,10.04,1965-01-01,1965,1,520,Units,4.9370600039370585
124,France,Europe,kg,FRF,1.0,10.04,10.04,1965-02-01,1965,2,520,Units,4.9370600039370585
125,France,Europe,kg,FRF,1.0,10.0,10.0,1965-03-01,1965,3,520,Units,4.9370600039370585
126,France,Europe,kg,FRF,1.0,9.88,9.88,1965-04-01,1965,4,520,Units,4.9370600039370585
127,France,Europe,kg,FRF,1.0,9.92,9.92,1965-06-01,1965,6,520,Units,4.9370600039370585
128,France,Europe,kg,FRF,1.0,9.84,9.84,1965-07-01,1965,7,520,Units,4.9370600039370585
129,France,Europe,kg,FRF,1.0,9.76,9.76,1965-08-01,1965,8,520,Units,4.9370600039370585
130,France,Europe,kg,FRF,1.0,9.76,9.76,1965-09-01,1965,9,520,Units,4.9370600039370585
131,Italy,Europe,kg,ITL,1.0,2178.0,2178.0,1965-01-01,1965,1,549,Units,625.000000625
132,Italy,Europe,kg,ITL,1.0,2182.0,2182.0,1965-02-01,1965,2,549,Units,625.000000625
133,Italy,Europe,kg,ITL,1.0,2182.0,2182.0,1965-03-01,1965,3,549,Units,625.000000625
134,Italy,Europe,kg,ITL,1.0,2182.0,2182.0,1965-04-01,1965,4,549,Units,625.000000625
135,Italy,Europe,kg,ITL,1.0,2182.0,2182.0,1965-05-01,1965,5,549,Units,625.000000625
136,Italy,Europe,kg,ITL,1.0,2184.0,2184.0,1965-06-01,1965,6,549,Units,625.000000625
137,Italy,Europe,kg,ITL,1.0,2184.0,2184.0,1965-07-01,1965,7,549,Units,625.000000625
138,Italy,Europe,kg,ITL,1.0,2186.0,2186.0,1965-08-01,1965,8,549,Units,625.000000625
139,Italy,Europe,kg,ITL,1.0,2186.0,2186.0,1965-09-01,1965,9,549,Units,625.000000625
140,Italy,Europe,kg,ITL,1.0,2186.0,2186.0,1965-10-01,1965,10,549,Units,625.000000625
141,Italy,Europe,kg,ITL,1.0,2184.0,2184.0,1965-11-01,1965,11,549,Units,625.000000625
142,Italy,Europe,kg,ITL,1.0,2184.0,2184.0,1965-12-01,1965,12,549,Units,625.000000625
143,"Netherlands, The",Europe,kg,NFL,1.0,7.28,7.28,1965-01-01,1965,1,591,Units,3.62000000262
144,"Netherlands, The",Europe,kg,NFL,1.0,7.28,7.28,1965-02-01,1965,2,591,Units,3.62000000262
145,"Netherlands, The",Europe,kg,NFL,1.0,7.28,7.28,1965-03-01,1965,3,591,Units,3.62000000262
146,"Netherlands, The",Europe,kg,NFL,1.0,7.28,7.28,1965-04-01,1965,4,591,Units,3.62000000262
147,"Netherlands, The",Europe,kg,NFL,1.0,7.28,7.28,1965-05-01,1965,5,591,Units,3.62000000262
148,"Netherlands, The",Europe,kg,NFL,1.0,7.28,7.28,1965-06-01,1965,6,591,Units,3.62000000262
149,"Netherlands, The",Europe,kg,NFL,1.0,7.28,7.28,1965-07-01,1965,7,591,Units,3.62000000262
150,"Netherlands, The",Europe,kg,NFL,1.0,7.28,7.28,1965-08-01,1965,8,591,Units,3.62000000262
151,"Netherlands, The",Europe,kg,NFL,1.0,7.28,7.28,1965-09-01,1965,9,591,Units,3.62000000262
152,"Netherlands, The",Europe,kg,NFL,1.0,7.28,7.28,1965-10-01,1965,10,591,Units,3.62000000262
153,"Netherlands, The",Europe,kg,NFL,1.0,7.6,7.6,1965-11-01,1965,11,591,Units,3.62000000262
154,"Netherlands, The",Europe,kg,NFL,1.0,7.6,7.6,1965-12-01,1965,12,591,Units,3.62000000262
155,Norway,Europe,kg,NOK,1.0,16.18,16.18,1965-01-01,1965,1,598,Units,7.14286000614286
156,Norway,Europe,kg,NOK,1.0,16.18,16.18,1965-02-01,1965,2,598,Units,7.14286000614286
157,Norway,Europe,kg,NOK,1.0,16.18,16.18,1965-03-01,1965,3,598,Units,7.14286000614286
158,Norway,Europe,kg,NOK,1.0,16.18,16.18,1965-04-01,1965,4,598,Units,7.14286000614286
159,Norway,Europe,kg,NOK,1.0,15.85,15.85,1965-05-01,1965,5,598,Units,7.14286000614286
160,Norway,Europe,kg,NOK,1.0,15.82,15.82,1965-06-01,1965,6,598,Units,7.14286000614286
161,Norway,Europe,kg,NOK,1.0,15.81,15.81,1965-07-01,1965,7,598,Units,7.14286000614286
162,Norway,Europe,kg,NOK,1.0,15.8,15.8,1965-08-01,1965,8,598,Units,7.14286000614286
163,Norway,Europe,kg,NOK,1.0,15.8,15.8,1965-09-01,1965,9,598,Units,7.14286000614286
164,Norway,Europe,kg,NOK,1.0,15.8,15.8,1965-10-01,1965,10,598,Units,7.14286000614286
165,Norway,Europe,kg,NOK,1.0,15.8,15.8,1965-11-01,1965,11,598,Units,7.14286000614286
166,Norway,Europe,kg,NOK,1.0,15.79,15.79,1965-12-01,1965,12,598,Units,7.14286000614286
167,Sweden,Europe,kg,SEK,1.0,10.07,10.07,1965-01-01,1965,1,638,Units,5.173210004173209
168,Sweden,Europe,kg,SEK,1.0,10.07,10.07,1965-02-01,1965,2,638,Units,5.173210004173209
169,Sweden,Europe,kg,SEK,1.0,10.07,10.07,1965-03-01,1965,3,638,Units,5.173210004173209
170,Sweden,Europe,kg,SEK,1.0,9.74,9.74,1965-04-01,1965,4,638,Units,5.173210004173209
171,Sweden,Europe,kg,SEK,1.0,9.74,9.74,1965-05-01,1965,5,638,Units,5.173210004173209
172,Sweden,Europe,kg,SEK,1.0,9.74,9.74,1965-06-01,1965,6,638,Units,5.173210004173209
173,Sweden,Europe,kg,SEK,1.0,10.03,10.03,1965-07-01,1965,7,638,Units,5.173210004173209
174,Sweden,Europe,kg,SEK,1.0,10.03,10.03,1965-08-01,1965,8,638,Units,5.173210004173209
175,Sweden,Europe,kg,SEK,1.0,10.03,10.03,1965-09-01,1965,9,638,Units,5.173210004173209
176,Sweden,Europe,kg,SEK,1.0,10.0,10.0,1965-10-01,1965,10,638,Units,5.173210004173209
177,Sweden,Europe,kg,SEK,1.0,10.03,10.03,1965-11-01,1965,11,638,Units,5.173210004173209
178,Sweden,Europe,kg,SEK,1.0,10.0,10.0,1965-12-01,1965,12,638,Units,5.173210004173209
179,Switzerland,Europe,kg,CHF,1.0,11.63,11.63,1965-01-01,1965,1,639,Units,4.37295000337295
180,Switzerland,Europe,kg,CHF,1.0,11.62,11.62,1965-02-01,1965,2,639,Units,4.37295000337295
181,Switzerland,Europe,kg,CHF,1.0,11.7,11.7,1965-03-01,1965,3,639,Units,4.37295000337295
182,Switzerland,Europe,kg,CHF,1.0,11.75,11.75,1965-04-01,1965,4,639,Units,4.37295000337295
183,Switzerland,Europe,kg,CHF,1.0,11.76,11.76,1965-05-01,1965,5,639,Units,4.37295000337295
184,Switzerland,Europe,kg,CHF,1.0,11.81,11.81,1965-06-01,1965,6,639,Units,4.37295000337295
185,Switzerland,Europe,kg,CHF,1.0,11.82,11.82,1965-07-01,1965,7,639,Units,4.37295000337295
186,Switzerland,Europe,kg,CHF,1.0,11.82,11.82,1965-08-01,1965,8,639,Units,4.37295000337295
187,Switzerland,Europe,kg,CHF,1.0,11.82,11.82,1965-09-01,1965,9,639,Units,4.37295000337295
188,Switzerland,Europe,kg,CHF,1.0,11.77,11.77,1965-10-01,1965,10,639,Units,4.37295000337295
189,Switzerland,Europe,kg,CHF,1.0,11.8,11.8,1965-11-01,1965,11,639,Units,4.37295000337295
190,Switzerland,Europe,kg,CHF,1.0,11.84,11.84,1965-12-01,1965,12,639,Units,4.37295000337295
191,United States,North America,lb,USD,1.0,0.845,1.88,1965-01-01,1965,1,656,Units,1.0
192,United States,North America,lb,USD,1.0,0.843,1.87,1965-02-01,1965,2,656,Units,1.0
193,United States,North America,lb,USD,1.0,0.8390000000000001,1.86,1965-03-01,1965,3,656,Units,1.0
194,United States,North America,lb,USD,1.0,0.8390000000000001,1.86,1965-04-01,1965,4,656,Units,1.0
195,United States,North America,lb,USD,1.0,0.833,1.85,1965-05-01,1965,5,656,Units,1.0
196,United States,North America,lb,USD,1.0,0.8320000000000001,1.85,1965-06-01,1965,6,656,Units,1.0
197,United States,North America,lb,USD,1.0,0.8340000000000001,1.85,1965-07-01,1965,7,656,Units,1.0
198,United States,North America,lb,USD,1.0,0.835,1.86,1965-08-01,1965,8,656,Units,1.0
199,United States,North America,lb,USD,1.0,0.8290000000000001,1.84,1965-09-01,1965,9,656,Units,1.0
200,United States,North America,lb,USD,1.0,0.8270000000000001,1.84,1965-10-01,1965,10,656,Units,1.0
201,United States,North America,lb,USD,1.0,0.821,1.82,1965-11-01,1965,11,656,Units,1.0
202,United States,North America,lb,USD,1.0,0.821,1.82,1965-12-01,1965,12,656,Units,1.0
203,Austria,Europe,kg,AUS,1.0,84.0,84.0,1966-01-01,1966,1,682,Units,26.000000025
204,Austria,Europe,kg,AUS,1.0,84.0,84.0,1966-02-01,1966,2,682,Units,26.000000025
205,Austria,Europe,kg,AUS,1.0,84.0,84.0,1966-03-01,1966,3,682,Units,26.000000025
206,Austria,Europe,kg,AUS,1.0,84.0,84.0,1966-04-01,1966,4,682,Units,26.000000025
207,Austria,Europe,kg,AUS,1.0,84.0,84.0,1966-05-01,1966,5,682,Units,26.000000025
208,Austria,Europe,kg,AUS,1.0,84.0,84.0,1966-06-01,1966,6,682,Units,26.000000025
209,Austria,Europe,kg,AUS,1.0,84.0,84.0,1966-07-01,1966,7,682,Units,26.000000025
210,Austria,Europe,kg,AUS,1.0,84.0,84.0,1966-08-01,1966,8,682,Units,26.000000025
211,Austria,Europe,kg,AUS,1.0,84.0,84.0,1966-09-01,1966,9,682,Units,26.000000025
212,Austria,Europe,kg,AUS,1.0,84.0,84.0,1966-10-01,1966,10,682,Units,26.000000025
213,Austria,Europe,kg,AUS,1.0,84.0,84.0,1966-11-01,1966,11,682,Units,26.000000025
214,Austria,Europe,kg,AUS,1.0,84.0,84.0,1966-12-01,1966,12,682,Units,26.000000025
215,Cyprus,Europe,kg,CYP,1.0,0.7,0.7,1966-01-01,1966,1,724,Units,0.3571429993571429
216,Cyprus,Europe,kg,CYP,1.0,0.7,0.7,1966-02-01,1966,2,724,Units,0.3571429993571429
217,Cyprus,Europe,kg,CYP,1.0,0.7,0.7,1966-03-01,1966,3,724,Units,0.3571429993571429
218,Cyprus,Europe,kg,CYP,1.0,0.7,0.7,1966-04-01,1966,4,724,Units,0.3571429993571429
219,Cyprus,Europe,kg,CYP,1.0,0.7,0.7,1966-05-01,1966,5,724,Units,0.3571429993571429
220,Cyprus,Europe,kg,CYP,1.0,0.7,0.7,1966-06-01,1966,6,724,Units,0.3571429993571429
221,Cyprus,Europe,kg,CYP,1.0,0.7,0.7,1966-07-01,1966,7,724,Units,0.3571429993571429
222,Cyprus,Europe,kg,CYP,1.0,0.7,0.7,1966-08-01,1966,8,724,Units,0.3571429993571429
223,Cyprus,Europe,kg,CYP,1.0,0.7,0.7,1966-09-01,1966,9,724,Units,0.3571429993571429
224,Cyprus,Europe,kg,CYP,1.0,0.7,0.7,1966-10-01,1966,10,724,Units,0.3571429993571429
225,Cyprus,Europe,kg,CYP,1.0,0.7,0.7,1966-11-01,1966,11,724,Units,0.3571429993571429
226,Cyprus,Europe,kg,CYP,1.0,0.7,0.7,1966-12-01,1966,12,724,Units,0.3571429993571429
227,Denmark,Europe,kg,DKK,1.0,21.94,21.94,1966-01-01,1966,1,727,Units,6.90714000590714
228,Denmark,Europe,kg,DKK,1.0,21.94,21.94,1966-02-01,1966,2,727,Units,6.90714000590714
229,Denmark,Europe,kg,DKK,1.0,21.94,21.94,1966-03-01,1966,3,727,Units,6.90714000590714
230,Denmark,Europe,kg,DKK,1.0,21.93,21.93,1966-04-01,1966,4,727,Units,6.90714000590714
231,Denmark,Europe,kg,DKK,1.0,21.93,21.93,1966-05-01,1966,5,727,Units,6.90714000590714
232,Denmark,Europe,kg,DKK,1.0,21.93,21.93,1966-06-01,1966,6,727,Units,6.90714000590714
233,Denmark,Europe,kg,DKK,1.0,21.86,21.86,1966-07-01,1966,7,727,Units,6.90714000590714
234,Denmark,Europe,kg,DKK,1.0,21.86,21.86,1966-08-01,1966,8,727,Units,6.90714000590714
235,Denmark,Europe,kg,DKK,1.0,21.86,21.86,1966-09-01,1966,9,727,Units,6.90714000590714
236,Denmark,Europe,kg,DKK,1.0,21.92,21.92,1966-10-01,1966,10,727,Units,6.90714000590714
237,Denmark,Europe,kg,DKK,1.0,21.92,21.92,1966-11-01,1966,11,727,Units,6.90714000590714
238,Denmark,Europe,kg,DKK,1.0,21.92,21.92,1966-12-01,1966,12,727,Units,6.90714000590714
239,Italy,Europe,kg,ITL,1.0,2182.0,2182.0,1966-01-01,1966,1,773,Units,625.000000625
240,Italy,Europe,kg,ITL,1.0,2184.0,2184.0,1966-02-01,1966,2,773,Units,625.000000625
241,Italy,Europe,kg,ITL,1.0,2180.0,2180.0,1966-03-01,1966,3,773,Units,625.000000625
242,Italy,Europe,kg,ITL,1.0,2182.0,2182.0,1966-04-01,1966,4,773,Units,625.000000625
243,Italy,Europe,kg,ITL,1.0,2182.0,2182.0,1966-05-01,1966,5,773,Units,625.000000625
244,Italy,Europe,kg,ITL,1.0,2182.0,2182.0,1966-06-01,1966,6,773,Units,625.000000625
245,Italy,Europe,kg,ITL,1.0,2184.0,2184.0,1966-07-01,1966,7,773,Units,625.000000625
246,Italy,Europe,kg,ITL,1.0,2182.0,2182.0,1966-08-01,1966,8,773,Units,625.000000625
247,Italy,Europe,kg,ITL,1.0,2182.0,2182.0,1966-09-01,1966,9,773,Units,625.000000625
248,Italy,Europe,kg,ITL,1.0,2180.0,2180.0,1966-10-01,1966,10,773,Units,625.000000625
249,Italy,Europe,kg,ITL,1.0,2180.0,2180.0,1966-11-01,1966,11,773,Units,625.000000625
250,Italy,Europe,kg,ITL,1.0,2182.0,2182.0,1966-12-01,1966,12,773,Units,625.000000625
251,"Netherlands, The",Europe,kg,NFL,1.0,7.6,7.6,1966-01-01,1966,1,815,Units,3.62000000262
252,"Netherlands, The",Europe,kg,NFL,1.0,7.92,7.92,1966-02-01,1966,2,815,Units,3.62000000262
253,"Netherlands, The",Europe,kg,NFL,1.0,7.92,7.92,1966-03-01,1966,3,815,Units,3.62000000262
254,"Netherlands, The",Europe,kg,NFL,1.0,7.92,7.92,1966-04-01,1966,4,815,Units,3.62000000262
