Country,Continents,Type of Coffee,Year,Average of unit_price(/kg),Scale,Conversions_Numeric,converted_price(/kg)
Colombia,South America,Arabica,1983,103.9075,Units,78.8543,1.32
Colombia,South America,Arabica,1984,123.6325,Units,100.8172417,1.23
Colombia,South America,Arabica,1985,155.5975,Units,142.3116667,1.09
Colombia,South America,Arabica,1986,299.7208333,Units,194.2614167,1.54
Colombia,South America,Arabica,1987,334.5541667,Units,242.6075,1.38
Colombia,South America,Arabica,1988,394.895,Units,299.1738333,1.32
Colombia,South America,Arabica,1989,498.705,Units,382.5680833,1.30
Colombia,South America,Arabica,1990,615.8275,Units,502.25925,1.23
Colombia,South America,Arabica,1991,748.79,Units,633.0451667,1.18
Colombia,South America,Arabica,1992,728.0391667,Units,759.282,0.96
Colombia,South America,Arabica,1993,764.2358333,Units,863.0646833,0.89
Colombia,South America,Arabica,1994,1272.936667,Units,844.83589,1.51
Colombia,South America,Arabica,1995,1598.838333,Units,912.826415,1.75
Colombia,South America,Arabica,1996,1708.333333,Units,1036.686417,1.65
Colombia,South America,Arabica,1997,2662.468333,Units,1140.962942,2.33
Colombia,South America,Arabica,1998,2553.429167,Units,1426.037458,1.79
Colombia,South America,Arabica,1999,2662.734167,Units,1756.230848,1.52
Colombia,South America,Arabica,2000,2748.631667,Units,2087.903842,1.32
Colombia,South America,Arabica,2001,2349.9575,Units,2299.633156,1.02
Colombia,South America,Arabica,2002,2307.671667,Units,2504.241331,0.92
Colombia,South America,Arabica,2003,2453.463333,Units,2877.652458,0.85
Colombia,South America,Arabica,2004,2811.0975,Units,2628.612903,1.07
Colombia,South America,Arabica,2005,3653.999167,Units,2320.834177,1.57
Colombia,South America,Arabica,2006,3729.4925,Units,2361.139408,1.58
Colombia,South America,Arabica,2007,3661.5925,Units,2078.291837,1.76
Colombia,South America,Arabica,2008,3939.656667,Units,1967.711309,2.00
Colombia,South America,Arabica,2009,5264.735833,Units,2158.255903,2.44
Colombia,South America,Arabica,2010,6029.755,Units,1898.569636,3.18
Colombia,South America,Arabica,2011,7801.760833,Units,1848.13947,4.22
Colombia,South America,Arabica,2012,5282.8575,Units,1796.895912,2.94
Colombia,South America,Arabica,2013,3742.485,Units,1868.785327,2.00
Colombia,South America,Arabica,2014,5633.731667,Units,2001.781048,2.81
Colombia,South America,Arabica,2015,5733.675,Units,2741.880855,2.09
Colombia,South America,Arabica,2016,6639.405,Units,3054.121673,2.17
Colombia,South America,Arabica,2017,6543.725,Units,2951.327402,2.22
Colombia,South America,Arabica,2018,5908.8,Units,2955.70397,2.00
"Congo, Dem. Rep. of the",Africa,Arabica,1995,8430.84,Units,0.070244717,120020.98
"Congo, Dem. Rep. of the",Africa,Arabica,1996,59018.78333,Units,0.501849175,117602.63
"Congo, Dem. Rep. of the",Africa,Arabica,1997,220847,Units,1.3134476,168142.98
"Congo, Dem. Rep. of the",Africa,Arabica,1998,150638.8889,Units,1.606659883,93759.04
"Congo, Dem. Rep. of the",Africa,Arabica,2017,1738.133333,Units,1464.417932,1.19
"Congo, Dem. Rep. of the",Africa,Arabica,2018,1784.7775,Units,1622.523502,1.10
"Congo, Dem. Rep. of the",Africa,Robusta,1973,6.5,Units,1.67E-12,3892215568862.27
"Congo, Dem. Rep. of the",Africa,Robusta,1974,9,Units,1.67E-12,5389221556886.23
"Congo, Dem. Rep. of the",Africa,Robusta,1975,9,Units,1.67E-12,5389221556886.23
"Congo, Dem. Rep. of the",Africa,Robusta,1976,27.41666667,Units,2.64083E-12,10381823919217.40
"Congo, Dem. Rep. of the",Africa,Robusta,1977,89.08333333,Units,2.855E-12,31202568593111.50
"Congo, Dem. Rep. of the",Africa,Robusta,1978,80.66666667,Units,2.78667E-12,28947368421052.60
"Congo, Dem. Rep. of the",Africa,Robusta,1979,86.41666667,Units,5.76083E-12,15000723274989.20
"Congo, Dem. Rep. of the",Africa,Robusta,1980,150,Units,9.33083E-12,16075734571760.30
"Congo, Dem. Rep. of the",Africa,Robusta,1981,200,Units,1.46083E-11,13690815744438.10
"Congo, Dem. Rep. of the",Africa,Robusta,1982,375,Units,1.91625E-11,19569471624266.10
"Congo, Dem. Rep. of the",Africa,Robusta,1983,835.8333333,Units,4.2955E-11,19458347883443.90
"Congo, Dem. Rep. of the",Africa,Robusta,1984,1651.916667,Units,1.20404E-10,13719763297228.10
"Congo, Dem. Rep. of the",Africa,Robusta,1985,1675,Units,1.66208E-10,10077764240482.50
"Congo, Dem. Rep. of the",Africa,Robusta,1986,2169,Units,1.98706E-10,10915633243446.20
"Congo, Dem. Rep. of the",Africa,Robusta,1987,4325,Units,3.74595E-10,11545802800357.70
"Congo, Dem. Rep. of the",Africa,Robusta,1988,5750,Units,6.2343E-10,9223168599522.00
"Congo, Dem. Rep. of the",Africa,Robusta,1989,7250,Units,1.27121E-09,5703235110950.88
"Congo, Dem. Rep. of the",Africa,Robusta,1990,5000,Units,2.39475E-09,2087902069041.36
"Congo, Dem. Rep. of the",Africa,Robusta,1995,4678.8,Units,0.070244717,66607.14
"Congo, Dem. Rep. of the",Africa,Robusta,1996,28525.83333,Units,0.501849175,56841.45
"Congo, Dem. Rep. of the",Africa,Robusta,1997,117785.0833,Units,1.3134476,89676.27
"Congo, Dem. Rep. of the",Africa,Robusta,1998,105722.2222,Units,1.606659883,65802.49
"Congo, Dem. Rep. of the",Africa,Robusta,1999,7,Units,4.018333332,1.74
"Congo, Dem. Rep. of the",Africa,Robusta,2000,11,Units,21.81833333,0.50
"Congo, Dem. Rep. of the",Africa,Robusta,2001,15,Units,206.6174999,0.07
"Congo, Dem. Rep. of the",Africa,Robusta,2002,18,Units,346.4849999,0.05
"Congo, Dem. Rep. of the",Africa,Robusta,2003,40,Units,405.1781832,0.10
"Congo, Dem. Rep. of the",Africa,Robusta,2017,1264.096667,Units,1464.417932,0.86
"Congo, Dem. Rep. of the",Africa,Robusta,2018,1298.025833,Units,1622.523502,0.80
"Congo, Rep. of",Africa,Robusta,1973,45,Units,222.8891831,0.20
"Congo, Rep. of",Africa,Robusta,1974,47.5,Units,240.7046676,0.20
"Congo, Rep. of",Africa,Robusta,1975,50,Units,214.3129003,0.23
"Congo, Rep. of",Africa,Robusta,1976,50,Units,238.9504943,0.21
"Congo, Rep. of",Africa,Robusta,1977,63.16666667,Units,245.6796866,0.26
"Congo, Rep. of",Africa,Robusta,1978,80,Units,225.6558602,0.35
"Congo, Rep. of",Africa,Robusta,1979,98.33333333,Units,212.7216443,0.46
"Congo, Rep. of",Africa,Robusta,1980,110,Units,211.2795554,0.52
"Congo, Rep. of",Africa,Robusta,1981,123,Units,271.7314526,0.45
"Congo, Rep. of",Africa,Robusta,1982,163.5,Units,328.6062527,0.50
"Congo, Rep. of",Africa,Robusta,1983,201,Units,381.066036,0.53
"Congo, Rep. of",Africa,Robusta,1984,205.5,Units,436.9566658,0.47
"Congo, Rep. of",Africa,Robusta,1985,210,Units,449.2629627,0.47
"Congo, Rep. of",Africa,Robusta,1986,212.5,Units,346.3059036,0.61
"Congo, Rep. of",Africa,Robusta,1987,165,Units,300.5365624,0.55
"Congo, Rep. of",Africa,Robusta,1988,115,Units,297.8482188,0.39
"Congo, Rep. of",Africa,Robusta,1989,115,Units,319.0082995,0.36
"Congo, Rep. of",Africa,Robusta,1990,115,Units,272.264788,0.42
"Congo, Rep. of",Africa,Robusta,1991,115,Units,282.1069088,0.41
"Congo, Rep. of",Africa,Robusta,1992,115,Units,264.6918008,0.43
"Congo, Rep. of",Africa,Robusta,1993,115,Units,283.1625795,0.41
"Congo, Rep. of",Africa,Robusta,1994,107.5,Units,555.2046957,0.19
"Congo, Rep. of",Africa,Robusta,1995,300,Units,499.1484259,0.60
"Congo, Rep. of",Africa,Robusta,1996,160,Units,511.5524303,0.31
Costa Rica,Central America & Mexico,Arabica,1963,5.1075,Units,6.625000006,0.77
Costa Rica,Central America & Mexico,Arabica,1964,5.34,Units,6.625000006,0.81
Costa Rica,Central America & Mexico,Arabica,1965,5.275,Units,6.625000006,0.80
Costa Rica,Central America & Mexico,Arabica,1966,6.0275,Units,6.625000006,0.91
Costa Rica,Central America & Mexico,Arabica,1967,5.62,Units,6.625000006,0.85
Costa Rica,Central America & Mexico,Arabica,1968,5.575,Units,6.625000006,0.84
Costa Rica,Central America & Mexico,Arabica,1969,5.8425,Units,6.625000006,0.88
Costa Rica,Central America & Mexico,Arabica,1970,6.5825,Units,6.625000006,0.99
Costa Rica,Central America & Mexico,Arabica,1971,5.9425,Units,6.625833338,0.90
Costa Rica,Central America & Mexico,Arabica,1972,6.415,Units,6.634999999,0.97
Costa Rica,Central America & Mexico,Arabica,1973,8.0425,Units,6.646758332,1.21
Costa Rica,Central America & Mexico,Arabica,1974,7.335,Units,7.929999999,0.92
Costa Rica,Central America & Mexico,Arabica,1975,8.5425,Units,8.569999999,1.00
Costa Rica,Central America & Mexico,Arabica,1976,16.1125,Units,8.569999999,1.88
Costa Rica,Central America & Mexico,Arabica,1977,25.065,Units,8.569999999,2.92
Costa Rica,Central America & Mexico,Arabica,1978,19.7225,Units,8.569999999,2.30
Costa Rica,Central America & Mexico,Arabica,1979,17.445,Units,8.569999999,2.04
Costa Rica,Central America & Mexico,Arabica,1980,22.815,Units,8.569999999,2.66
Costa Rica,Central America & Mexico,Arabica,1981,35.075,Units,21.76333333,1.61
Costa Rica,Central America & Mexico,Arabica,1982,52.465,Units,37.40666667,1.40
Costa Rica,Central America & Mexico,Arabica,1983,53.2925,Units,41.09416667,1.30
Costa Rica,Central America & Mexico,Arabica,1984,66.5375,Units,44.53268333,1.49
Costa Rica,Central America & Mexico,Arabica,1985,88.73,Units,50.45335,1.76
Costa Rica,Central America & Mexico,Arabica,1986,121.9525,Units,55.98589167,2.18
Costa Rica,Central America & Mexico,Arabica,1987,99.1675,Units,62.7762,1.58
Costa Rica,Central America & Mexico,Arabica,1988,114.275,Units,75.80473333,1.51
Costa Rica,Central America & Mexico,Arabica,1989,119.3675,Units,81.50420833,1.46
Costa Rica,Central America & Mexico,Arabica,1990,118.4925,Units,91.57929167,1.29
Costa Rica,Central America & Mexico,Arabica,1991,142.035,Units,122.4324167,1.16
Costa Rica,Central America & Mexico,Arabica,1992,148.2391667,Units,134.5063333,1.10
Costa Rica,Central America & Mexico,Arabica,1993,171.5216667,Units,142.1716667,1.21
Costa Rica,Central America & Mexico,Arabica,1994,282.9075,Units,157.0666667,1.80
Costa Rica,Central America & Mexico,Arabica,1995,350.055,Units,179.7291667,1.95
Costa Rica,Central America & Mexico,Arabica,1996,426.4691667,Units,207.6891667,2.05
Costa Rica,Central America & Mexico,Arabica,1997,504.87,Units,232.5975,2.17
Costa Rica,Central America & Mexico,Arabica,1998,525.715,Units,257.2291667,2.04
Costa Rica,Central America & Mexico,Arabica,1999,501.8875,Units,285.6846948,1.76
Costa Rica,Central America & Mexico,Arabica,2000,470.515,Units,308.1866667,1.53
Costa Rica,Central America & Mexico,Arabica,2001,339.2375,Units,328.8708333,1.03
Costa Rica,Central America & Mexico,Arabica,2002,372.1175,Units,359.8175269,1.03
Costa Rica,Central America & Mexico,Arabica,2003,467.43,Units,398.6622222,1.17
Costa Rica,Central America & Mexico,Arabica,2004,629.7825,Units,437.935,1.44
Costa Rica,Central America & Mexico,Arabica,2005,881.1925,Units,477.7867415,1.84
Costa Rica,Central America & Mexico,Arabica,2006,1008.135,Units,511.3018179,1.97
Costa Rica,Central America & Mexico,Arabica,2007,1125.48,Units,516.6173902,2.18
Costa Rica,Central America & Mexico,Arabica,2008,1232.9225,Units,526.2355134,2.34
Costa Rica,Central America & Mexico,Arabica,2009,1353.4075,Units,573.2879567,2.36
Costa Rica,Central America & Mexico,Arabica,2010,1618.725,Units,525.8292007,3.08
Costa Rica,Central America & Mexico,Arabica,2011,2013.1475,Units,505.6642399,3.98
Costa Rica,Central America & Mexico,Arabica,2012,1786.83,Units,502.901462,3.55
Costa Rica,Central America & Mexico,Arabica,2013,1376.395,Units,499.7668326,2.75
Costa Rica,Central America & Mexico,Arabica,2014,1554.3525,Units,538.3172003,2.89
Costa Rica,Central America & Mexico,Arabica,2015,1722.5025,Units,534.56577,3.22
Costa Rica,Central America & Mexico,Arabica,2016,1554.505,Units,544.7393672,2.85
Costa Rica,Central America & Mexico,Arabica,2017,1730.17,Units,567.5130903,3.05
Cuba,Central America & Mexico,Arabica,1967,0.28,Units,0.999999999,0.28
Cuba,Central America & Mexico,Arabica,1968,0.28,Units,0.999999999,0.28
Cuba,Central America & Mexico,Arabica,1969,0.28,Units,0.999999999,0.28
Cuba,Central America & Mexico,Arabica,1970,0.28,Units,0.999999999,0.28
Cuba,Central America & Mexico,Arabica,1971,0.28,Units,0.999999999,0.28
Cuba,Central America & Mexico,Arabica,1972,0.28,Units,0.920999999,0.30
Cuba,Central America & Mexico,Arabica,1973,0.28,Units,0.836666666,0.33
Cuba,Central America & Mexico,Arabica,1974,0.28,Units,0.821999999,0.34
Cuba,Central America & Mexico,Arabica,1975,0.28,Units,,
Cuba,Central America & Mexico,Arabica,1976,0.305,Units,,
Cuba,Central America & Mexico,Arabica,1977,0.33,Units,,
Cuba,Central America & Mexico,Arabica,1978,0.33,Units,,
Cuba,Central America & Mexico,Arabica,1979,0.33,Units,,
Cuba,Central America & Mexico,Arabica,1980,0.33,Units,,
Cuba,Central America & Mexico,Arabica,1981,0.33,Units,,
Cuba,Central America & Mexico,Arabica,1982,0.375,Units,,
Cuba,Central America & Mexico,Arabica,1983,0.42,Units,,
Cuba,Central America & Mexico,Arabica,1984,0.42,Units,,
Cuba,Central America & Mexico,Arabica,1985,0.42,Units,,
Cuba,Central America & Mexico,Arabica,1986,0.525,Units,,
Cuba,Central America & Mexico,Arabica,1987,0.63,Units,,
Cuba,Central America & Mexico,Arabica,1988,0.63,Units,,
Cuba,Central America & Mexico,Arabica,1989,0.63,Units,,
Cuba,Central America & Mexico,Arabica,1990,0.63,Units,,
Cuba,Central America & Mexico,Arabica,1991,0.63,Units,,
Cuba,Central America & Mexico,Arabica,1992,0.665,Units,,
Cuba,Central America & Mexico,Arabica,1993,0.7,Units,,
Cuba,Central America & Mexico,Arabica,1994,0.7,Units,,
Cuba,Central America & Mexico,Arabica,1995,0.7,Units,,
Cuba,Central America & Mexico,Arabica,1996,0.7,Units,,
Cuba,Central America & Mexico,Arabica,1997,0.7,Units,,
Cuba,Central America & Mexico,Arabica,1998,0.7,Units,,
Cuba,Central America & Mexico,Arabica,1999,0.7,Units,,
Cuba,Central America & Mexico,Arabica,2000,0.7,Units,,
Cuba,Central America & Mexico,Arabica,2001,0.7,Units,,
Cuba,Central America & Mexico,Arabica,2002,0.7,Units,,
Cuba,Central America & Mexico,Arabica,2003,0.626666667,Units,,
Cuba,Central America & Mexico,Arabica,2004,0.258333333,Units,,
Cuba,Central America & Mexico,Arabica,2005,0.26,Units,,
Cuba,Central America & Mexico,Arabica,2006,0.26,Units,,
Cuba,Central America & Mexico,Arabica,2007,0.26,Units,,
Cuba,Central America & Mexico,Arabica,2008,0.26,Units,,
Cuba,Central America & Mexico,Arabica,2009,0.26,Units,,
Cuba,Central America & Mexico,Arabica,2010,0.26,Units,,
Cuba,Central America & Mexico,Arabica,2011,0.26,Units,,
Cuba,Central America & Mexico,Arabica,2012,0.26,Units,,
Cuba,Central America & Mexico,Arabica,2013,0.819166667,Units,,
Cuba,Central America & Mexico,Arabica,2014,0.87,Units,,
Cuba,Central America & Mexico,Arabica,2015,0.87,Units,,
Cuba,Central America & Mexico,Arabica,2016,0.87,Units,,
Cuba,Central America & Mexico,Arabica,2017,0.87,Units,,
Dominican Rep.,Central America & Mexico,Arabica,1973,0.69,Units,1,0.69
Dominican Rep.,Central America & Mexico,Arabica,1974,0.78,Units,1,0.78
Dominican Rep.,Central America & Mexico,Arabica,1975,0.85,Units,0.999999999,0.85
Dominican Rep.,Central America & Mexico,Arabica,1976,1.975833333,Units,0.999999999,1.98
Dominican Rep.,Central America & Mexico,Arabica,1977,3.624166667,Units,0.999999999,3.62
Dominican Rep.,Central America & Mexico,Arabica,1978,2.735833333,Units,0.999999999,2.74
Dominican Rep.,Central America & Mexico,Arabica,1979,2.815,Units,0.999999999,2.82
Dominican Rep.,Central America & Mexico,Arabica,1980,2.500833333,Units,0.999999999,2.50
Dominican Rep.,Central America & Mexico,Arabica,1981,1.910833333,Units,0.999999999,1.91
Dominican Rep.,Central America & Mexico,Arabica,1982,2.194166667,Units,0.999999999,2.19
Dominican Rep.,Central America & Mexico,Arabica,1983,1.903333333,Units,0.999999999,1.90
Dominican Rep.,Central America & Mexico,Arabica,1984,2.871666667,Units,1,2.87
Dominican Rep.,Central America & Mexico,Arabica,1985,4.066666667,Units,3.112608333,1.31
Dominican Rep.,Central America & Mexico,Arabica,1986,6.830833333,Units,2.904333333,2.35
Dominican Rep.,Central America & Mexico,Arabica,1987,5.664166667,Units,3.844758333,1.47
Dominican Rep.,Central America & Mexico,Arabica,1988,9.09,Units,6.112516667,1.49
Dominican Rep.,Central America & Mexico,Arabica,1989,8.930833333,Units,6.34,1.41
Dominican Rep.,Central America & Mexico,Arabica,1990,12.51916667,Units,8.5253,1.47
Dominican Rep.,Central America & Mexico,Arabica,1991,17.565,Units,12.57591896,1.40
Dominican Rep.,Central America & Mexico,Arabica,1992,13.1275,Units,12.5,1.05
Dominican Rep.,Central America & Mexico,Arabica,1993,14.88583333,Units,12.5,1.19
Dominican Rep.,Central America & Mexico,Arabica,1994,32.755,Units,12.6167803,2.60
Dominican Rep.,Central America & Mexico,Arabica,1995,32.81333333,Units,12.87,2.55
Dominican Rep.,Central America & Mexico,Arabica,1996,26.67833333,Units,12.89634921,2.07
Dominican Rep.,Central America & Mexico,Arabica,1997,52.44,Units,14.00592105,3.74
Dominican Rep.,Central America & Mexico,Arabica,1998,31.935,Units,14.70311084,2.17
Dominican Rep.,Central America & Mexico,Arabica,1999,26.285,Units,15.83442991,1.66
Dominican Rep.,Central America & Mexico,Arabica,2000,24.61916667,Units,16.18145768,1.52
Dominican Rep.,Central America & Mexico,Arabica,2001,15.74916667,Units,16.69096152,0.94
Dominican Rep.,Central America & Mexico,Arabica,2002,20.91333333,Units,17.59304369,1.19
Dominican Rep.,Central America & Mexico,Arabica,2003,33.76666667,Units,29.36999962,1.15
Dominican Rep.,Central America & Mexico,Arabica,2004,68.32083333,Units,41.93031457,1.63
Dominican Rep.,Central America & Mexico,Arabica,2005,58.7975,Units,30.28280818,1.94
Dominican Rep.,Central America & Mexico,Arabica,2006,63.59583333,Units,33.3000352,1.91
Dominican Rep.,Central America & Mexico,Arabica,2007,64.0425,Units,33.17187058,1.93
Dominican Rep.,Central America & Mexico,Arabica,2008,77.5775,Units,34.52936096,2.25
Dominican Rep.,Central America & Mexico,Arabica,2009,84.64166667,Units,35.97186555,2.35
Dominican Rep.,Central America & Mexico,Arabica,2010,114.8008333,Units,36.82129187,3.12
Dominican Rep.,Central America & Mexico,Arabica,2011,161.4016667,Units,38.08758487,4.24
Dominican Rep.,Central America & Mexico,Arabica,2012,128.4341667,Units,39.32030084,3.27
Dominican Rep.,Central America & Mexico,Arabica,2013,130.2708333,Units,41.79450343,3.12
Dominican Rep.,Central America & Mexico,Arabica,2014,176.835,Units,43.54967262,4.06
Dominican Rep.,Central America & Mexico,Arabica,2015,170.14,Units,45.04549907,3.78
Dominican Rep.,Central America & Mexico,Arabica,2016,180.3525,Units,46.06444394,3.92
Dominican Rep.,Central America & Mexico,Arabica,2017,181.9991667,Units,47.5343582,3.83
Dominican Rep.,Central America & Mexico,Arabica,2018,168,Units,49.50999286,3.39
Ecuador,South America,Arabica,1973,18.335,Units,24.99997699,0.73
Ecuador,South America,Arabica,1974,17.43,Units,24.99997929,0.70
Ecuador,South America,Arabica,1975,17.92333333,Units,25,0.72
Ecuador,South America,Arabica,1976,42.94666667,Units,25,1.72
Ecuador,South America,Arabica,1977,67.4475,Units,25,2.70
Ecuador,South America,Arabica,1978,42.39333333,Units,25,1.70
Ecuador,South America,Arabica,1979,51.2725,Units,25,2.05
Ecuador,South America,Arabica,1980,51.415,Units,25,2.06
Ecuador,South America,Arabica,1981,33.20583333,Units,25,1.33
Ecuador,South America,Arabica,1982,40.51916667,Units,30.02583333,1.35
Ecuador,South America,Arabica,1983,69.23666667,Units,44.11500833,1.57
Ecuador,South America,Arabica,1984,136.9666667,Units,62.5359,2.19
Ecuador,South America,Arabica,1985,163.9016667,Units,69.55625,2.36
Ecuador,South America,Arabica,1986,307.9583333,Units,122.7792417,2.51
Ecuador,South America,Arabica,1987,281.4383333,Units,170.4616667,1.65
Ecuador,South America,Arabica,1988,469.5558333,Units,301.6108333,1.56
Ecuador,South America,Arabica,1989,548.0341667,Units,526.3483333,1.04
Ecuador,South America,Arabica,1990,602.8325,Units,767.7508333,0.79
Ecuador,South America,Arabica,1991,830.4341667,Units,1046.249333,0.79
Ecuador,South America,Arabica,1992,987.5825,Units,1533.961667,0.64
Ecuador,South America,Arabica,1993,1179.550833,Units,1919.105,0.61
Ecuador,South America,Arabica,1994,3752.56,Units,2196.728333,1.71
Ecuador,South America,Arabica,1995,9505.05,Units,2564.494167,3.71
Ecuador,South America,Arabica,1996,9810.088333,Units,3189.474167,3.08
Ecuador,South America,Arabica,1997,14695.44833,Units,3998.266667,3.68
Ecuador,South America,Arabica,1998,12985.265,Units,5446.5729,2.38
Ecuador,South America,Arabica,1999,20268.14333,Units,11786.80167,1.72
Ecuador,South America,Arabica,2000,26355.36167,Units,1,
Ecuador,South America,Arabica,2001,0.603333333,Units,1,0.60
Ecuador,South America,Arabica,2002,0.603333333,Units,1,0.60
Ecuador,South America,Arabica,2003,0.688333333,Units,1,0.69
Ecuador,South America,Arabica,2004,1.131666667,Units,1,1.13
Ecuador,South America,Arabica,2005,2.024166667,Units,1,2.02
Ecuador,South America,Arabica,2006,2.0425,Units,1,2.04
Ecuador,South America,Arabica,2007,2.441666667,Units,1,2.44
Ecuador,South America,Arabica,2008,3.205,Units,1,3.21
Ecuador,South America,Arabica,2009,3.251666667,Units,1,3.25
Ecuador,South America,Arabica,2010,3.576666667,Units,1,3.58
Ecuador,South America,Arabica,2011,5.0225,Units,1,5.02
Ecuador,South America,Arabica,2012,4.063333333,Units,1,4.06
Ecuador,South America,Arabica,2013,2.70125,Units,1,2.70
Ecuador,South America,Arabica,2014,2.22,Units,1,2.22
Ecuador,South America,Robusta,1985,155.236,Units,69.55625,2.23
Ecuador,South America,Robusta,1986,258.4591667,Units,122.7792417,2.11
Ecuador,South America,Robusta,1987,257.9475,Units,170.4616667,1.51
Ecuador,South America,Robusta,1988,362.1558333,Units,301.6108333,1.20
Ecuador,South America,Robusta,1989,389.6183333,Units,526.3483333,0.74
Ecuador,South America,Robusta,1990,326.11,Units,767.7508333,0.42
Ecuador,South America,Robusta,1991,415.5166667,Units,1046.249333,0.40
Ecuador,South America,Robusta,1992,796.4808333,Units,1533.961667,0.52
Ecuador,South America,Robusta,1993,835.0758333,Units,1919.105,0.44
Ecuador,South America,Robusta,1994,3108.488333,Units,2196.728333,1.42
Ecuador,South America,Robusta,1995,7898.739167,Units,2564.494167,3.08
Ecuador,South America,Robusta,1996,6737.375,Units,3189.474167,2.11
Ecuador,South America,Robusta,1997,5355.083333,Units,3998.266667,1.34
Ecuador,South America,Robusta,1998,7970.605,Units,5446.5729,1.46
Ecuador,South America,Robusta,1999,12218.55083,Units,11786.80167,1.04
Ecuador,South America,Robusta,2000,13297.9625,Units,1,
Ecuador,South America,Robusta,2001,0.2475,Units,1,0.25
Ecuador,South America,Robusta,2002,0.264166667,Units,1,0.26
Ecuador,South America,Robusta,2003,0.483333333,Units,1,0.48
Ecuador,South America,Robusta,2004,0.654166667,Units,1,0.65
Ecuador,South America,Robusta,2005,1.125833333,Units,1,1.13
Ecuador,South America,Robusta,2006,1.1875,Units,1,1.19
Ecuador,South America,Robusta,2007,1.434166667,Units,1,1.43
Ecuador,South America,Robusta,2008,1.751666667,Units,1,1.75
Ecuador,South America,Robusta,2009,1.723333333,Units,1,1.72
Ecuador,South America,Robusta,2010,1.78,Units,1,1.78
Ecuador,South America,Robusta,2011,2.103333333,Units,1,2.10
Ecuador,South America,Robusta,2012,2.101666667,Units,1,2.10
Ecuador,South America,Robusta,2013,1.68875,Units,1,1.69
Ecuador,South America,Robusta,2014,1.025,Units,1,1.03
El Salvador,Central America & Mexico,Arabica,1973,2.11,Units,2.499997698,0.84
El Salvador,Central America & Mexico,Arabica,1974,2.1675,Units,2.499997928,0.87
El Salvador,Central America & Mexico,Arabica,1975,2.090833333,Units,2.5,0.84
El Salvador,Central America & Mexico,Arabica,1976,4.700833333,Units,2.5,1.88
El Salvador,Central America & Mexico,Arabica,1977,10.3175,Units,2.5,4.13
El Salvador,Central America & Mexico,Arabica,1978,5.574166667,Units,2.5,2.23
El Salvador,Central America & Mexico,Arabica,1979,5.325,Units,2.5,2.13
El Salvador,Central America & Mexico,Arabica,1980,4.325,Units,2.5,1.73
El Salvador,Central America & Mexico,Arabica,1981,3.0175,Units,2.5,1.21
El Salvador,Central America & Mexico,Arabica,1982,3.865833333,Units,2.5,1.55
El Salvador,Central America & Mexico,Arabica,1983,3.415833333,Units,2.5,1.37
El Salvador,Central America & Mexico,Arabica,1984,3.845,Units,2.5,1.54
El Salvador,Central America & Mexico,Arabica,1985,4.221666667,Units,2.5,1.69
El Salvador,Central America & Mexico,Arabica,1986,7.943333333,Units,4.85215,1.64
El Salvador,Central America & Mexico,Arabica,1987,6.07,Units,5,1.21
El Salvador,Central America & Mexico,Arabica,1988,7.51,Units,5,1.50
El Salvador,Central America & Mexico,Arabica,1989,7.41,Units,5,1.48
El Salvador,Central America & Mexico,Arabica,1990,8.219166667,Units,6.848333333,1.20
El Salvador,Central America & Mexico,Arabica,1991,7.881666667,Units,8.016666667,0.98
El Salvador,Central America & Mexico,Arabica,1992,5.746666667,Units,8.360833333,0.69
El Salvador,Central America & Mexico,Arabica,1993,6.794166667,Units,8.702508333,0.78
El Salvador,Central America & Mexico,Arabica,1994,19.18,Units,8.72875,2.20
El Salvador,Central America & Mexico,Arabica,1995,19.43833333,Units,8.754583333,2.22
El Salvador,Central America & Mexico,Arabica,1996,14.51166667,Units,8.755,1.66
El Salvador,Central America & Mexico,Arabica,1997,24.20666667,Units,8.75625,2.76
El Salvador,Central America & Mexico,Arabica,1998,16.44916667,Units,8.755,1.88
El Salvador,Central America & Mexico,Arabica,1999,11.00833333,Units,8.755,1.26
El Salvador,Central America & Mexico,Arabica,2000,8.615833333,Units,8.755,0.98
El Salvador,Central America & Mexico,Arabica,2001,3.409166667,Units,1,3.41
El Salvador,Central America & Mexico,Arabica,2002,4.2225,Units,1,4.22
El Salvador,Central America & Mexico,Arabica,2003,4.966666667,Units,1,4.97
El Salvador,Central America & Mexico,Arabica,2004,7.599166667,Units,1,7.60
El Salvador,Central America & Mexico,Arabica,2005,12.9725,Units,1,12.97
El Salvador,Central America & Mexico,Arabica,2006,13.0475,Units,1,13.05
El Salvador,Central America & Mexico,Arabica,2007,14.54333333,Units,1,14.54
El Salvador,Central America & Mexico,Arabica,2008,16.63583333,Units,1,16.64
El Salvador,Central America & Mexico,Arabica,2009,15.31,Units,1,15.31
El Salvador,Central America & Mexico,Arabica,2010,21.2425,Units,1,21.24
El Salvador,Central America & Mexico,Arabica,2011,36.10083333,Units,1,36.10
El Salvador,Central America & Mexico,Arabica,2012,23.2225,Units,1,23.22
El Salvador,Central America & Mexico,Arabica,2013,18.42,Units,1,18.42
El Salvador,Central America & Mexico,Arabica,2014,22.62166667,Units,1,22.62
El Salvador,Central America & Mexico,Arabica,2015,16.90583333,Units,1,16.91
El Salvador,Central America & Mexico,Arabica,2016,17.31,Units,1,17.31
