Country,Region,Year,Average of unit_price(/kg),Scale,Conversions_Numeric,converted_price(/kg)
Sweden,Europe,2010,63.19,Units,7.207524167,8.77
Sweden,Europe,2011,79.90,Units,6.493543333,12.30
Sweden,Europe,2012,77.62,Units,6.775015833,11.46
Sweden,Europe,2013,62.25,Units,6.513971667,9.56
Sweden,Europe,2014,62.20,Units,6.860785,9.07
Sweden,Europe,2015,71.06,Units,8.434840833,8.42
Sweden,Europe,2016,65.64,Units,8.561991667,7.67
Sweden,Europe,2017,67.25,Units,8.548860833,7.87
Sweden,Europe,2018,62.01,Units,8.692518333,7.13
Switzerland,Europe,1964,11.48,Units,4.372950003,2.63
Switzerland,Europe,1965,11.76,Units,4.372950003,2.69
Switzerland,Europe,1966,11.78,Units,4.372950003,2.69
Switzerland,Europe,1967,11.45,Units,4.372950003,2.62
Switzerland,Europe,1968,11.42,Units,4.372950003,2.61
Switzerland,Europe,1969,11.40,Units,4.372950003,2.61
Switzerland,Europe,1970,11.85,Units,4.372950003,2.71
Switzerland,Europe,1971,12.05,Units,4.133854168,2.92
Switzerland,Europe,1972,12.06,Units,3.819249999,3.16
Switzerland,Europe,1973,12.47,Units,3.164833332,3.94
Switzerland,Europe,1974,13.18,Units,2.979249999,4.42
Switzerland,Europe,1975,13.09,Units,2.581283332,5.07
Switzerland,Europe,1976,14.06,Units,2.499641666,5.62
Switzerland,Europe,1977,21.68,Units,2.403524999,9.02
Switzerland,Europe,1978,18.21,Units,1.788024999,10.18
Switzerland,Europe,1979,14.83,Units,1.662724999,8.92
Switzerland,Europe,1980,15.74,Units,1.675708333,9.39
Switzerland,Europe,1981,14.86,Units,1.964241666,7.57
Switzerland,Europe,1982,15.41,Units,2.030274999,7.59
Switzerland,Europe,1983,15.73,Units,2.099141666,7.49
Switzerland,Europe,1984,16.58,Units,2.349683333,7.06
Switzerland,Europe,1985,17.99,Units,2.457125,7.32
Switzerland,Europe,1986,19.14,Units,1.798916667,10.64
Switzerland,Europe,1987,16.21,Units,1.491191667,10.87
Switzerland,Europe,1988,14.74,Units,1.4633,10.07
Switzerland,Europe,1989,14.74,Units,1.635925,9.01
Switzerland,Europe,1990,14.73,Units,1.389158333,10.61
Switzerland,Europe,1991,13.72,Units,1.433991667,9.57
Switzerland,Europe,1992,13.95,Units,1.406218333,9.92
Switzerland,Europe,1993,13.89,Units,1.477616667,9.40
Switzerland,Europe,1994,13.51,Units,1.3676925,9.88
Switzerland,Europe,1995,16.46,Units,1.182469167,13.92
Switzerland,Europe,1996,14.76,Units,1.23601,11.94
Switzerland,Europe,1997,15.31,Units,1.4513125,10.55
Switzerland,Europe,1998,16.08,Units,1.449813308,11.09
Switzerland,Europe,1999,15.92,Units,1.502155,10.60
Switzerland,Europe,2000,15.22,Units,1.6888425,9.01
Switzerland,Europe,2001,15.19,Units,1.687615,9.00
Switzerland,Europe,2002,15.28,Units,1.5586075,9.81
Switzerland,Europe,2003,15.20,Units,1.346650833,11.29
Switzerland,Europe,2004,15.56,Units,1.243495833,12.52
Switzerland,Europe,2005,16.07,Units,1.245176667,12.91
Switzerland,Europe,2009,12.49,Units,1.088141696,11.48
Switzerland,Europe,2010,15.12,Units,1.042905646,14.50
Turkey,Asia & Oceania,1994,0.30,Units,0.029608676,10.05
Turkey,Asia & Oceania,1995,0.47,Units,0.045845061,10.27
Turkey,Asia & Oceania,1996,0.69,Units,0.081404892,8.41
Turkey,Asia & Oceania,1997,1.33,Units,0.151865,8.74
Turkey,Asia & Oceania,1998,2.70,Units,0.26072425,10.34
Turkey,Asia & Oceania,1999,3.14,Units,0.418782917,7.51
Turkey,Asia & Oceania,2000,4.40,Units,0.6252185,7.03
Turkey,Asia & Oceania,2001,6.64,Units,1.225588083,5.42
Turkey,Asia & Oceania,2002,8.25,Units,1.507226417,5.48
Turkey,Asia & Oceania,2007,16.45,Units,1.302930905,12.63
Turkey,Asia & Oceania,2008,16.82,Units,1.301521703,12.92
Turkey,Asia & Oceania,2009,18.86,Units,1.549959776,12.17
Turkey,Asia & Oceania,2010,19.48,Units,1.50284863,12.96
Turkey,Asia & Oceania,2011,23.32,Units,1.674954552,13.92
Turkey,Asia & Oceania,2012,29.58,Units,1.796000944,16.47
Turkey,Asia & Oceania,2013,30.74,Units,1.903768242,16.15
Turkey,Asia & Oceania,2014,31.08,Units,2.188542418,14.20
Turkey,Asia & Oceania,2015,34.28,Units,2.720008528,12.60
Turkey,Asia & Oceania,2016,35.71,Units,3.020134748,11.83
Turkey,Asia & Oceania,2017,41.72,Units,3.648132635,11.44
Turkey,(blank),2003,8.69,Units,1.500885209,5.79
Turkey,(blank),2004,9.58,Units,1.42553725,6.72
Turkey,(blank),2005,11.14,Units,1.343583108,8.29
Turkey,(blank),2006,12.92,Units,1.428453413,9.04
United Kingdom,Europe,1986,,Units,0.682197333,
United Kingdom,Europe,1987,,Units,0.6119265,
United Kingdom,Europe,1988,,Units,0.562170167,
United Kingdom,Europe,1989,,Units,0.61117275,
United Kingdom,Europe,1990,,Units,0.563177167,
United Kingdom,Europe,1991,,Units,0.567015333,
United Kingdom,Europe,1992,,Units,0.569774167,
United Kingdom,Europe,1993,,Units,0.666756553,
United Kingdom,Europe,1994,,Units,0.653426604,
United Kingdom,Europe,1995,,Units,0.63366812,
United Kingdom,Europe,1996,,Units,0.640958255,
United Kingdom,Europe,1997,,Units,0.610836114,
United Kingdom,Europe,1998,,Units,0.603823594,
United Kingdom,Europe,1999,,Units,0.618056845,
United Kingdom,Europe,2000,,Units,0.660930833,
United Kingdom,Europe,2001,,Units,0.694655,
United Kingdom,Europe,2002,,Units,0.667223333,
United Kingdom,Europe,2003,,Units,0.6124725,
United Kingdom,Europe,2004,,Units,0.54618,
United Kingdom,Europe,2005,,Units,0.549998333,
United Kingdom,Europe,2006,,Units,0.543486667,
United Kingdom,Europe,2007,,Units,0.499771667,
United Kingdom,Europe,2008,,Units,0.54396625,
United Kingdom,Europe,2009,,Units,0.641919263,
United Kingdom,Europe,2010,,Units,0.647179346,
United Kingdom,Europe,2011,,Units,0.624140836,
United Kingdom,Europe,2012,,Units,0.633046989,
United Kingdom,Europe,2013,,Units,0.639660578,
United Kingdom,Europe,2014,,Units,0.607729627,
United Kingdom,Europe,2015,,Units,0.654545479,
United Kingdom,Europe,2016,,Units,0.740634464,
United Kingdom,Europe,2017,,Units,0.776976682,
United Kingdom,Europe,2018,,Units,0.74953154,
United States,North America,1964,1.88,Units,1,1.88
United States,North America,1965,1.85,Units,1,1.85
United States,North America,1966,1.83,Units,1,1.83
United States,North America,1967,1.72,Units,1,1.72
United States,North America,1968,1.70,Units,1,1.70
United States,North America,1969,1.70,Units,1,1.70
United States,North America,1970,2.02,Units,1,2.02
United States,North America,1971,2.08,Units,1,2.08
United States,North America,1972,2.06,Units,1,2.06
United States,North America,1973,2.31,Units,1,2.31
United States,North America,1974,2.73,Units,1,2.73
United States,North America,1975,2.97,Units,1,2.97
United States,North America,1976,4.16,Units,1,4.16
United States,North America,1977,7.72,Units,1,7.72
United States,North America,1978,6.90,Units,1,6.90
United States,North America,1979,6.48,Units,1,6.48
United States,North America,1980,6.90,Units,1,6.90
United States,North America,1981,5.56,Units,1,5.56
United States,North America,1982,5.71,Units,1,5.71
United States,North America,1983,5.62,Units,1,5.62
United States,North America,1984,5.87,Units,1,5.87
United States,North America,1985,5.93,Units,1,5.93
United States,North America,1986,7.66,Units,1,7.66
United States,North America,1987,6.52,Units,1,6.52
United States,North America,1988,6.32,Units,1,6.32
United States,North America,1989,6.83,Units,1,6.83
United States,North America,1990,6.59,Units,1,6.59
United States,North America,1991,6.24,Units,1,6.24
United States,North America,1992,5.73,Units,1,5.73
United States,North America,1993,5.49,Units,1,5.49
United States,North America,1994,7.56,Units,1,7.56
United States,North America,1995,8.97,Units,1,8.97
United States,North America,1996,7.62,Units,1,7.62
United States,North America,1997,9.13,Units,1,9.13
United States,North America,1998,8.37,Units,1,8.37
United States,North America,1999,7.62,Units,1,7.62
United States,North America,2000,7.67,Units,1,7.67
United States,North America,2001,6.87,Units,1,6.87
United States,North America,2002,6.50,Units,1,6.50
United States,North America,2003,6.48,Units,1,6.48
United States,North America,2004,6.33,Units,1,6.33
United States,North America,2005,7.25,Units,1,7.25
United States,North America,2006,7.12,Units,1,7.12
United States,North America,2007,7.71,Units,1,7.71
United States,North America,2009,8.15,Units,1,8.15
United States,North America,2010,8.68,Units,1,8.68
United States,North America,2011,11.54,Units,1,11.54
United States,North America,2012,12.61,Units,1,12.61
United States,North America,2013,12.12,Units,1,12.12
United States,North America,2014,11.09,Units,1,11.09
United States,North America,2015,10.49,Units,1,10.49
United States,North America,2016,9.76,Units,1,9.76
United States,North America,2017,9.90,Units,1,9.90
United States,North America,2018,9.56,Units,1,9.56
