,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,Continents,Currency_Type,Type of Coffee,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10
Madagascar,Africa,(MGA/kg : G),Robusta,"3,050.00","3,100.00","3,100.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,Africa,(MWK/kg : G),Arabica,327.49,261.51,284.70,344.19,0.00,0.00,210.74,280.95,307.58,335.24,322.80,297.68,242.05,283.76,334.08,292.21,0.00,0.00,388.18,337.72,295.18,271.52,227.48,161.91,191.79,144.76,347.97,344.55,163.15,0.00,231.98,414.01,392.49,388.77,394.52,401.39,349.81,396.03,206.19,,,,,,,,,
Tanzania,Africa,(TZS/kg : P),Arabica,"1,600.00","1,600.00","1,600.00","1,600.00",0.00,0.00,"1,400.00","1,450.00","1,600.00","1,600.00","1,600.00","1,600.00","1,600.00","1,600.00","1,600.00","1,600.00",0.00,0.00,"1,800.00","1,800.00","1,800.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,Africa,(TZS/kg : P),Robusta,700.00,700.00,700.00,600.00,0.00,0.00,400.00,400.00,400.00,500.00,600.00,600.00,700.00,700.00,700.00,700.00,700.00,700.00,800.00,800.00,800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,Africa,(XAF/kg : G),Robusta,600.00,600.00,575.00,575.00,625.00,600.00,675.00,625.00,575.00,650.00,537.00,550.00,688.00,750.00,758.00,775.00,775.00,787.00,775.00,750.00,750.00,885.00,750.00,625.00,650.00,615.00,585.00,487.00,513.00,450.00,450.00,375.00,375.00,375.00,375.00,375.00,413.00,400.00,387.00,388.00,463.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
Uganda,Africa,(UGX/kg : G),Arabica,"2,250.00","2,400.00","2,450.00","2,270.00","2,250.00","2,400.00","2,500.00","2,500.00","2,700.00","2,500.00","2,700.00","2,700.00","2,525.00","3,000.00","3,050.00","2,900.00","2,800.00","2,900.00","2,700.00","2,800.00","2,700.00","2,600.00","2,600.00","2,600.00","2,445.00","2,500.00","2,300.00","2,700.00","2,600.00","2,500.00","2,500.00","2,500.00","2,900.00","2,800.00","3,300.00","3,250.00","3,700.00","3,500.00","3,500.00","3,350.00","3,600.00","3,650.00","5,000.00","4,500.00","4,500.00","4,500.00","4,900.00","5,750.00"
Uganda,Africa,(UGX/kg : G),Robusta,"2,000.00","2,100.00","2,050.00","1,900.00","1,900.00","2,000.00","2,400.00","2,100.00","2,100.00","2,200.00","2,200.00","2,500.00","2,450.00","3,000.00","2,950.00","2,800.00","2,635.00","2,825.00","2,810.00","2,850.00","2,775.00","2,300.00","2,300.00","2,400.00","2,500.00","2,400.00","2,400.00","2,300.00","2,300.00","1,950.00","1,950.00","2,200.00","2,200.00","2,225.00","2,000.00","1,850.00","2,200.00","2,200.00","2,100.00","2,100.00","2,450.00","2,800.00","2,900.00","3,000.00","2,800.00","2,900.00","3,000.00","3,750.00"
Zambia,Africa,(ZMK/kg : G),Arabica,"12,209.79","11,608.16","11,469.13","8,122.21","5,612.17","7,104.85","8,304.93","9,176.36","9,666.08","9,801.93","10,012.23","9,799.13","10,936.38","10,710.43","9,760.55","8,741.03","7,386.78","8,017.47","12,897.17","14,143.82","11,199.33","10,477.04","9,138.07","10,724.13","11,185.92","9,953.07","12,888.56","11,356.15","10,005.29",0.00,"15,682.69","17,269.79","16,607.36","15,773.34","16,622.43","15,775.03","13,743.50","13,192.66","9,449.92","11,244.49",0.00,0.00,"18,717.12","18,709.74","14,894.90","18,504.11","17,838.61","14,978.78"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Asia & Oceania,(INR/50kg : G),Arabica,"5,530.00","5,310.00","4,960.00","4,900.00","4,770.00","4,515.00","4,450.00","4,735.00","4,950.00","5,040.00","4,740.00","5,160.00","5,525.00","5,850.00","5,625.00","5,250.00","5,593.00","5,994.00","6,196.00","6,072.00","6,109.00","5,891.00","5,887.00","5,717.00","5,846.00","6,419.00","6,657.00","6,930.00","7,368.00","7,925.00","7,790.00","7,798.00","7,689.00","7,669.00","7,760.00","7,604.00","7,819.00","7,634.00","7,289.00","7,312.00","7,312.00","7,386.00","7,618.00","7,149.00","7,149.00","7,660.00","7,900.00","9,095.00"
India,Asia & Oceania,(INR/50kg : G),Robusta,"3,430.00","3,435.00","3,270.00","3,330.00","3,440.00","3,740.00","3,690.00","3,690.00","3,870.00","3,800.00","3,840.00","3,720.00","3,960.00","4,500.00","4,560.00","4,330.00","4,592.00","4,889.00","5,004.00","4,960.00","4,892.00","4,505.00","4,509.00","4,324.00","4,173.00","4,175.00","3,999.00","3,950.00","3,858.00","3,880.00","3,860.00","3,758.00","3,818.00","3,873.00","3,724.00","3,748.00","3,817.00","3,772.00","3,772.00","3,376.00","3,365.00","3,413.00","3,725.00","4,901.00","4,901.00","3,878.00","4,030.00","4,209.00"
Indonesia,Asia & Oceania,(IDR/kg : G),Arabica,"22,000.00","23,500.00","24,500.00","25,000.00","25,000.00","26,812.00","21,483.00","18,108.00","26,545.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,Asia & Oceania,(IDR/kg : G),Robusta,"10,500.00","11,000.00","11,000.00","11,500.00","11,500.00","14,375.00","10,290.00","8,348.00","12,181.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,Asia & Oceania,(PGK/kg : G),Arabica,5.37,5.20,5.11,4.96,4.79,4.92,4.97,4.88,4.83,4.95,4.96,5.19,7.02,7.46,7.57,6.86,6.98,7.07,7.19,6.86,6.86,5.59,5.41,5.07,3.93,4.01,4.08,4.31,4.63,4.82,4.51,4.72,4.62,4.32,4.44,4.56,4.48,4.54,4.51,4.68,4.94,5.14,5.33,5.63,6.52,6.88,7.33,8.03
Papua New Guinea,Asia & Oceania,(PGK/kg : G),Robusta,,,,,,1.85,1.85,1.47,1.38,1.43,1.41,1.40,1.78,1.98,2.07,1.92,1.87,1.87,3.57,2.08,2.08,2.24,1.68,1.71,1.67,1.59,1.64,1.70,1.68,1.64,1.68,1.75,1.74,1.64,1.64,1.71,1.63,1.63,1.65,1.68,1.68,1.75,1.69,2.01,1.92,1.96,1.78,1.78
Philippines,Asia & Oceania,(PHP/kg : G),Arabica,77.07,76.30,75.38,78.33,82.93,88.77,91.43,85.51,84.48,91.76,83.05,75.48,78.67,91.35,102.61,95.18,94.19,95.18,104.56,99.51,97.58,87.94,82.80,84.80,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,Asia & Oceania,(PHP/kg : G),Robusta,70.07,69.30,68.38,71.33,75.93,81.77,84.43,78.51,77.48,84.76,76.05,68.48,71.67,84.35,95.61,88.18,87.19,88.18,97.56,92.51,90.58,80.94,75.80,77.80,77.41,76.32,75.63,75.75,71.67,69.72,73.74,74.34,76.00,69.94,68.27,66.58,65.33,66.46,64.41,65.40,65.57,71.62,,,,,,
Thailand,Asia & Oceania,(THB/kg : G),Robusta,45.57,45.57,45.57,45.57,45.57,45.57,45.57,45.57,45.57,59.81,59.81,59.81,61.43,61.43,61.43,61.43,61.43,61.43,61.43,61.43,61.43,61.43,61.43,61.43,68.35,68.35,68.35,68.35,68.35,68.35,68.35,68.35,68.35,68.35,68.35,68.35,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95
Viet Nam,Asia & Oceania,(VND/kg : G),Robusta,"21,700.00","21,800.00","21,800.00","22,900.00","25,700.00","28,200.00","28,300.00","26,200.00","26,700.00","26,000.00","26,900.00","27,000.00","30,800.00","35,100.00","35,800.00","33,300.00","32,800.00","35,000.00","36,100.00","35,600.00","32,900.00","26,100.00","25,700.00","24,900.00","25,400.00","25,300.00","24,200.00","24,600.00","25,000.00","24,200.00","24,500.00","24,600.00","25,000.00","24,500.00","24,200.00","24,200.00","24,000.00","23,100.00","23,300.00","24,200.00","24,400.00","26,100.00","29,300.00","29,300.00","29,100.00","30,300.00","34,100.00","34,100.00"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,Central America & Mexico,(CRC/SQ : G),Arabica,"50,417.40","50,417.40","50,417.40","50,417.40","50,417.40","50,417.40","50,417.40","50,417.40","50,417.40","55,385.92","55,385.92","55,385.92","55,385.92","55,385.92","55,385.92","55,385.92","55,385.92","55,385.92","55,385.92","55,385.92","55,385.92","60,207.60","60,207.60","60,207.60","60,207.60","60,207.60","60,207.60","60,207.60","60,207.60","60,207.60","60,207.60","60,207.60","60,207.60","67,863.27","67,863.27","67,863.27","67,863.27","67,863.27","67,863.27","67,863.27","67,863.27","67,863.27","67,863.27","67,863.27","67,863.27","93,608.50","93,608.50","93,608.50"
Cuba,Central America & Mexico,(CUP/28lb : F),Arabica,0.00,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,0.00,0.00,0.00,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30
Dominican Republic,Central America & Mexico,(DOP/SQ : G),Arabica,"3,205.41","2,993.74","2,903.02","2,857.66","2,812.30","2,903.02","2,903.02","2,812.30","2,993.74","2,903.02","2,993.74","2,993.74","3,447.34","3,628.78","3,175.18","3,628.78","3,628.78","4,082.37","3,628.77","3,628.78","3,628.78","3,628.78","3,628.78","2,993.74","3,175.18","4,100.00","3,719.50","3,719.50","4,082.37","3,810.22","3,628.78","3,628.78","3,628.78","4,082.37","4,600.00","4,445.25","4,263.81","4,989.57","4,898.85","4,898.85","4,898.85","4,898.85","4,808.13","5,443.16","5,443.16","5,987.48","5,987.48","6,713.24"
El Salvador,Central America & Mexico,(CES/SQ : G),Arabica,670.69,653.80,620.00,595.35,552.65,634.46,623.35,676.20,702.10,800.19,708.84,773.59,784.79,904.23,871.59,767.90,783.65,815.24,821.54,807.71,793.28,627.38,602.18,583.45,642.51,625.98,607.43,637.09,749.96,720.56,670.95,722.31,736.31,793.28,790.04,736.31,814.45,752.33,758.28,762.21,774.55,874.30,874.30,"1,080.54","1,164.71","1,175.91","1,295.79","1,372.96"
Guatemala,Central America & Mexico,(GTQ/SQ : G),Arabica,776.62,762.00,764.60,747.13,758.66,751.52,748.00,758.29,760.80,783.00,759.92,809.54,828.29,915.50,921.90,874.96,888.86,891.44,893.87,903.26,848.90,772.30,741.26,727.84,804.53,865.00,864.25,904.80,935.25,943.90,914.67,"1,024.00",850.00,923.90,890.30,972.50,"1,057.55","1,109.64","1,083.00","1,124.17","1,088.45","1,069.35","1,177.70","1,209.00","1,291.40","1,291.40","1,291.40","1,394.66"
Honduras,Central America & Mexico,(HNL/SQ : G),Arabica,"1,667.00","1,619.89","1,578.01","1,521.18","1,509.71","1,511.74","1,415.93","1,543.21","1,542.34","1,522.35","1,606.37","1,732.89","1,854.24","2,142.44","2,127.53","2,073.50","2,019.78","1,914.10","1,942.42","2,094.23","1,487.66",0.00,"1,702.95","1,475.22","1,630.37","1,682.64","1,686.74","1,686.74","1,801.82","1,753.53","1,788.96","1,726.23","1,616.39",0.00,"1,808.99","2,067.19","2,104.91","2,297.74","2,358.80","2,310.63","2,270.09","2,314.83","2,345.10","2,092.91","2,293.47","2,365.94","2,786.92","3,237.92"
Jamaica,Central America & Mexico,(JMD/60lb : F),Arabica,"2,450.00","2,450.00","2,450.00","2,345.50","2,345.50","2,345.50","2,345.50","2,345.50","2,345.50","2,345.50","2,345.50","2,345.50","2,345.50","2,550.00","2,550.00","2,550.00","2,550.00","2,550.00","2,550.00","2,550.00","2,550.00","2,550.00","2,550.00","2,550.00","2,600.00","2,600.00","2,600.00","2,600.00","2,600.00","2,600.00","2,600.00","2,600.00","2,600.00","2,600.00","2,600.00","2,600.00","2,500.00","2,500.00","2,500.00","2,500.00","2,500.00","2,500.00","2,500.00","2,500.00","2,500.00","2,500.00","2,500.00","2,500.00"
Mexico,Central America & Mexico,(MXN/lb : G),Arabica,9.86,9.66,9.42,8.85,8.96,9.04,10.19,10.16,11.33,9.69,10.20,11.84,13.43,13.57,12.02,11.01,11.57,11.35,10.68,10.28,9.60,11.06,12.40,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,Central America & Mexico,(NIO/SQ : P),Arabica,917.50,917.50,917.50,917.50,917.50,917.50,917.50,917.50,917.50,"1,103.55","1,103.55","1,103.55","1,103.55","1,103.55","1,103.55","1,103.55","1,103.55","1,103.55","1,103.55","1,103.55","1,103.55","1,154.25","1,154.25","1,154.25","1,154.25","1,154.25","1,154.25","1,154.25","1,154.25","1,154.25","1,154.25","1,154.25","1,154.25","1,225.15","1,225.15","1,225.15","1,225.15","1,225.15","1,225.15","1,225.15","1,225.15","1,225.15","1,225.15","1,225.15","1,225.15","1,776.67","1,776.67","1,776.67"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,South America,(BRL/60kg : G),Arabica,281.63,267.66,252.72,238.87,232.20,240.80,238.63,254.55,259.15,255.84,245.82,261.28,267.84,285.19,263.28,256.35,254.84,255.76,250.52,248.86,261.58,256.84,261.28,262.04,268.41,269.34,262.48,260.10,268.02,256.64,247.50,255.34,254.29,262.20,272.55,281.57,280.75,278.68,279.70,282.18,289.47,305.99,302.36,313.93,328.23,327.15,355.51,387.01
Brazil,South America,(BRL/60kg : G),Robusta,213.28,198.07,201.85,197.28,189.43,203.00,201.49,201.06,205.14,205.28,206.47,207.18,209.73,221.46,228.62,222.44,211.49,211.29,216.55,214.21,217.32,220.28,222.17,225.11,227.66,224.07,212.57,200.20,197.13,188.45,180.09,186.13,188.89,180.77,161.61,176.41,173.51,168.47,173.67,158.22,160.51,168.17,171.50,171.45,170.03,173.81,187.14,192.79
Colombia,South America,(COP/125kg : P),Arabica,"478,489.00","471,063.00","439,335.00","424,773.00","407,255.00","424,988.00","418,199.00","450,027.00","486,625.00","495,234.00","490,295.00","506,107.00","502,435.00","546,440.00","491,917.00","439,932.00","435,608.00","453,119.00","463,152.00","501,036.00","544,233.00","511,451.00","514,819.00","505,342.00","569,568.00","638,681.00","658,227.00","762,554.00","834,101.00","670,841.00","641,207.00","674,905.00","618,790.00","567,159.00","592,286.00","668,784.00","716,350.00","680,406.00","688,370.00","660,824.00","676,714.00","749,234.00","808,966.00","831,193.00","802,250.00","749,232.00","790,881.00","890,212.00"
Ecuador,South America,(USD/SQ : G),Arabica,100.00,100.00,100.00,100.00,115.00,120.00,115.00,115.00,120.00,120.00,120.00,120.00,120.00,120.00,150.00,150.00,140.00,140.00,145.00,150.00,160.00,150.00,190.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,140.00,150.00,150.00,150.00,150.00,160.00,160.00,160.00,160.00,150.00,170.00,170.00,180.00,170.00,170.00,170.00
Ecuador,South America,(USD/SQ : G),Robusta,64.75,66.00,65.00,60.33,57.41,63.12,62.50,64.75,71.12,71.21,71.66,72.00,70.67,73.33,74.75,75.29,78.08,81.50,85.00,88.50,85.75,84.41,82.25,85.00,84.19,86.62,86.75,88.40,91.21,81.00,79.96,68.38,68.37,70.00,72.08,72.08,85.00,85.46,85.75,82.45,79.66,81.00,81.00,80.91,76.00,77.44,82.94,82.61
Peru,South America,(PEN/kg : P),Arabica,3.71,4.00,4.29,4.53,4.63,4.91,5.05,5.16,5.54,6.23,4.14,4.30,4.02,4.69,4.61,4.75,4.95,5.30,5.31,5.29,5.47,5.30,3.79,3.49,3.68,3.63,4.34,4.74,5.49,5.67,5.82,6.11,5.99,6.05,3.76,3.50,4.09,4.50,5.46,5.54,5.79,6.39,7.09,7.33,7.28,7.36,5.26,5.09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
