,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,Continents,Currency_Type,Type of Coffee,Jan-83,Feb-83,Mar-83,Apr-83,May-83,Jun-83,Jul-83,Aug-83,Sep-83,Oct-83,Nov-83,Dec-83,Jan-84,Feb-84,Mar-84,Apr-84,May-84,Jun-84,Jul-84,Aug-84,Sep-84,Oct-84,Nov-84,Dec-84,Jan-85,Feb-85,Mar-85,Apr-85,May-85,Jun-85,Jul-85,Aug-85,Sep-85,Oct-85,Nov-85,Dec-85,Jan-86,Feb-86,Mar-86,Apr-86,May-86,Jun-86,Jul-86,Aug-86,Sep-86,Oct-86,Nov-86,Dec-86
Democratic Republic of Congo,Africa,(ZAA/kg : P),Robusta,600.00,600.00,600.00,600.00,600.00,600.00,600.00,"1,000.00","1,083.00","1,166.00","1,249.00","1,332.00","1,416.00","1,500.00","1,500.00","1,575.00","1,650.00","1,725.00","1,800.00","1,857.00","2,000.00","1,600.00","1,600.00","1,600.00","1,600.00","1,600.00","1,600.00","1,700.00","1,700.00","1,700.00","1,700.00","1,700.00","1,700.00","1,700.00","1,700.00","1,700.00","2,000.00","2,238.00","2,238.00","2,238.00","2,238.00","2,238.00","2,238.00","2,000.00","2,000.00","2,200.00","2,200.00","2,200.00"
Ethiopia,Africa,(ETB/17kg : G),Arabica,36.91,33.32,32.71,31.70,33.40,35.35,35.20,38.66,39.51,39.71,34.55,38.42,40.10,39.54,39.45,38.83,39.68,40.18,38.51,39.85,38.27,37.86,38.85,39.70,41.00,42.88,39.68,40.17,42.06,42.85,43.75,43.33,41.22,44.70,44.88,49.93,60.69,62.88,66.37,68.63,64.82,58.51,53.32,55.61,57.62,58.19,54.74,44.58
Gabon,Africa,(XAF/kg : D),Robusta,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,215.00,215.00,215.00,215.00,215.00,215.00,215.00,215.00,215.00,215.00,215.00,215.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,260.00,260.00,260.00,260.00,260.00,260.00,260.00,260.00,260.00,260.00,260.00,260.00,260.00,260.00,260.00
Ghana,Africa,(GHC/60kg : G),Robusta,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,"1,199.99","1,199.99","1,199.99","1,199.99","1,199.99","1,199.99","1,199.99","1,800.00","1,800.00","1,800.00","1,800.00","1,800.00","1,800.00","1,800.00","1,800.00","1,800.00","1,800.00","1,800.00","1,800.00","1,800.00","3,736.00","3,736.00","3,736.00","3,736.00","3,736.00","3,736.00","3,736.00","3,736.00","3,736.00","3,736.00","3,736.00","5,535.00","5,535.00","5,535.00","5,535.00","5,535.00","5,535.00","5,535.00","5,535.00"
Guinea,Africa,(GNF/kg : G),Robusta,40.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,450.00,450.00,450.00
Kenya,Africa,(KES/50kg : G),Arabica,"1,744.00","1,744.00","1,744.00","1,744.00","1,744.00","1,744.00","1,744.00","1,744.00","1,744.00","1,833.00","1,833.00","1,833.00","1,833.00","1,833.00","1,833.00","1,833.00","1,833.00","1,833.00","1,833.00","1,833.00","1,833.00","2,330.00","2,330.00","2,330.00","2,330.00","2,330.00","2,330.00","2,330.00","2,330.00","2,330.00","2,330.00","2,330.00","2,330.00","2,738.00","2,738.00","2,738.00","2,738.00","2,738.00","2,738.00","2,738.00","2,738.00","2,738.00","2,738.00","2,738.00","2,738.00","1,707.00","1,707.00","1,707.00"
Liberia,Africa,(LRD/),Robusta,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,70.00,70.00,70.00,70.00,70.00,70.00
Madagascar,Africa,(MGF/kg : G),Robusta,260.00,260.00,260.00,260.00,260.00,280.00,280.00,280.00,280.00,280.00,280.00,280.00,280.00,280.00,280.00,280.00,280.00,330.00,330.00,330.00,330.00,330.00,330.00,330.00,330.00,330.00,330.00,330.00,395.00,395.00,395.00,395.00,395.00,395.00,395.00,395.00,395.00,395.00,395.00,450.00,450.00,450.00,450.00,600.00,600.00,600.00,600.00,600.00
Nigeria,Africa,(NGN/m Ton : G),Robusta,"1,154.99","1,154.99","1,154.99","1,154.99","1,154.99","1,154.99","1,154.99","1,154.99","1,154.99","1,097.89","1,097.89","1,097.89","1,097.89","1,097.89","1,097.89","1,097.89","1,097.89","1,097.89","1,097.89","1,097.89","1,097.89","1,248.02","1,248.02","1,248.02","1,248.02","1,248.02","1,248.02","1,248.02","1,248.02","1,248.02","1,248.02","1,248.02","1,248.02","1,250.01","1,250.01","1,250.01","1,250.01","1,250.01","1,250.01","1,250.01","1,250.01","1,250.01","1,250.01","1,250.01","1,250.01","6,250.04","6,250.04","6,250.04"
Rwanda,Africa,(RWF/kg : P),Arabica,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,126.00,126.00,126.00,126.00,126.00,126.00,126.00,126.00,126.00,126.00,126.00,126.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00
Sierra Leone,Africa,(SLL/L Ton : G),Robusta,"1,380.06","1,904.00","1,904.00","1,904.00","1,904.00","1,904.00","3,447.14","3,472.22","3,472.22","3,472.22","3,472.22","3,472.22","3,472.22","3,472.22","3,472.22","4,256.22","4,256.22","4,256.22","5,376.22","5,376.22","5,376.22","5,376.22","5,376.22","5,376.22","5,376.22","6,784.29","8,960.45","8,960.45","8,960.45","8,960.45","8,960.45","8,960.45","8,960.45","8,960.45","8,960.45","8,960.45","8,960.45","11,200.67","11,200.67","17,921.12","17,921.12","17,921.12","35,842.02","35,842.02","35,842.02","35,842.02","35,842.02","35,842.02"
Tanzania,Africa,(TZS/kg : P),Arabica,19.37,19.37,19.37,19.37,19.37,19.37,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,35.25,35.25,35.25,35.25,35.25,35.25,35.25,35.25,35.25,35.25,35.25,35.25,63.50,63.50,63.50,63.50,63.50,63.50
Tanzania,Africa,(TZS/kg : P),Robusta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.50,16.10,16.10,16.10,16.10,16.10,16.10,16.10,16.10,16.10,16.10,16.10,16.10,29.00,29.00,29.00,29.00,29.00,29.00
Togo,Africa,(XAF/kg : G),Robusta,235.00,235.00,235.00,235.00,235.00,235.00,235.00,235.00,235.00,290.00,290.00,290.00,290.00,290.00,290.00,290.00,290.00,290.00,290.00,290.00,290.00,315.00,315.00,315.00,315.00,315.00,315.00,315.00,315.00,315.00,315.00,315.00,315.00,365.00,365.00,365.00,365.00,365.00,365.00,365.00,365.00,365.00,365.00,365.00,365.00,400.00,400.00,400.00
Uganda,Africa,(UGX/kg : G),Arabica,43.00,43.00,43.00,43.00,43.00,51.60,51.60,51.60,51.60,70.00,70.00,70.00,87.00,87.00,87.00,87.00,87.00,70.00,105.00,105.00,1.05,1.11,1.60,1.60,3.20,3.20,3.20,3.20,3.20,3.20,4.20,4.20,4.20,4.20,4.20,4.20,8.70,8.70,8.70,8.70,8.70,11.55,11.55,11.55,11.55,11.55,11.55,11.55
Uganda,Africa,(UGX/kg : G),Robusta,50.00,50.00,50.00,50.00,57.00,60.00,80.00,80.00,80.00,80.00,80.00,98.01,100.00,100.00,100.00,100.00,100.00,113.00,130.01,130.01,1.30,1.38,2.10,2.10,2.10,2.10,2.10,2.10,2.10,2.10,2.70,2.70,2.70,2.70,2.70,2.70,4.75,4.75,4.75,4.75,4.75,8.50,8.50,8.50,8.50,8.50,8.50,8.50
Zambia,Africa,(ZMK/kg : G),Arabica,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70
Zimbabwe,Africa,(ZWD/m Ton : G),Arabica,"1,647.06","1,647.06","1,647.06","2,371.93","2,371.93","2,371.93","2,371.93","2,371.93","2,371.93","2,371.93","2,371.93","2,371.93","2,371.93","2,371.93","2,371.93","2,199.97","2,199.97","2,199.97","2,199.97","2,199.97","2,199.97","2,199.97","2,199.97","2,199.97","2,199.97","2,199.97","2,199.97","4,199.98","4,199.98","4,199.98","4,199.98","4,199.98","4,199.98","4,199.98","4,199.98","4,199.98","4,199.98","4,199.98","4,199.98","4,000.03","4,000.03","4,000.03","4,000.03","4,000.03","4,000.03","4,000.03","4,000.03","4,000.03"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Asia & Oceania,(INR/50kg : G),Arabica,767.80,767.80,767.80,767.80,767.80,767.80,767.80,767.80,767.80,846.50,846.50,846.50,846.50,846.50,846.50,846.50,846.50,846.50,846.50,846.50,846.50,987.59,987.59,987.59,987.59,987.59,987.59,987.59,987.59,987.59,987.59,987.59,987.59,"1,420.90","1,420.90","1,420.90","1,420.90","1,420.90","1,420.90","1,420.90","1,420.90","1,420.90","1,420.90","1,420.90","1,420.90","1,015.70","1,015.70","1,015.70"
India,Asia & Oceania,(INR/50kg : G),Robusta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,038.00","1,038.00","1,038.00","1,038.00","1,038.00","1,038.00","1,038.00","1,038.00","1,038.00","1,038.00","1,038.00","1,038.00",862.36,862.36,862.36
Indonesia,Asia & Oceania,(IDR/kg : G),Robusta,830.00,840.00,836.00,"1,208.00","1,212.00","1,204.00","1,189.00","1,139.00","1,111.00",940.00,936.00,930.00,926.00,940.00,"1,417.00","1,186.00","1,364.00","1,112.00","1,185.00",943.00,834.00,829.00,855.00,"1,018.00",975.00,927.00,"1,079.00","1,148.00","1,216.00","1,115.00","1,088.00","1,074.00","1,116.00","1,065.00","1,234.00","2,137.00","2,419.00","2,178.00","2,264.00","2,124.00","1,884.00","1,510.00","1,484.00","1,991.00","2,493.00","2,710.00","2,693.00","2,125.00"
Papua New Guinea,Asia & Oceania,(PGK/kg : G),Arabica,1.17,1.10,1.10,1.11,1.14,1.14,1.12,1.01,0.99,1.21,1.28,1.28,1.13,1.17,1.22,1.25,1.29,1.40,1.41,1.47,1.57,1.60,1.59,1.66,1.57,1.58,1.60,1.61,1.71,1.72,1.52,1.47,1.40,1.84,1.91,2.06,2.40,2.94,2.66,3.12,2.86,2.85,2.44,2.46,2.48,2.72,2.48,1.73
Papua New Guinea,Asia & Oceania,(PGK/kg : G),Robusta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,1.58,1.70,1.86,2.04,2.04,2.26,2.18,2.19,1.81,1.76,1.80,2.04,1.43,1.63
Philippines,Asia & Oceania,(PHP/kg : G),Robusta,16.14,15.96,15.80,15.91,17.58,18.94,24.44,26.82,29.36,31.53,41.05,39.36,35.74,28.46,28.98,31.65,34.30,38.27,38.93,39.25,37.46,41.63,39.84,37.36,36.01,28.06,30.86,30.65,28.93,30.01,26.67,25.62,24.68,23.17,26.29,37.83,43.25,41.28,45.37,46.33,42.58,40.16,37.43,43.83,54.48,47.38,44.89,40.87
Thailand,Asia & Oceania,(THB/kg : G),Robusta,19.39,20.62,22.75,34.00,34.00,34.00,34.00,34.00,34.00,34.00,34.00,34.00,37.00,37.00,37.00,47.50,44.50,42.50,37.00,37.00,37.00,38.50,38.50,38.50,37.80,37.70,37.70,38.98,37.88,38.08,37.50,37.50,37.50,39.00,39.00,39.00,75.70,59.55,59.55,69.93,69.46,69.46,69.46,69.46,69.46,69.46,59.85,56.40
Viet Nam,Asia & Oceania,(VND/kg : G),Robusta,5.80,5.80,5.80,5.80,5.80,5.80,5.80,5.80,5.80,12.78,12.78,12.78,12.78,12.78,12.78,12.78,12.78,12.78,12.78,12.78,12.78,26.81,26.81,26.81,26.81,26.81,26.81,26.81,26.81,26.81,26.81,26.81,26.81,207.23,207.23,207.23,207.23,207.23,207.23,207.23,207.23,207.23,207.23,207.23,207.23,"3,700.00","3,700.00","3,700.00"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,Central America & Mexico,(CRC/SQ : G),Arabica,"2,285.00","2,285.00","2,285.00","2,285.00","2,285.00","2,285.00","2,285.00","2,285.00","2,285.00","2,930.00","2,930.00","2,930.00","2,930.00","2,930.00","2,930.00","2,930.00","2,930.00","2,930.00","2,930.00","2,930.00","2,930.00","3,427.00","3,427.00","3,427.00","3,427.00","3,427.00","3,427.00","3,427.00","3,427.00","3,427.00","3,427.00","3,427.00","3,427.00","6,010.00","6,010.00","6,010.00","6,010.00","6,010.00","6,010.00","6,010.00","6,010.00","6,010.00","6,010.00","6,010.00","6,010.00","4,360.00","4,360.00","4,360.00"
Cuba,Central America & Mexico,(CUP/28lb : F),Arabica,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,8.00,8.00,8.00,8.00,8.00,8.00
Dominican Republic,Central America & Mexico,(DOP/SQ : G),Arabica,85.42,85.42,85.42,85.42,85.42,85.42,85.33,85.42,91.26,91.26,91.26,91.26,91.26,91.26,94.07,94.07,115.27,141.59,140.34,131.84,129.82,184.00,184.00,184.00,193.20,193.20,193.20,191.04,190.67,182.53,157.09,164.96,166.61,158.47,182.53,266.71,321.50,319.47,309.31,307.28,296.10,304.24,238.33,354.94,365.10,346.02,318.46,282.12
El Salvador,Central America & Mexico,(CES/SQ : G),Arabica,159.50,151.00,151.00,155.50,158.00,153.00,150.00,150.00,153.00,163.00,163.00,175.00,161.00,161.00,178.00,178.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,185.80,190.00,190.00,190.00,190.00,220.00,220.00,220.00,220.00,414.80,414.80,414.80,414.80,414.80,414.80,414.80,414.80,278.50,278.50,278.50
Guatemala,Central America & Mexico,(GTQ/SQ : G),Arabica,90.30,93.30,85.90,91.10,90.80,89.60,94.70,100.70,80.50,107.60,112.00,113.90,113.90,112.20,127.40,114.40,120.20,116.30,118.70,110.20,117.40,116.90,110.70,111.80,116.20,117.00,113.80,116.50,115.80,116.60,119.50,117.80,118.40,187.50,214.90,220.00,243.10,242.50,236.20,270.30,296.90,280.00,283.30,230.90,303.40,319.70,279.80,209.50
Haiti,Central America & Mexico,(HTG/kg : G),Arabica,5.59,5.04,5.32,5.32,5.04,5.50,5.59,4.95,5.90,6.05,7.20,7.05,7.75,8.60,8.70,9.05,8.95,8.70,7.80,7.55,7.45,7.16,7.27,7.05,7.38,7.94,8.05,8.05,7.94,7.72,7.00,5.90,5.90,6.50,7.20,9.90,11.30,5.45,6.05,6.55,6.20,4.95,4.05,3.75,5.60,5.15,4.28,6.50
Honduras,Central America & Mexico,(HNL/SQ : G),Arabica,105.60,100.10,95.90,91.70,90.60,93.10,94.70,112.10,90.20,116.00,134.00,143.50,148.10,161.20,161.10,155.10,155.50,158.40,155.40,157.40,136.10,147.00,141.70,143.40,148.20,149.40,146.30,144.70,145.00,161.10,134.20,156.90,146.40,148.34,148.34,151.20,233.70,242.10,273.90,312.40,299.30,301.30,207.90,259.50,268.70,230.00,171.80,161.60
Jamaica,Central America & Mexico,(JMD/60lb : F),Arabica,23.32,23.32,23.32,23.32,23.32,23.32,23.32,33.20,33.20,33.20,33.20,33.20,33.20,33.20,33.20,33.20,33.20,33.20,33.20,51.88,51.88,51.88,51.88,51.88,51.88,51.88,51.88,51.88,51.88,51.88,51.88,82.30,82.30,82.30,82.30,82.30,82.30,82.30,82.30,82.30,82.30,82.30,82.30,70.00,70.00,70.00,70.00,70.00
Mexico,Central America & Mexico,(PMx/SQ : P),Arabica,"4,630.00","5,034.00","5,500.00","6,500.00","6,500.00","6,500.00","6,500.00","6,500.00","6,500.00","9,275.00","9,275.00","9,275.00","10,983.00","10,983.00","10,983.00","10,983.00","10,983.00","10,983.00","13,652.00","13,652.00","13,652.00","14,583.00","15,455.00","15,455.00","15,455.00","15,516.00","17,170.00","17,689.00","17,911.00","17,911.00","17,911.00","17,911.00","17,911.00","25,940.00","25,940.00","25,940.00","48,120.00","46,575.00","46,575.00","46,575.00","46,575.00","46,575.00","48,119.00","48,119.00","48,119.00","75,625.00","75,625.00","75,625.00"
Nicaragua,Central America & Mexico,(NCC/SQ : G),Arabica,"1,024.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,600.00","1,600.00","1,600.00","1,600.00","1,600.00","1,600.00","1,600.00","1,600.00","1,600.00","1,600.00","1,600.00","1,600.00","2,400.00","2,400.00","2,400.00","2,400.00","2,400.00","2,400.00","2,400.00","2,400.00","2,400.00","2,400.00","2,400.00","2,400.00","3,564.00","3,564.00","3,564.00","3,564.00","3,564.00","3,564.00","3,564.00","3,564.00","3,564.00","3,564.00","3,564.00","3,564.00","4,770.00","4,770.00","4,770.00"
Panama,Central America & Mexico,(PAB/SQ : G),Arabica,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,109.20,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00
Trinidad & Tobago,Central America & Mexico,(TTD/lb : G),Robusta,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),South America,(BOB/SQ : P),Arabica,"6,800.00","7,000.00","7,500.00","7,900.00","8,500.00","9,300.00","10,200.00","10,900.00","12,500.00","15,000.00","18,000.00","21,000.00","23,000.00","26,000.00","39,120.00","49,560.00","56,760.00","78,260.00","123,900.00","200,000.00","250,000.00","375,454.00","475,000.00","700,000.00",1.00,2.00,4.00,4.00,5.00,9.00,10.00,15.00,15.00,21.00,27.00,40.00,50.00,52.00,75.00,80.00,85.00,105.00,110.00,115.00,120.00,120.00,110.00,105.00
Brazil,South America,(BCZ/60kg : G),Arabica,"21,944.59","24,352.01","26,005.46","26,640.39","26,455.20","27,764.73","28,254.15","30,529.30","33,796.52","36,666.91","41,389.16","50,211.97","55,569.15","60,516.27","68,704.15","77,937.02","86,746.60","107,474.25","127,725.71","138,506.20","159,154.48","180,331.87","205,477.54","240,266.13","343,877.92","417,476.28","452,106.14","466,034.80","467,635.34","435,386.45","444,553.18","483,653.97","511,312.88","787,253.84","1,132,600.02","2,138,704.51","2,836,923.37","2,965,350.14","3,134.62","2,774.63","2,784.70","2,580.00","2,521.50","2,787.88","2,868.11","2,612.69","2,618.60","2,252.48"
Colombia,South America,(COP/125kg : P),Arabica,"12,099.99","12,099.99","12,099.99","12,613.00","12,800.00","12,800.00","12,800.00","12,800.00","13,533.00","13,916.00","14,150.00","14,150.00","14,400.01","14,400.01","14,503.00","14,800.01","15,045.00","15,199.99","15,199.99","15,839.00","16,300.00","16,300.00","16,463.00","17,000.00","17,000.00","17,000.00","18,100.01","18,100.01","18,181.00","19,349.99","19,349.99","19,394.00","20,700.00","20,700.00","22,450.00","23,071.00","25,827.00","30,000.00","36,351.00","37,875.00","39,133.00","39,500.00","39,500.00","39,500.00","39,500.00","39,895.00","41,250.00","41,250.00"
Ecuador,South America,(ECS/SQ : G),Arabica,"2,002.00","1,943.00","1,978.00","2,897.00","3,113.00","3,186.00","3,298.00","3,349.00","3,601.00","4,036.00","4,327.00","4,406.00","4,367.00","4,548.00","5,291.00","6,449.00","6,714.00","6,678.00","6,502.00","6,985.00","7,103.00","6,891.00","6,910.00","7,004.00","7,148.00","7,372.00","7,521.00","7,645.00","7,488.00","7,789.00","7,072.00","7,185.00","7,391.00","7,439.00","8,014.00","8,213.00","14,234.00","15,595.00","16,358.00","14,928.00","13,080.00","11,417.00","11,300.00","14,540.00","17,694.00","13,914.00","13,839.00","12,724.00"
Ecuador,South America,(ECS/SQ : G),Robusta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,794.00","7,234.00","6,845.00","7,234.00","7,520.00","12,577.00","13,953.00","14,699.00","12,456.00","9,661.00","8,932.00","9,208.00","12,248.00","14,429.00","10,077.00","12,280.00","11,839.00"
Peru,South America,(PES/kg : P),Arabica,2.48,2.50,2.54,2.78,3.00,3.50,4.13,4.13,4.50,4.85,5.15,5.52,6.04,6.30,4.24,5.24,4.98,6.96,8.00,8.63,9.15,9.33,8.54,11.67,16.20,18.63,25.89,23.35,22.65,24.28,32.50,32.98,30.24,32.85,32.61,31.02,38.96,45.87,51.41,49.20,49.65,49.13,46.67,43.30,46.28,46.43,43.30,39.09
Venezuela,South America,(VEB/SQ : G),Arabica,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,964.00,"1,090.00","1,090.00","1,090.00","1,090.00","1,090.00","1,090.00","1,090.00","1,090.00","1,090.00","1,090.00","1,090.00","1,090.00","1,090.00"
