,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,Continents,Currency_Type,Type of Coffee,Jan-91,Feb-91,Mar-91,Apr-91,May-91,Jun-91,Jul-91,Aug-91,Sep-91,Oct-91,Nov-91,Dec-91,Jan-92,Feb-92,Mar-92,Apr-92,May-92,Jun-92,Jul-92,Aug-92,Sep-92,Oct-92,Nov-92,Dec-92,Jan-93,Feb-93,Mar-93,Apr-93,May-93,Jun-93,Jul-93,Aug-93,Sep-93,Oct-93,Nov-93,Dec-93,Jan-94,Feb-94,Mar-94,Apr-94,May-94,Jun-94,Jul-94,Aug-94,Sep-94,Oct-94,Nov-94,Dec-94
Côte d'Ivoire,Africa,(XAF/kg : G),Robusta,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,140.00,140.00,140.00,140.00,140.00,140.00,140.00,140.00,140.00,140.00,140.00,140.00,275.00,275.00,275.00,275.00,275.00,275.00,275.00,275.00,275.00,275.00,275.00,530.00,530.00,530.00,530.00
Ethiopia,Africa,(ETB/17kg : G),Arabica,51.14,52.24,47.96,46.37,44.48,51.17,41.42,41.42,45.75,67.96,71.73,73.78,60.91,49.74,49.69,47.22,41.47,49.73,51.29,37.97,49.91,88.04,123.98,107.80,108.85,103.20,98.61,95.80,92.98,97.89,97.46,121.59,124.61,138.45,149.00,160.74,123.13,124.99,132.40,151.46,237.51,235.93,296.25,324.44,303.22,311.90,220.54,265.50
Gabon,Africa,(XAF/kg : D),Robusta,130.00,130.00,130.00,130.00,130.00,130.00,130.00,130.00,130.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,225.00,225.00,225.00
Ghana,Africa,(GHC/60kg : G),Robusta,"16,200.00","16,200.00","16,200.00","16,200.00","16,200.00","16,200.00","16,200.00","16,200.00","16,200.00","17,250.00","17,250.00","17,250.00","17,250.00","17,250.00","17,250.00","17,250.00","17,250.00","17,250.00","17,250.00","17,250.00","17,250.00","17,000.00","17,000.00","17,000.00","17,000.00","17,000.00","17,000.00","17,000.00","17,000.00","17,000.00","17,000.00","17,000.00","17,000.00","21,000.00","21,000.00","21,000.00","21,000.00","21,000.00","21,000.00","21,000.00","21,000.00","21,000.00","21,000.00","21,000.00","21,000.00","67,500.00","67,500.00","67,500.00"
Guinea,Africa,(GNF/kg : G),Robusta,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,350.00,400.00,400.00,450.00,450.00,500.00,500.00,600.00,600.00,600.00,650.00,650.00,650.00,650.00,650.00,650.00,650.00,650.00,900.00,"1,000.00","1,500.00","1,750.00","1,750.00","1,750.00","1,750.00","1,750.00","1,750.00"
Kenya,Africa,(KES/50kg : G),Arabica,"1,700.00","1,700.00","1,700.00","1,700.00","1,700.00","1,700.00","1,700.00","1,700.00","1,700.00","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00","1,100.00","1,100.00","1,100.00","1,100.00","1,100.00","1,100.00","1,100.00","1,100.00","1,100.00","1,100.00","1,100.00","1,100.00","9,990.00","9,990.00","9,990.00","9,990.00","9,990.00","9,990.00","9,990.00","9,990.00","9,990.00","9,990.00","9,990.00","9,990.00","8,683.20","7,303.80","6,256.80"
Liberia,Africa,(USD/),Robusta,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,Africa,(MGF/kg : G),Robusta,"1,100.00","1,100.00","1,100.00",850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,925.00,925.00,925.00,925.00,925.00,925.00,925.00,925.00,925.00,925.00,925.00,925.00,"1,725.00","1,725.00","1,725.00","1,725.00","1,725.00","1,725.00","1,725.00","1,725.00","1,725.00","1,725.00","1,725.00","1,725.00","3,200.00","3,200.00","3,200.00","3,200.00","3,200.00","3,200.00","3,200.00","3,200.00","3,200.00"
Malawi,Africa,(MWK/kg : G),Arabica,4.45,3.98,3.99,4.61,3.07,3.61,5.61,5.11,4.67,4.68,4.67,4.15,4.13,3.90,2.83,3.25,3.32,3.10,3.24,4.20,3.98,4.19,4.75,4.83,5.17,4.76,4.45,4.00,3.00,1.66,3.74,7.61,8.22,7.53,8.06,8.73,6.87,7.11,6.00,5.87,8.33,14.70,18.62,16.32,24.06,39.44,40.19,52.87
Nigeria,Africa,(NGN/m Ton : G),Robusta,"12,450.00","12,450.00","12,450.00","12,450.00","12,450.00","12,450.00","12,450.00","12,450.00","12,450.00","14,000.00","14,000.00","14,000.00","14,000.00","14,000.00","14,000.00","14,000.00","14,000.00","14,000.00","14,000.00","14,000.00","14,000.00","15,000.00","15,000.00","15,000.00","15,000.00","15,000.00","15,000.00","15,000.00","15,000.00","15,000.00","15,000.00","15,000.00","15,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00",,,
Rwanda,Africa,(RWF/kg : P),Arabica,100.00,100.00,100.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,115.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00
Tanzania,Africa,(TZS/kg : P),Arabica,155.00,155.00,155.00,155.00,155.00,155.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,283.84,283.84,283.84,283.84,283.84,283.84,283.84,283.84,283.84,283.84,283.84,283.84,250.43,250.43,250.43,250.43,250.43,250.43,250.43,250.43,250.43,250.43,250.43,250.43,878.71,878.71,878.71,878.71,878.71,878.71
Tanzania,Africa,(TZS/kg : P),Robusta,62.05,62.05,62.05,62.05,62.05,62.05,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,81.67,81.67,81.67,81.67,81.67,81.67,81.67,81.67,81.67,81.67,81.67,81.67,355.00,355.00,355.00,355.00,355.00,355.00
Togo,Africa,(XAF/kg : G),Robusta,175.00,175.00,175.00,175.00,175.00,175.00,175.00,175.00,175.00,185.00,185.00,185.00,185.00,185.00,185.00,185.00,185.00,185.00,185.00,185.00,185.00,140.00,140.00,140.00,140.00,140.00,140.00,140.00,140.00,140.00,140.00,140.00,140.00,145.00,145.00,145.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,650.00,650.00,650.00
Uganda,Africa,(UGX/kg : G),Arabica,417.00,445.35,475.64,475.64,475.64,475.64,475.64,475.64,475.64,475.64,475.64,475.64,475.64,475.64,475.64,475.64,475.64,475.64,499.00,500.00,502.00,510.00,550.00,563.00,606.00,605.00,605.00,607.00,597.00,600.00,608.00,645.00,700.00,773.00,775.00,770.00,950.00,"1,200.00","1,350.00","1,450.00","1,450.00","1,550.00","1,600.00","1,900.00","2,000.00","1,800.00","2,100.00","1,900.00"
Uganda,Africa,(UGX/kg : G),Robusta,145.00,155.00,165.00,175.00,185.00,195.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,220.00,215.00,225.00,250.00,300.00,300.00,270.00,280.00,270.00,275.00,270.00,300.00,320.00,350.00,350.00,325.00,400.00,500.00,600.00,650.00,650.00,700.00,650.00,950.00,"1,100.00","1,000.00","1,200.00","1,375.00","1,200.00"
Zambia,Africa,(ZMK/kg : G),Arabica,95.76,95.76,95.76,95.76,95.76,95.76,96.00,96.00,96.00,96.00,96.00,96.00,96.00,96.00,96.00,96.00,96.00,96.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,0.00,0.00,915.97,"1,414.38","1,303.60","1,224.89","1,171.49","1,112.00",819.67,275.48,"1,127.05",0.00,0.00,"3,089.45","2,971.50","3,301.83","1,173.44",500.15
Zimbabwe,Africa,(ZWD/m Ton : G),Arabica,"4,100.00","4,100.00","4,100.00","7,725.00","7,725.00","7,725.00","7,725.00","7,725.00","7,725.00","7,725.00","7,725.00","7,725.00","7,725.00","7,725.00","7,725.00","4,587.00","4,587.00","4,587.00","4,587.00","4,587.00","4,587.00","4,587.00","4,587.00","4,587.00","4,587.00","4,587.00","4,587.00",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Asia & Oceania,(INR/50kg : G),Arabica,"1,529.50","1,529.50","1,529.50","1,529.50","1,529.50","1,529.50","1,529.50","1,529.50","1,529.50","1,450.00","1,450.00","1,450.00","1,450.00","1,450.00","1,450.00","1,450.00","1,450.00","1,450.00","1,450.00","1,450.00","1,450.00","1,814.88","1,814.88","1,814.88","1,814.88","1,814.88","1,814.88","1,814.88","1,814.88","1,814.88","1,814.88","1,814.88","1,814.88","2,325.00","2,325.00","2,325.00","2,325.00","2,325.00","2,325.00","2,325.00","2,325.00","2,325.00","2,325.00","2,325.00","2,325.00","3,870.00","3,870.00","3,870.00"
India,Asia & Oceania,(INR/50kg : G),Robusta,984.20,984.20,984.20,984.20,984.20,984.20,984.20,984.20,984.20,"1,053.00","1,053.00","1,053.00","1,053.00","1,053.00","1,053.00","1,053.00","1,053.00","1,053.00","1,053.00","1,053.00","1,053.00","1,385.00","1,385.00","1,385.00","1,385.00","1,385.00","1,385.00","1,385.00","1,385.00","1,385.00","1,385.00","1,385.00","1,385.00","1,775.00","1,775.00","1,775.00","1,775.00","1,775.00","1,775.00","1,775.00","1,775.00","1,775.00","1,775.00","1,775.00","1,775.00","2,485.00","2,485.00","2,485.00"
Indonesia,Asia & Oceania,(IDR/kg : G),Arabica,,,,,,,,,,,,,,,,,,,,,,,,,"4,138.00","3,816.00","3,909.00","4,804.00","5,177.00","5,116.00","5,428.00","5,491.00","6,257.00","6,305.00","6,833.00","6,603.00","6,118.00","6,153.00","6,270.00","6,449.00","7,066.00","7,672.00","10,762.00","10,434.00","10,132.00","10,353.00","9,836.00","7,991.00"
Indonesia,Asia & Oceania,(IDR/kg : G),Robusta,"1,384.00","1,353.00","1,401.00","1,430.00","1,428.00","1,338.00","1,335.00","1,336.00","1,072.00","1,097.00","1,123.00","1,123.00","1,225.00","1,170.00","1,200.00","1,150.00","1,100.00","1,051.00","1,064.00","1,052.00","1,055.00","1,110.00","1,120.00","1,100.00","1,089.00","1,107.00","1,053.00","1,056.00","1,103.00","1,142.00","1,208.00","1,436.00","1,575.00","1,563.00","1,675.00","1,744.00","2,275.00","2,394.00","2,500.00","2,779.00","3,182.00","4,128.00","5,597.00","5,691.00","6,469.00","6,463.00","5,846.00","5,018.00"
Papua New Guinea,Asia & Oceania,(PGK/kg : G),Arabica,1.40,1.33,1.36,1.44,1.49,1.41,1.37,1.36,1.33,1.28,1.24,1.24,1.09,1.03,1.00,1.03,1.11,1.24,1.12,1.09,1.17,1.33,1.72,1.89,1.92,1.75,1.69,1.69,1.71,1.80,1.87,1.84,1.93,1.97,1.97,1.84,1.73,2.50,2.57,2.66,2.87,3.35,4.36,3.85,4.78,4.55,3.88,2.80
Papua New Guinea,Asia & Oceania,(PGK/kg : G),Robusta,0.60,0.63,0.65,0.64,0.64,0.56,0.60,0.53,0.61,0.64,0.64,0.68,0.68,0.68,0.71,0.72,0.84,0.91,0.89,0.79,0.77,0.83,1.00,1.17,1.17,1.17,1.17,1.17,1.20,1.20,1.20,1.20,1.14,1.16,1.20,1.20,1.15,1.59,1.58,1.57,1.55,1.96,2.58,2.53,3.21,3.18,2.61,2.25
Philippines,Asia & Oceania,(PHP/kg : G),Arabica,,,,,,,,,,,,,31.33,31.33,31.33,31.33,31.33,31.33,31.33,31.33,31.33,31.33,31.33,31.33,31.33,31.33,32.55,32.55,32.55,32.55,32.55,32.55,32.55,32.55,32.55,32.55,32.55,31.45,31.45,31.45,35.58,41.22,74.30,80.47,89.59,91.19,82.57,62.76
Philippines,Asia & Oceania,(PHP/kg : G),Robusta,24.62,20.58,17.16,16.53,16.19,15.89,17.95,20.63,24.33,25.66,25.66,25.66,25.16,25.16,23.33,23.33,23.33,23.33,23.33,23.33,23.33,23.33,23.33,26.33,26.33,26.33,27.55,27.55,27.55,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,29.58,29.58,29.58,33.77,37.57,72.42,78.10,87.35,86.97,77.11,60.09
Sri Lanka,Asia & Oceania,(LKR/kg : G),Arabica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.56,35.27,38.53,40.70,53.68,70.18,101.44,110.19,128.70,125.33,110.12,91.75
Sri Lanka,Asia & Oceania,(LKR/kg : G),Robusta,21.16,20.34,20.25,21.09,22.00,22.76,22.43,21.40,21.24,26.76,28.86,28.95,27.72,27.32,27.35,26.93,27.07,28.20,31.24,32.29,34.04,36.72,34.96,35.98,27.72,27.32,27.35,26.93,27.07,28.20,31.24,32.29,34.04,36.72,34.96,35.98,35.56,35.27,38.53,40.70,53.68,70.18,101.44,110.19,128.70,125.33,110.12,91.75
Thailand,Asia & Oceania,(THB/kg : G),Robusta,23.36,25.28,26.25,26.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.60,24.05,21.74,16.10,15.47,17.28,18.68,0.00,0.00,0.00,0.00,0.00,23.50,24.61,24.67,25.14,25.00,0.00,0.00,0.00,0.00,0.00,0.00,23.50,0.00,25.60,25.89,25.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.31
Viet Nam,Asia & Oceania,(VND/kg : G),Robusta,"6,500.00","6,500.00","6,500.00","6,500.00","6,500.00","6,500.00","6,500.00","6,500.00","6,500.00","7,500.00","7,500.00","7,500.00","7,500.00","7,500.00","7,500.00","7,500.00","7,500.00","7,500.00","7,500.00","7,500.00","7,500.00","7,800.00","7,800.00","7,800.00","7,800.00","7,800.00","7,800.00","7,800.00","7,800.00","7,800.00","7,800.00","7,800.00","7,800.00","9,000.00","9,000.00","9,050.00","9,100.00","11,000.00","10,500.00","11,500.00","17,500.00","22,000.00","29,000.00","31,000.00","28,000.00","28,600.00","27,500.00","24,200.00"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,Central America & Mexico,(CRC/SQ : G),Arabica,"6,406.00","6,406.00","6,406.00","6,406.00","6,406.00","6,406.00","6,406.00","6,406.00","6,406.00","6,860.00","6,860.00","6,860.00","6,860.00","6,860.00","6,860.00","6,860.00","6,860.00","6,860.00","6,860.00","6,860.00","6,860.00","6,635.70","6,636.00","6,636.00","6,636.00","6,636.00","6,636.00","6,636.00","6,636.00","6,636.00","6,636.00","6,636.00","6,636.00","11,430.00","11,586.00","11,732.00","11,826.00","11,896.00","11,951.00","12,005.00","12,051.00","12,115.79","12,208.00","12,302.00","12,450.00","15,673.69","15,673.69","15,673.69"
Cuba,Central America & Mexico,(CUP/28lb : F),Arabica,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80
Dominican Republic,Central America & Mexico,(DOP/SQ : G),Arabica,752.63,805.69,906.53,840.18,851.33,814.02,802.44,794.76,844.83,763.12,748.34,750.88,760.54,657.58,687.00,648.58,557.48,505.81,480.94,404.16,419.65,599.95,686.95,821.26,700.42,634.83,635.64,568.40,670.99,557.91,633.38,685.63,728.63,767.95,775.00,840.95,816.57,830.73,855.61,877.64,"1,069.59","1,394.89","2,260.44","2,061.88","2,348.53","1,985.12","1,853.28","1,686.65"
El Salvador,Central America & Mexico,(CES/SQ : G),Arabica,385.20,401.20,411.26,405.40,390.00,360.00,354.92,329.50,364.00,320.00,307.00,313.00,321.00,281.21,303.00,280.40,252.59,239.15,233.67,156.83,186.95,250.09,295.00,365.47,299.10,276.11,263.18,223.26,260.25,250.19,330.50,354.59,394.05,351.08,363.74,376.40,348.05,384.89,426.81,451.11,670.81,854.62,"1,424.90","1,221.55","1,425.25","1,245.76","1,099.67","1,011.38"
Guatemala,Central America & Mexico,(GTQ/SQ : G),Arabica,306.92,313.94,337.18,316.98,330.26,307.52,283.27,299.29,260.51,256.76,247.45,258.41,254.87,242.34,226.02,238.23,207.67,190.07,195.69,171.09,178.75,170.89,220.45,231.63,236.96,228.45,211.59,221.27,206.26,211.76,204.36,219.76,219.19,275.33,305.75,303.55,270.81,302.81,327.80,325.62,375.83,395.56,460.81,507.49,516.17,704.01,542.70,530.13
Haiti,Central America & Mexico,(HTG/kg : G),Arabica,2.96,2.96,2.96,2.96,3.17,3.17,3.17,3.17,3.17,3.17,3.17,2.10,2.05,1.95,1.90,1.80,1.95,1.80,1.75,1.70,1.70,1.48,1.83,2.63,2.99,3.16,3.46,3.35,3.69,3.30,3.65,3.79,4.14,5.48,5.55,6.53,6.69,6.95,7.07,8.50,7.25,7.60,6.19,10.21,7.28,9.00,11.00,14.00
Honduras,Central America & Mexico,(HNL/SQ : G),Arabica,323.12,331.18,352.43,351.68,357.37,338.02,296.99,280.00,291.22,263.15,273.27,264.51,259.21,248.54,250.54,252.29,244.34,232.68,227.14,203.87,178.28,184.19,174.25,226.56,264.47,243.72,257.50,220.65,238.22,239.86,208.94,206.19,228.27,228.27,290.26,320.14,316.70,321.18,392.14,387.41,305.00,442.99,600.00,950.82,"1,423.18","1,287.22","1,116.08","1,048.42"
Jamaica,Central America & Mexico,(JMD/60lb : F),Arabica,163.96,163.96,163.96,163.96,163.96,163.96,163.96,451.92,451.92,451.92,451.92,451.92,451.92,451.92,451.92,451.92,451.92,451.92,451.92,372.00,372.00,372.00,372.00,372.00,372.00,372.00,372.00,372.00,372.00,372.00,372.00,"1,076.00","1,076.00","1,076.00","1,076.00","1,076.00","1,076.00","1,076.00","1,076.00","1,076.00","1,076.00","1,076.00","1,076.00",800.00,800.00,800.00,800.00,800.00
Mexico,Central America & Mexico,(MXN/SQ : P),Arabica,"184,928.00","189,694.00","190,000.00","238,748.00","228,514.00","223,726.00","217,141.00","213,826.00","234,379.00","215,691.00","206,908.00","202,198.00","204,243.00","177,141.00","186,129.00","139,886.00","126,822.00","118,404.00","107,387.00","96,370.00","99,636.00",130.09,145.81,217.14,201.78,201.47,181.69,161.51,167.09,181.97,197.80,196.86,212.20,228.06,235.68,240.04,226.61,239.46,241.12,264.86,302.32,373.45,601.43,550.63,535.02,575.00,611.80,745.20
Nicaragua,Central America & Mexico,(NIO/SQ : G),Arabica,,,,,,,,,,223.80,223.80,223.80,223.80,223.80,223.80,223.80,223.80,223.80,223.80,223.80,223.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,Central America & Mexico,(PAB/SQ : G),Arabica,50.00,50.00,50.00,50.00,50.00,50.00,50.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,100.00,100.00,100.00
Trinidad & Tobago,Central America & Mexico,(TTD/lb : G),Robusta,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),South America,(BOB/SQ : P),Arabica,94.00,89.00,94.00,99.00,79.00,79.00,94.00,99.00,99.00,104.00,104.00,109.00,75.00,70.00,65.00,75.00,80.00,90.00,90.00,95.00,98.00,98.00,100.00,100.00,58.50,57.00,55.50,49.00,54.00,53.00,58.00,60.00,68.50,65.00,66.50,65.00,66.25,72.50,80.00,85.50,138.75,183.75,319.05,268.83,320.40,262.50,232.50,230.00
Brazil,South America,(BRL/60kg : G),Arabica,"9,893.81","12,452.50","14,753.96","16,086.51","16,280.00","16,830.00","17,559.00","22,000.00","24,651.00","38,000.00","41,000.00","53,000.00","74,755.07","83,500.00","102,500.00","117,500.00","122,500.00","147,766.00","197,500.00","202,500.00","269,787.00","580,222.26","785,985.98","923,708.52","1,075,239.97","1,264,918.19","1,526,114.86","1,579,802.21","2,234,270.90","2,871,958.05","4,382,197.09","6,554,662.80","8,773,923.99","11,800,086.75","16,165,668.55","17,915.06","30,982.68","46,471.84","68,393.40","109,236.18","264,125.74","408,650.00",204.52,186.58,181.88,166.97,158.69,138.98
Brazil,South America,(BRL/60kg : G),Robusta,"6,900.00","7,934.00","9,367.00","9,925.00","9,900.00","9,950.00","11,051.75","11,775.00","15,606.25","22,416.67","27,300.00","36,000.00","45,000.00","49,826.00","59,499.00","73,994.00","78,875.00","92,363.00","123,942.00","142,000.00","205,200.00","298,985.46","400,320.90","614,020.74","723,762.47","745,835.36","878,543.63","927,368.89","1,371,602.31","1,790,523.93","2,577,467.59","4,572,212.40","6,471,199.80","8,399,036.50","11,469,289.73","16,514.80","22,016.58","32,459.23","51,364.18","81,918.81","191,629.01","286,412.50",142.49,136.20,145.50,133.77,123.97,103.89
