,Unnamed: 0,Unnamed: 0.1,Country,Continents,Unit,Country_Code,Weight,Type,Type of Coffee,Date,Price,unit_price(/kg)
0,0,0,Burundi,Africa,kg,BIF,1,P,Arabica,Jan-1963,20.0,20.0
1,1,1,Cameroon,Africa,kg,XAF,1,G,Robusta,Jan-1963,90.3,90.3
2,2,2,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Jan-1963,80.0,80.0
3,5,5,Kenya,Africa,kg,KES,50,G,Arabica,Jan-1963,274.0,5.48
4,6,6,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Jan-1963,83.0,83.0
5,7,7,Togo,Africa,kg,XAF,1,G,Robusta,Jan-1963,65.0,65.0
6,8,8,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Jan-1963,229.22,4.99
7,11,11,Colombia,South America,kg,COP,125,P,Arabica,Jan-1963,555.52,4.44
8,596,596,Burundi,Africa,kg,BIF,1,P,Arabica,Feb-1963,20.0,20.0
9,597,597,Cameroon,Africa,kg,XAF,1,G,Robusta,Feb-1963,90.3,90.3
10,598,598,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Feb-1963,80.0,80.0
11,601,601,Kenya,Africa,kg,KES,50,G,Arabica,Feb-1963,274.0,5.48
12,602,602,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Feb-1963,83.0,83.0
13,603,603,Togo,Africa,kg,XAF,1,G,Robusta,Feb-1963,65.0,65.0
14,604,604,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Feb-1963,229.22,4.99
15,607,607,Colombia,South America,kg,COP,125,P,Arabica,Feb-1963,555.52,4.44
16,1192,1192,Burundi,Africa,kg,BIF,1,P,Arabica,Mar-1963,20.0,20.0
17,1193,1193,Cameroon,Africa,kg,XAF,1,G,Robusta,Mar-1963,90.3,90.3
18,1194,1194,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Mar-1963,80.0,80.0
19,1197,1197,Kenya,Africa,kg,KES,50,G,Arabica,Mar-1963,274.0,5.48
20,1198,1198,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Mar-1963,83.0,83.0
21,1199,1199,Togo,Africa,kg,XAF,1,G,Robusta,Mar-1963,65.0,65.0
22,1200,1200,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Mar-1963,229.22,4.99
23,1203,1203,Colombia,South America,kg,COP,125,P,Arabica,Mar-1963,555.52,4.44
24,1788,1788,Burundi,Africa,kg,BIF,1,P,Arabica,Apr-1963,20.5,20.5
25,1789,1789,Cameroon,Africa,kg,XAF,1,G,Robusta,Apr-1963,90.3,90.3
26,1790,1790,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Apr-1963,80.0,80.0
27,1793,1793,Kenya,Africa,kg,KES,50,G,Arabica,Apr-1963,274.0,5.48
28,1794,1794,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Apr-1963,83.0,83.0
29,1795,1795,Togo,Africa,kg,XAF,1,G,Robusta,Apr-1963,65.0,65.0
30,1796,1796,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Apr-1963,229.22,4.99
31,1799,1799,Colombia,South America,kg,COP,125,P,Arabica,Apr-1963,555.52,4.44
32,2384,2384,Burundi,Africa,kg,BIF,1,P,Arabica,May-1963,20.5,20.5
33,2385,2385,Cameroon,Africa,kg,XAF,1,G,Robusta,May-1963,90.3,90.3
34,2386,2386,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,May-1963,80.0,80.0
35,2389,2389,Kenya,Africa,kg,KES,50,G,Arabica,May-1963,274.0,5.48
36,2390,2390,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,May-1963,83.0,83.0
37,2391,2391,Togo,Africa,kg,XAF,1,G,Robusta,May-1963,65.0,65.0
38,2392,2392,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,May-1963,229.22,4.99
39,2395,2395,Colombia,South America,kg,COP,125,P,Arabica,May-1963,555.52,4.44
40,2980,2980,Burundi,Africa,kg,BIF,1,P,Arabica,Jun-1963,20.5,20.5
41,2981,2981,Cameroon,Africa,kg,XAF,1,G,Robusta,Jun-1963,90.3,90.3
42,2982,2982,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Jun-1963,80.0,80.0
43,2985,2985,Kenya,Africa,kg,KES,50,G,Arabica,Jun-1963,274.0,5.48
44,2986,2986,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Jun-1963,83.0,83.0
45,2987,2987,Togo,Africa,kg,XAF,1,G,Robusta,Jun-1963,65.0,65.0
46,2988,2988,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Jun-1963,229.22,4.99
47,2991,2991,Colombia,South America,kg,COP,125,P,Arabica,Jun-1963,555.52,4.44
48,3576,3576,Burundi,Africa,kg,BIF,1,P,Arabica,Jul-1963,20.5,20.5
49,3577,3577,Cameroon,Africa,kg,XAF,1,G,Robusta,Jul-1963,90.3,90.3
50,3578,3578,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Jul-1963,80.0,80.0
51,3581,3581,Kenya,Africa,kg,KES,50,G,Arabica,Jul-1963,274.0,5.48
52,3582,3582,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Jul-1963,83.0,83.0
53,3583,3583,Togo,Africa,kg,XAF,1,G,Robusta,Jul-1963,65.0,65.0
54,3584,3584,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Jul-1963,229.22,4.99
55,3587,3587,Colombia,South America,kg,COP,125,P,Arabica,Jul-1963,555.52,4.44
56,4172,4172,Burundi,Africa,kg,BIF,1,P,Arabica,Aug-1963,20.5,20.5
57,4173,4173,Cameroon,Africa,kg,XAF,1,G,Robusta,Aug-1963,90.3,90.3
58,4174,4174,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Aug-1963,80.0,80.0
59,4177,4177,Kenya,Africa,kg,KES,50,G,Arabica,Aug-1963,274.0,5.48
60,4178,4178,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Aug-1963,83.0,83.0
61,4179,4179,Togo,Africa,kg,XAF,1,G,Robusta,Aug-1963,65.0,65.0
62,4180,4180,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Aug-1963,229.22,4.99
63,4183,4183,Colombia,South America,kg,COP,125,P,Arabica,Aug-1963,555.52,4.44
64,4768,4768,Burundi,Africa,kg,BIF,1,P,Arabica,Sep-1963,20.5,20.5
65,4769,4769,Cameroon,Africa,kg,XAF,1,G,Robusta,Sep-1963,90.3,90.3
66,4770,4770,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Sep-1963,80.0,80.0
67,4773,4773,Kenya,Africa,kg,KES,50,G,Arabica,Sep-1963,330.0,6.6
68,4774,4774,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Sep-1963,83.0,83.0
69,4775,4775,Togo,Africa,kg,XAF,1,G,Robusta,Sep-1963,65.0,65.0
70,4776,4776,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Sep-1963,229.22,4.99
71,4779,4779,Colombia,South America,kg,COP,125,P,Arabica,Sep-1963,555.52,4.44
72,5364,5364,Burundi,Africa,kg,BIF,1,P,Arabica,Oct-1963,20.5,20.5
73,5365,5365,Cameroon,Africa,kg,XAF,1,G,Robusta,Oct-1963,102.0,102.0
74,5366,5366,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Oct-1963,80.0,80.0
75,5369,5369,Kenya,Africa,kg,KES,50,G,Arabica,Oct-1963,330.0,6.6
76,5370,5370,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Oct-1963,83.0,83.0
77,5371,5371,Togo,Africa,kg,XAF,1,G,Robusta,Oct-1963,75.0,75.0
78,5372,5372,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Oct-1963,250.46,5.46
79,5375,5375,Colombia,South America,kg,COP,125,P,Arabica,Oct-1963,555.52,4.44
80,5960,5960,Burundi,Africa,kg,BIF,1,P,Arabica,Nov-1963,20.5,20.5
81,5961,5961,Cameroon,Africa,kg,XAF,1,G,Robusta,Nov-1963,102.0,102.0
82,5962,5962,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Nov-1963,80.0,80.0
83,5965,5965,Kenya,Africa,kg,KES,50,G,Arabica,Nov-1963,330.0,6.6
84,5966,5966,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Nov-1963,83.0,83.0
85,5967,5967,Togo,Africa,kg,XAF,1,G,Robusta,Nov-1963,75.0,75.0
86,5968,5968,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Nov-1963,250.46,5.46
87,5971,5971,Colombia,South America,kg,COP,125,P,Arabica,Nov-1963,555.52,4.44
88,6556,6556,Burundi,Africa,kg,BIF,1,P,Arabica,Dec-1963,20.5,20.5
89,6557,6557,Cameroon,Africa,kg,XAF,1,G,Robusta,Dec-1963,102.0,102.0
90,6558,6558,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Dec-1963,80.0,80.0
91,6561,6561,Kenya,Africa,kg,KES,50,G,Arabica,Dec-1963,330.0,6.6
92,6562,6562,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Dec-1963,83.0,83.0
93,6563,6563,Togo,Africa,kg,XAF,1,G,Robusta,Dec-1963,75.0,75.0
94,6564,6564,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Dec-1963,250.46,5.46
95,6567,6567,Colombia,South America,kg,COP,125,P,Arabica,Dec-1963,555.52,4.44
96,7152,7152,Burundi,Africa,kg,BIF,1,P,Arabica,Jan-1964,20.5,20.5
97,7153,7153,Cameroon,Africa,kg,XAF,1,G,Robusta,Jan-1964,102.0,102.0
98,7154,7154,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Jan-1964,80.0,80.0
99,7157,7157,Kenya,Africa,kg,KES,50,G,Arabica,Jan-1964,330.0,6.6
100,7158,7158,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Jan-1964,83.0,83.0
101,7159,7159,Togo,Africa,kg,XAF,1,G,Robusta,Jan-1964,75.0,75.0
102,7160,7160,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Jan-1964,250.46,5.46
103,7162,7162,Brazil,South America,kg,CRZ,60,G,Arabica,Jan-1964,26455.2,440.92
104,7163,7163,Colombia,South America,kg,COP,125,P,Arabica,Jan-1964,718.2,5.75
105,7164,7164,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,Jan-1964,123.0,2.68
106,7748,7748,Burundi,Africa,kg,BIF,1,P,Arabica,Feb-1964,20.5,20.5
107,7749,7749,Cameroon,Africa,kg,XAF,1,G,Robusta,Feb-1964,102.0,102.0
108,7750,7750,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Feb-1964,80.0,80.0
109,7753,7753,Kenya,Africa,kg,KES,50,G,Arabica,Feb-1964,330.0,6.6
110,7754,7754,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Feb-1964,83.0,83.0
111,7755,7755,Togo,Africa,kg,XAF,1,G,Robusta,Feb-1964,75.0,75.0
112,7756,7756,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Feb-1964,250.46,5.46
113,7758,7758,Brazil,South America,kg,CRZ,60,G,Arabica,Feb-1964,26455.2,440.92
114,7759,7759,Colombia,South America,kg,COP,125,P,Arabica,Feb-1964,718.2,5.75
115,7760,7760,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,Feb-1964,123.0,2.68
116,8344,8344,Burundi,Africa,kg,BIF,1,P,Arabica,Mar-1964,20.5,20.5
117,8345,8345,Cameroon,Africa,kg,XAF,1,G,Robusta,Mar-1964,102.0,102.0
118,8346,8346,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Mar-1964,80.0,80.0
119,8349,8349,Kenya,Africa,kg,KES,50,G,Arabica,Mar-1964,330.0,6.6
120,8350,8350,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Mar-1964,83.0,83.0
121,8351,8351,Togo,Africa,kg,XAF,1,G,Robusta,Mar-1964,75.0,75.0
122,8352,8352,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Mar-1964,250.46,5.46
123,8354,8354,Brazil,South America,kg,CRZ,60,G,Arabica,Mar-1964,26455.2,440.92
124,8355,8355,Colombia,South America,kg,COP,125,P,Arabica,Mar-1964,718.2,5.75
125,8356,8356,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,Mar-1964,123.0,2.68
126,8940,8940,Burundi,Africa,kg,BIF,1,P,Arabica,Apr-1964,27.5,27.5
127,8941,8941,Cameroon,Africa,kg,XAF,1,G,Robusta,Apr-1964,102.0,102.0
128,8942,8942,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Apr-1964,80.0,80.0
129,8945,8945,Kenya,Africa,kg,KES,50,G,Arabica,Apr-1964,330.0,6.6
130,8946,8946,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Apr-1964,110.0,110.0
131,8947,8947,Togo,Africa,kg,XAF,1,G,Robusta,Apr-1964,75.0,75.0
132,8948,8948,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Apr-1964,250.46,5.46
133,8950,8950,Brazil,South America,kg,CRZ,60,G,Arabica,Apr-1964,26455.2,440.92
134,8951,8951,Colombia,South America,kg,COP,125,P,Arabica,Apr-1964,718.2,5.75
135,8952,8952,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,Apr-1964,123.0,2.68
136,9536,9536,Burundi,Africa,kg,BIF,1,P,Arabica,May-1964,27.5,27.5
137,9537,9537,Cameroon,Africa,kg,XAF,1,G,Robusta,May-1964,102.0,102.0
138,9538,9538,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,May-1964,80.0,80.0
139,9541,9541,Kenya,Africa,kg,KES,50,G,Arabica,May-1964,330.0,6.6
140,9542,9542,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,May-1964,110.0,110.0
141,9543,9543,Togo,Africa,kg,XAF,1,G,Robusta,May-1964,75.0,75.0
142,9544,9544,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,May-1964,250.46,5.46
143,9546,9546,Brazil,South America,kg,CRZ,60,G,Arabica,May-1964,26455.2,440.92
144,9547,9547,Colombia,South America,kg,COP,125,P,Arabica,May-1964,718.2,5.75
145,9548,9548,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,May-1964,123.0,2.68
146,10132,10132,Burundi,Africa,kg,BIF,1,P,Arabica,Jun-1964,27.5,27.5
147,10133,10133,Cameroon,Africa,kg,XAF,1,G,Robusta,Jun-1964,102.0,102.0
148,10134,10134,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Jun-1964,80.0,80.0
149,10137,10137,Kenya,Africa,kg,KES,50,G,Arabica,Jun-1964,330.0,6.6
150,10138,10138,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Jun-1964,110.0,110.0
151,10139,10139,Togo,Africa,kg,XAF,1,G,Robusta,Jun-1964,75.0,75.0
152,10140,10140,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Jun-1964,250.46,5.46
153,10142,10142,Brazil,South America,kg,CRZ,60,G,Arabica,Jun-1964,26455.2,440.92
154,10143,10143,Colombia,South America,kg,COP,125,P,Arabica,Jun-1964,718.2,5.75
155,10144,10144,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,Jun-1964,123.0,2.68
156,10728,10728,Burundi,Africa,kg,BIF,1,P,Arabica,Jul-1964,27.5,27.5
157,10729,10729,Cameroon,Africa,kg,XAF,1,G,Robusta,Jul-1964,102.0,102.0
158,10730,10730,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Jul-1964,80.0,80.0
159,10733,10733,Kenya,Africa,kg,KES,50,G,Arabica,Jul-1964,330.0,6.6
160,10734,10734,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Jul-1964,110.0,110.0
161,10735,10735,Togo,Africa,kg,XAF,1,G,Robusta,Jul-1964,75.0,75.0
162,10736,10736,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Jul-1964,250.46,5.46
163,10738,10738,Brazil,South America,kg,CRZ,60,G,Arabica,Jul-1964,26455.2,440.92
164,10739,10739,Colombia,South America,kg,COP,125,P,Arabica,Jul-1964,718.2,5.75
165,10740,10740,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,Jul-1964,123.0,2.68
166,11324,11324,Burundi,Africa,kg,BIF,1,P,Arabica,Aug-1964,27.5,27.5
167,11325,11325,Cameroon,Africa,kg,XAF,1,G,Robusta,Aug-1964,102.0,102.0
168,11326,11326,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Aug-1964,80.0,80.0
169,11329,11329,Kenya,Africa,kg,KES,50,G,Arabica,Aug-1964,330.0,6.6
170,11330,11330,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Aug-1964,110.0,110.0
171,11331,11331,Togo,Africa,kg,XAF,1,G,Robusta,Aug-1964,75.0,75.0
172,11332,11332,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Aug-1964,250.46,5.46
173,11334,11334,Brazil,South America,kg,CRZ,60,G,Arabica,Aug-1964,26455.2,440.92
174,11335,11335,Colombia,South America,kg,COP,125,P,Arabica,Aug-1964,718.2,5.75
175,11336,11336,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,Aug-1964,123.0,2.68
176,11920,11920,Burundi,Africa,kg,BIF,1,P,Arabica,Sep-1964,27.5,27.5
177,11921,11921,Cameroon,Africa,kg,XAF,1,G,Robusta,Sep-1964,102.0,102.0
178,11922,11922,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Sep-1964,80.0,80.0
179,11925,11925,Kenya,Africa,kg,KES,50,G,Arabica,Sep-1964,313.0,6.26
180,11926,11926,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Sep-1964,110.0,110.0
181,11927,11927,Togo,Africa,kg,XAF,1,G,Robusta,Sep-1964,75.0,75.0
182,11928,11928,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Sep-1964,250.46,5.46
183,11930,11930,Brazil,South America,kg,CRZ,60,G,Arabica,Sep-1964,26455.2,440.92
184,11931,11931,Colombia,South America,kg,COP,125,P,Arabica,Sep-1964,718.2,5.75
185,11932,11932,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,Sep-1964,123.0,2.68
186,12516,12516,Burundi,Africa,kg,BIF,1,P,Arabica,Oct-1964,27.5,27.5
187,12517,12517,Cameroon,Africa,kg,XAF,1,G,Robusta,Oct-1964,127.0,127.0
188,12518,12518,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Oct-1964,90.0,90.0
189,12519,12519,"Ethiopia, The Federal Dem. Rep. of",Africa,kg,ETB,17,G,Arabica,Oct-1964,23.39,1.38
190,12521,12521,Kenya,Africa,kg,KES,50,G,Arabica,Oct-1964,313.0,6.26
191,12522,12522,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Oct-1964,110.0,110.0
192,12523,12523,Togo,Africa,kg,XAF,1,G,Robusta,Oct-1964,75.0,75.0
193,12524,12524,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Oct-1964,228.81,4.98
194,12525,12525,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Oct-1964,36.8,0.8
195,12526,12526,Brazil,South America,kg,CRZ,60,G,Arabica,Oct-1964,39682.8,661.38
196,12527,12527,Colombia,South America,kg,COP,125,P,Arabica,Oct-1964,718.2,5.75
197,12528,12528,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,Oct-1964,123.0,2.68
198,13112,13112,Burundi,Africa,kg,BIF,1,P,Arabica,Nov-1964,27.5,27.5
199,13113,13113,Cameroon,Africa,kg,XAF,1,G,Robusta,Nov-1964,127.0,127.0
200,13114,13114,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Nov-1964,90.0,90.0
201,13115,13115,"Ethiopia, The Federal Dem. Rep. of",Africa,kg,ETB,17,G,Arabica,Nov-1964,23.39,1.38
202,13117,13117,Kenya,Africa,kg,KES,50,G,Arabica,Nov-1964,313.0,6.26
203,13118,13118,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Nov-1964,110.0,110.0
204,13119,13119,Togo,Africa,kg,XAF,1,G,Robusta,Nov-1964,75.0,75.0
205,13120,13120,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Nov-1964,228.81,4.98
206,13121,13121,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Nov-1964,36.8,0.8
207,13122,13122,Brazil,South America,kg,CRZ,60,G,Arabica,Nov-1964,39682.8,661.38
208,13123,13123,Colombia,South America,kg,COP,125,P,Arabica,Nov-1964,718.2,5.75
209,13124,13124,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,Nov-1964,123.0,2.68
210,13708,13708,Burundi,Africa,kg,BIF,1,P,Arabica,Dec-1964,27.5,27.5
211,13709,13709,Cameroon,Africa,kg,XAF,1,G,Robusta,Dec-1964,127.0,127.0
212,13710,13710,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Dec-1964,90.0,90.0
213,13711,13711,"Ethiopia, The Federal Dem. Rep. of",Africa,kg,ETB,17,G,Arabica,Dec-1964,23.39,1.38
214,13713,13713,Kenya,Africa,kg,KES,50,G,Arabica,Dec-1964,313.0,6.26
215,13714,13714,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Dec-1964,110.0,110.0
216,13715,13715,Togo,Africa,kg,XAF,1,G,Robusta,Dec-1964,75.0,75.0
217,13716,13716,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Dec-1964,228.81,4.98
218,13717,13717,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Dec-1964,36.8,0.8
219,13718,13718,Brazil,South America,kg,CRZ,60,G,Arabica,Dec-1964,39682.8,661.38
220,13719,13719,Colombia,South America,kg,COP,125,P,Arabica,Dec-1964,718.2,5.75
221,13720,13720,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,Dec-1964,123.0,2.68
222,14304,14304,Burundi,Africa,kg,BIF,1,P,Arabica,Jan-1965,27.5,27.5
223,14305,14305,Cameroon,Africa,kg,XAF,1,G,Robusta,Jan-1965,127.0,127.0
224,14306,14306,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Jan-1965,90.0,90.0
225,14307,14307,"Ethiopia, The Federal Dem. Rep. of",Africa,kg,ETB,17,G,Arabica,Jan-1965,23.39,1.38
226,14309,14309,Kenya,Africa,kg,KES,50,G,Arabica,Jan-1965,313.0,6.26
227,14310,14310,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Jan-1965,110.0,110.0
228,14311,14311,Togo,Africa,kg,XAF,1,G,Robusta,Jan-1965,75.0,75.0
229,14312,14312,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Jan-1965,228.81,4.98
230,14313,14313,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Jan-1965,36.8,0.8
231,14314,14314,Brazil,South America,kg,CRZ,60,G,Arabica,Jan-1965,26455.2,440.92
232,14315,14315,Colombia,South America,kg,COP,125,P,Arabica,Jan-1965,716.92,5.74
233,14316,14316,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,Jan-1965,123.0,2.68
234,14900,14900,Burundi,Africa,kg,BIF,1,P,Arabica,Feb-1965,27.5,27.5
235,14901,14901,Cameroon,Africa,kg,XAF,1,G,Robusta,Feb-1965,127.0,127.0
236,14902,14902,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Feb-1965,90.0,90.0
237,14903,14903,"Ethiopia, The Federal Dem. Rep. of",Africa,kg,ETB,17,G,Arabica,Feb-1965,23.39,1.38
238,14905,14905,Kenya,Africa,kg,KES,50,G,Arabica,Feb-1965,313.0,6.26
239,14906,14906,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Feb-1965,110.0,110.0
240,14907,14907,Togo,Africa,kg,XAF,1,G,Robusta,Feb-1965,75.0,75.0
241,14908,14908,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Feb-1965,228.81,4.98
242,14909,14909,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Feb-1965,36.8,0.8
243,14910,14910,Brazil,South America,kg,CRZ,60,G,Arabica,Feb-1965,26455.2,440.92
244,14911,14911,Colombia,South America,kg,COP,125,P,Arabica,Feb-1965,716.92,5.74
245,14912,14912,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,Feb-1965,123.0,2.68
246,15496,15496,Burundi,Africa,kg,BIF,1,P,Arabica,Mar-1965,27.5,27.5
247,15497,15497,Cameroon,Africa,kg,XAF,1,G,Robusta,Mar-1965,127.0,127.0
248,15498,15498,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Mar-1965,90.0,90.0
249,15499,15499,"Ethiopia, The Federal Dem. Rep. of",Africa,kg,ETB,17,G,Arabica,Mar-1965,23.39,1.38
250,15501,15501,Kenya,Africa,kg,KES,50,G,Arabica,Mar-1965,313.0,6.26
251,15502,15502,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Mar-1965,110.0,110.0
252,15503,15503,Togo,Africa,kg,XAF,1,G,Robusta,Mar-1965,75.0,75.0
253,15504,15504,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Mar-1965,228.81,4.98
254,15505,15505,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Mar-1965,36.8,0.8
255,15506,15506,Brazil,South America,kg,CRZ,60,G,Arabica,Mar-1965,26455.2,440.92
256,15507,15507,Colombia,South America,kg,COP,125,P,Arabica,Mar-1965,716.92,5.74
257,15508,15508,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,Mar-1965,123.0,2.68
258,16092,16092,Burundi,Africa,kg,BIF,1,P,Arabica,Apr-1965,35.0,35.0
259,16093,16093,Cameroon,Africa,kg,XAF,1,G,Robusta,Apr-1965,127.0,127.0
260,16094,16094,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Apr-1965,90.0,90.0
261,16095,16095,"Ethiopia, The Federal Dem. Rep. of",Africa,kg,ETB,17,G,Arabica,Apr-1965,23.39,1.38
262,16097,16097,Kenya,Africa,kg,KES,50,G,Arabica,Apr-1965,313.0,6.26
263,16098,16098,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Apr-1965,100.0,100.0
264,16099,16099,Togo,Africa,kg,XAF,1,G,Robusta,Apr-1965,75.0,75.0
265,16100,16100,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Apr-1965,228.81,4.98
266,16101,16101,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Apr-1965,36.8,0.8
267,16102,16102,Brazil,South America,kg,CRZ,60,G,Arabica,Apr-1965,26455.2,440.92
268,16103,16103,Colombia,South America,kg,COP,125,P,Arabica,Apr-1965,716.92,5.74
269,16104,16104,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,Apr-1965,123.0,2.68
270,16688,16688,Burundi,Africa,kg,BIF,1,P,Arabica,May-1965,35.0,35.0
