,Unnamed: 0,Unnamed: 0.1,Country,Continents,Unit,Country_Code,Weight,Type,Type of Coffee,Date,Price,unit_price(/kg)
7732,152757,152757,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,May-1984,280.0,280.0
7733,152758,152758,Nigeria,Africa,m,NGN,1,Ton,Robusta,May-1984,1097.89,1.1
7734,152759,152759,Rwanda,Africa,kg,RWF,1,P,Arabica,May-1984,120.0,120.0
7735,152760,152760,Sierra Leone,Africa,L,SLL,1,Ton,Robusta,May-1984,4256.22,4.19
7736,152761,152761,"Tanzania, United Rep. of",Africa,kg,TZS,1,P,Arabica,May-1984,25.0,25.0
7737,152763,152763,Togo,Africa,kg,XAF,1,G,Robusta,May-1984,290.0,290.0
7738,152764,152764,Uganda,Africa,kg,UGX,1,G,Arabica,May-1984,87.0,87.0
7739,152765,152765,Uganda,Africa,kg,UGX,1,G,Robusta,May-1984,100.0,100.0
7740,152766,152766,Zambia,Africa,kg,ZMK,1,G,Arabica,May-1984,2.08,2.08
7741,152767,152767,Zimbabwe,Africa,m,ZWD,1,Ton,Arabica,May-1984,2199.97,2.2
7742,152768,152768,India,Asia & Oceania,kg,INR,50,G,Arabica,May-1984,846.5,16.93
7743,152770,152770,Indonesia,Asia & Oceania,kg,IDR,1,G,Robusta,May-1984,1364.0,1364.0
7744,152771,152771,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,May-1984,1.29,1.29
7745,152773,152773,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,May-1984,34.3,34.3
7746,152774,152774,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,May-1984,44.5,44.5
7747,152775,152775,Vietnam,Asia & Oceania,kg,VND,1,G,Robusta,May-1984,12.78,12.78
7748,152776,152776,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,May-1984,2930.0,63.83
7749,152777,152777,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,May-1984,5.25,0.42
7750,152778,152778,Dominican Rep.,Central America & Mexico,SQ,DOP,1,G,Arabica,May-1984,115.27,2.51
7751,152779,152779,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,May-1984,180.0,3.92
7752,152780,152780,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,May-1984,120.2,2.62
7753,152781,152781,Haiti,Central America & Mexico,kg,HTG,1,G,Arabica,May-1984,8.95,8.95
7754,152782,152782,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,May-1984,155.5,3.39
7755,152783,152783,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,May-1984,33.2,1.23
7756,152784,152784,Mexico,Central America & Mexico,SQ,PMx,1,P,Arabica,May-1984,10983.0,239.28
7757,152785,152785,Nicaragua,Central America & Mexico,SQ,NCC,1,G,Arabica,May-1984,1600.0,34.86
7758,152786,152786,Panama,Central America & Mexico,SQ,PAB,1,G,Arabica,May-1984,90.0,1.96
7759,152787,152787,Trinidad and Tobago,Central America & Mexico,lb,TTD,1,G,Robusta,May-1984,3.8,8.44
7760,152788,152788,Bolivia,South America,SQ,BOB,1,P,Arabica,May-1984,56760.0,1236.6
7761,152789,152789,Brazil,South America,kg,BCZ,60,G,Arabica,May-1984,86746.6,1445.78
7762,152790,152790,Colombia,South America,kg,COP,125,P,Arabica,May-1984,15045.0,120.36
7763,152791,152791,Ecuador,South America,SQ,ECS,1,G,Arabica,May-1984,6714.0,146.27
7764,152793,152793,Peru,South America,kg,PES,1,P,Arabica,May-1984,4.98,4.98
7765,152794,152794,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,May-1984,800.0,17.43
7766,153338,153338,Angola,Africa,kg,ANK,1,D,Robusta,Jun-1984,30.5,30.5
7767,153339,153339,Benin,Africa,kg,XAF,1,G,Robusta,Jun-1984,235.0,235.0
7768,153340,153340,Burundi,Africa,kg,BIF,1,P,Arabica,Jun-1984,125.0,125.0
7769,153342,153342,Cameroon,Africa,kg,XAF,1,G,Robusta,Jun-1984,390.0,390.0
7770,153343,153343,Central African Rep.,Africa,kg,XAF,1,G,Robusta,Jun-1984,270.0,270.0
7771,153344,153344,"Congo, Rep. of",Africa,kg,XAF,1,G,Robusta,Jun-1984,201.0,201.0
7772,153345,153345,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Jun-1984,350.0,350.0
7773,153346,153346,"Congo, Dem. Rep. of the",Africa,kg,ZAA,1,P,Robusta,Jun-1984,1725.0,1725.0
7774,153347,153347,"Ethiopia, The Federal Dem. Rep. of",Africa,kg,ETB,17,G,Arabica,Jun-1984,40.18,2.36
7775,153348,153348,Gabon,Africa,kg,XAF,1,D,Robusta,Jun-1984,215.0,215.0
7776,153349,153349,Ghana,Africa,kg,GHC,60,G,Robusta,Jun-1984,1800.0,30.0
7777,153350,153350,Guinea,Africa,kg,GNF,1,G,Robusta,Jun-1984,55.0,55.0
7778,153351,153351,Kenya,Africa,kg,KES,50,G,Arabica,Jun-1984,1833.0,36.66
7779,153353,153353,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Jun-1984,330.0,330.0
7780,153354,153354,Nigeria,Africa,m,NGN,1,Ton,Robusta,Jun-1984,1097.89,1.1
7781,153355,153355,Rwanda,Africa,kg,RWF,1,P,Arabica,Jun-1984,120.0,120.0
7782,153356,153356,Sierra Leone,Africa,L,SLL,1,Ton,Robusta,Jun-1984,4256.22,4.19
7783,153357,153357,"Tanzania, United Rep. of",Africa,kg,TZS,1,P,Arabica,Jun-1984,25.0,25.0
7784,153359,153359,Togo,Africa,kg,XAF,1,G,Robusta,Jun-1984,290.0,290.0
7785,153360,153360,Uganda,Africa,kg,UGX,1,G,Arabica,Jun-1984,70.0,70.0
7786,153361,153361,Uganda,Africa,kg,UGX,1,G,Robusta,Jun-1984,113.0,113.0
7787,153362,153362,Zambia,Africa,kg,ZMK,1,G,Arabica,Jun-1984,2.08,2.08
7788,153363,153363,Zimbabwe,Africa,m,ZWD,1,Ton,Arabica,Jun-1984,2199.97,2.2
7789,153364,153364,India,Asia & Oceania,kg,INR,50,G,Arabica,Jun-1984,846.5,16.93
7790,153366,153366,Indonesia,Asia & Oceania,kg,IDR,1,G,Robusta,Jun-1984,1112.0,1112.0
7791,153367,153367,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Jun-1984,1.4,1.4
7792,153369,153369,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Jun-1984,38.27,38.27
7793,153370,153370,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Jun-1984,42.5,42.5
7794,153371,153371,Vietnam,Asia & Oceania,kg,VND,1,G,Robusta,Jun-1984,12.78,12.78
7795,153372,153372,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Jun-1984,2930.0,63.83
7796,153373,153373,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Jun-1984,5.25,0.42
7797,153374,153374,Dominican Rep.,Central America & Mexico,SQ,DOP,1,G,Arabica,Jun-1984,141.59,3.08
7798,153375,153375,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Jun-1984,180.0,3.92
7799,153376,153376,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Jun-1984,116.3,2.53
7800,153377,153377,Haiti,Central America & Mexico,kg,HTG,1,G,Arabica,Jun-1984,8.7,8.7
7801,153378,153378,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Jun-1984,158.4,3.45
7802,153379,153379,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Jun-1984,33.2,1.23
7803,153380,153380,Mexico,Central America & Mexico,SQ,PMx,1,P,Arabica,Jun-1984,10983.0,239.28
7804,153381,153381,Nicaragua,Central America & Mexico,SQ,NCC,1,G,Arabica,Jun-1984,1600.0,34.86
7805,153382,153382,Panama,Central America & Mexico,SQ,PAB,1,G,Arabica,Jun-1984,90.0,1.96
7806,153383,153383,Trinidad and Tobago,Central America & Mexico,lb,TTD,1,G,Robusta,Jun-1984,3.8,8.44
7807,153384,153384,Bolivia,South America,SQ,BOB,1,P,Arabica,Jun-1984,78260.0,1705.01
7808,153385,153385,Brazil,South America,kg,BCZ,60,G,Arabica,Jun-1984,107474.25,1791.24
7809,153386,153386,Colombia,South America,kg,COP,125,P,Arabica,Jun-1984,15199.99,121.6
7810,153387,153387,Ecuador,South America,SQ,ECS,1,G,Arabica,Jun-1984,6678.0,145.49
7811,153389,153389,Peru,South America,kg,PES,1,P,Arabica,Jun-1984,6.96,6.96
7812,153390,153390,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,Jun-1984,800.0,17.43
7813,153934,153934,Angola,Africa,kg,ANK,1,D,Robusta,Jul-1984,30.5,30.5
7814,153935,153935,Benin,Africa,kg,XAF,1,G,Robusta,Jul-1984,235.0,235.0
7815,153936,153936,Burundi,Africa,kg,BIF,1,P,Arabica,Jul-1984,125.0,125.0
7816,153938,153938,Cameroon,Africa,kg,XAF,1,G,Robusta,Jul-1984,390.0,390.0
7817,153939,153939,Central African Rep.,Africa,kg,XAF,1,G,Robusta,Jul-1984,270.0,270.0
7818,153940,153940,"Congo, Rep. of",Africa,kg,XAF,1,G,Robusta,Jul-1984,210.0,210.0
7819,153941,153941,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Jul-1984,350.0,350.0
7820,153942,153942,"Congo, Dem. Rep. of the",Africa,kg,ZAA,1,P,Robusta,Jul-1984,1800.0,1800.0
7821,153943,153943,"Ethiopia, The Federal Dem. Rep. of",Africa,kg,ETB,17,G,Arabica,Jul-1984,38.51,2.27
7822,153944,153944,Gabon,Africa,kg,XAF,1,D,Robusta,Jul-1984,215.0,215.0
7823,153945,153945,Ghana,Africa,kg,GHC,60,G,Robusta,Jul-1984,1800.0,30.0
7824,153946,153946,Guinea,Africa,kg,GNF,1,G,Robusta,Jul-1984,55.0,55.0
7825,153947,153947,Kenya,Africa,kg,KES,50,G,Arabica,Jul-1984,1833.0,36.66
7826,153949,153949,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Jul-1984,330.0,330.0
7827,153950,153950,Nigeria,Africa,m,NGN,1,Ton,Robusta,Jul-1984,1097.89,1.1
7828,153951,153951,Rwanda,Africa,kg,RWF,1,P,Arabica,Jul-1984,120.0,120.0
7829,153952,153952,Sierra Leone,Africa,L,SLL,1,Ton,Robusta,Jul-1984,5376.22,5.29
7830,153953,153953,"Tanzania, United Rep. of",Africa,kg,TZS,1,P,Arabica,Jul-1984,29.37,29.37
7831,153955,153955,Togo,Africa,kg,XAF,1,G,Robusta,Jul-1984,290.0,290.0
7832,153956,153956,Uganda,Africa,kg,UGX,1,G,Arabica,Jul-1984,105.0,105.0
7833,153957,153957,Uganda,Africa,kg,UGX,1,G,Robusta,Jul-1984,130.01,130.01
7834,153958,153958,Zambia,Africa,kg,ZMK,1,G,Arabica,Jul-1984,4.0,4.0
7835,153959,153959,Zimbabwe,Africa,m,ZWD,1,Ton,Arabica,Jul-1984,2199.97,2.2
7836,153960,153960,India,Asia & Oceania,kg,INR,50,G,Arabica,Jul-1984,846.5,16.93
7837,153962,153962,Indonesia,Asia & Oceania,kg,IDR,1,G,Robusta,Jul-1984,1185.0,1185.0
7838,153963,153963,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Jul-1984,1.41,1.41
7839,153965,153965,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Jul-1984,38.93,38.93
7840,153966,153966,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Jul-1984,37.0,37.0
7841,153967,153967,Vietnam,Asia & Oceania,kg,VND,1,G,Robusta,Jul-1984,12.78,12.78
7842,153968,153968,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Jul-1984,2930.0,63.83
7843,153969,153969,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Jul-1984,5.25,0.42
7844,153970,153970,Dominican Rep.,Central America & Mexico,SQ,DOP,1,G,Arabica,Jul-1984,140.34,3.06
7845,153971,153971,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Jul-1984,180.0,3.92
7846,153972,153972,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Jul-1984,118.7,2.59
7847,153973,153973,Haiti,Central America & Mexico,kg,HTG,1,G,Arabica,Jul-1984,7.8,7.8
7848,153974,153974,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Jul-1984,155.4,3.39
7849,153975,153975,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Jul-1984,33.2,1.23
7850,153976,153976,Mexico,Central America & Mexico,SQ,PMx,1,P,Arabica,Jul-1984,13652.0,297.43
7851,153977,153977,Nicaragua,Central America & Mexico,SQ,NCC,1,G,Arabica,Jul-1984,1600.0,34.86
7852,153978,153978,Panama,Central America & Mexico,SQ,PAB,1,G,Arabica,Jul-1984,90.0,1.96
7853,153979,153979,Trinidad and Tobago,Central America & Mexico,lb,TTD,1,G,Robusta,Jul-1984,3.8,8.44
7854,153980,153980,Bolivia,South America,SQ,BOB,1,P,Arabica,Jul-1984,123900.0,2699.35
7855,153981,153981,Brazil,South America,kg,BCZ,60,G,Arabica,Jul-1984,127725.71,2128.76
7856,153982,153982,Colombia,South America,kg,COP,125,P,Arabica,Jul-1984,15199.99,121.6
7857,153983,153983,Ecuador,South America,SQ,ECS,1,G,Arabica,Jul-1984,6502.0,141.66
7858,153985,153985,Peru,South America,kg,PES,1,P,Arabica,Jul-1984,8.0,8.0
7859,153986,153986,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,Jul-1984,800.0,17.43
7860,154530,154530,Angola,Africa,kg,ANK,1,D,Robusta,Aug-1984,30.5,30.5
7861,154531,154531,Benin,Africa,kg,XAF,1,G,Robusta,Aug-1984,235.0,235.0
7862,154532,154532,Burundi,Africa,kg,BIF,1,P,Arabica,Aug-1984,125.0,125.0
7863,154534,154534,Cameroon,Africa,kg,XAF,1,G,Robusta,Aug-1984,390.0,390.0
7864,154535,154535,Central African Rep.,Africa,kg,XAF,1,G,Robusta,Aug-1984,270.0,270.0
7865,154536,154536,"Congo, Rep. of",Africa,kg,XAF,1,G,Robusta,Aug-1984,210.0,210.0
7866,154537,154537,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Aug-1984,350.0,350.0
7867,154538,154538,"Congo, Dem. Rep. of the",Africa,kg,ZAA,1,P,Robusta,Aug-1984,1857.0,1857.0
7868,154539,154539,"Ethiopia, The Federal Dem. Rep. of",Africa,kg,ETB,17,G,Arabica,Aug-1984,39.85,2.34
7869,154540,154540,Gabon,Africa,kg,XAF,1,D,Robusta,Aug-1984,215.0,215.0
7870,154541,154541,Ghana,Africa,kg,GHC,60,G,Robusta,Aug-1984,1800.0,30.0
7871,154542,154542,Guinea,Africa,kg,GNF,1,G,Robusta,Aug-1984,55.0,55.0
7872,154543,154543,Kenya,Africa,kg,KES,50,G,Arabica,Aug-1984,1833.0,36.66
7873,154545,154545,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Aug-1984,330.0,330.0
7874,154546,154546,Nigeria,Africa,m,NGN,1,Ton,Robusta,Aug-1984,1097.89,1.1
7875,154547,154547,Rwanda,Africa,kg,RWF,1,P,Arabica,Aug-1984,120.0,120.0
7876,154548,154548,Sierra Leone,Africa,L,SLL,1,Ton,Robusta,Aug-1984,5376.22,5.29
7877,154549,154549,"Tanzania, United Rep. of",Africa,kg,TZS,1,P,Arabica,Aug-1984,29.37,29.37
7878,154551,154551,Togo,Africa,kg,XAF,1,G,Robusta,Aug-1984,290.0,290.0
7879,154552,154552,Uganda,Africa,kg,UGX,1,G,Arabica,Aug-1984,105.0,105.0
7880,154553,154553,Uganda,Africa,kg,UGX,1,G,Robusta,Aug-1984,130.01,130.01
7881,154554,154554,Zambia,Africa,kg,ZMK,1,G,Arabica,Aug-1984,4.0,4.0
7882,154555,154555,Zimbabwe,Africa,m,ZWD,1,Ton,Arabica,Aug-1984,2199.97,2.2
7883,154556,154556,India,Asia & Oceania,kg,INR,50,G,Arabica,Aug-1984,846.5,16.93
7884,154558,154558,Indonesia,Asia & Oceania,kg,IDR,1,G,Robusta,Aug-1984,943.0,943.0
7885,154559,154559,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Aug-1984,1.47,1.47
7886,154561,154561,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Aug-1984,39.25,39.25
7887,154562,154562,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Aug-1984,37.0,37.0
7888,154563,154563,Vietnam,Asia & Oceania,kg,VND,1,G,Robusta,Aug-1984,12.78,12.78
7889,154564,154564,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Aug-1984,2930.0,63.83
7890,154565,154565,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Aug-1984,5.25,0.42
7891,154566,154566,Dominican Rep.,Central America & Mexico,SQ,DOP,1,G,Arabica,Aug-1984,131.84,2.87
7892,154567,154567,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Aug-1984,180.0,3.92
7893,154568,154568,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Aug-1984,110.2,2.4
7894,154569,154569,Haiti,Central America & Mexico,kg,HTG,1,G,Arabica,Aug-1984,7.55,7.55
7895,154570,154570,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Aug-1984,157.4,3.43
7896,154571,154571,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Aug-1984,51.88,1.92
7897,154572,154572,Mexico,Central America & Mexico,SQ,PMx,1,P,Arabica,Aug-1984,13652.0,297.43
7898,154573,154573,Nicaragua,Central America & Mexico,SQ,NCC,1,G,Arabica,Aug-1984,1600.0,34.86
7899,154574,154574,Panama,Central America & Mexico,SQ,PAB,1,G,Arabica,Aug-1984,90.0,1.96
7900,154575,154575,Trinidad and Tobago,Central America & Mexico,lb,TTD,1,G,Robusta,Aug-1984,3.8,8.44
7901,154576,154576,Bolivia,South America,SQ,BOB,1,P,Arabica,Aug-1984,200000.0,4357.3
7902,154577,154577,Brazil,South America,kg,BCZ,60,G,Arabica,Aug-1984,138506.2,2308.44
7903,154578,154578,Colombia,South America,kg,COP,125,P,Arabica,Aug-1984,15839.0,126.71
7904,154579,154579,Ecuador,South America,SQ,ECS,1,G,Arabica,Aug-1984,6985.0,152.18
7905,154581,154581,Peru,South America,kg,PES,1,P,Arabica,Aug-1984,8.63,8.63
7906,154582,154582,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,Aug-1984,800.0,17.43
7907,155126,155126,Angola,Africa,kg,ANK,1,D,Robusta,Sep-1984,30.5,30.5
7908,155127,155127,Benin,Africa,kg,XAF,1,G,Robusta,Sep-1984,235.0,235.0
7909,155128,155128,Burundi,Africa,kg,BIF,1,P,Arabica,Sep-1984,125.0,125.0
7910,155130,155130,Cameroon,Africa,kg,XAF,1,G,Robusta,Sep-1984,390.0,390.0
7911,155131,155131,Central African Rep.,Africa,kg,XAF,1,G,Robusta,Sep-1984,270.0,270.0
7912,155132,155132,"Congo, Rep. of",Africa,kg,XAF,1,G,Robusta,Sep-1984,210.0,210.0
7913,155133,155133,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Sep-1984,350.0,350.0
7914,155134,155134,"Congo, Dem. Rep. of the",Africa,kg,ZAA,1,P,Robusta,Sep-1984,2000.0,2000.0
7915,155135,155135,"Ethiopia, The Federal Dem. Rep. of",Africa,kg,ETB,17,G,Arabica,Sep-1984,38.27,2.25
7916,155136,155136,Gabon,Africa,kg,XAF,1,D,Robusta,Sep-1984,215.0,215.0
7917,155137,155137,Ghana,Africa,kg,GHC,60,G,Robusta,Sep-1984,1800.0,30.0
7918,155138,155138,Guinea,Africa,kg,GNF,1,G,Robusta,Sep-1984,55.0,55.0
7919,155139,155139,Kenya,Africa,kg,KES,50,G,Arabica,Sep-1984,1833.0,36.66
7920,155141,155141,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Sep-1984,330.0,330.0
7921,155142,155142,Nigeria,Africa,m,NGN,1,Ton,Robusta,Sep-1984,1097.89,1.1
7922,155143,155143,Rwanda,Africa,kg,RWF,1,P,Arabica,Sep-1984,120.0,120.0
7923,155144,155144,Sierra Leone,Africa,L,SLL,1,Ton,Robusta,Sep-1984,5376.22,5.29
7924,155145,155145,"Tanzania, United Rep. of",Africa,kg,TZS,1,P,Arabica,Sep-1984,29.37,29.37
7925,155147,155147,Togo,Africa,kg,XAF,1,G,Robusta,Sep-1984,290.0,290.0
7926,155148,155148,Uganda,Africa,kg,UGX,1,G,Arabica,Sep-1984,1.05,1.05
7927,155149,155149,Uganda,Africa,kg,UGX,1,G,Robusta,Sep-1984,1.3,1.3
7928,155150,155150,Zambia,Africa,kg,ZMK,1,G,Arabica,Sep-1984,4.0,4.0
7929,155151,155151,Zimbabwe,Africa,m,ZWD,1,Ton,Arabica,Sep-1984,2199.97,2.2
7930,155152,155152,India,Asia & Oceania,kg,INR,50,G,Arabica,Sep-1984,846.5,16.93
7931,155154,155154,Indonesia,Asia & Oceania,kg,IDR,1,G,Robusta,Sep-1984,834.0,834.0
7932,155155,155155,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Sep-1984,1.57,1.57
7933,155157,155157,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Sep-1984,37.46,37.46
7934,155158,155158,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Sep-1984,37.0,37.0
7935,155159,155159,Vietnam,Asia & Oceania,kg,VND,1,G,Robusta,Sep-1984,12.78,12.78
7936,155160,155160,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Sep-1984,2930.0,63.83
7937,155161,155161,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Sep-1984,5.25,0.42
7938,155162,155162,Dominican Rep.,Central America & Mexico,SQ,DOP,1,G,Arabica,Sep-1984,129.82,2.83
7939,155163,155163,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Sep-1984,180.0,3.92
7940,155164,155164,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Sep-1984,117.4,2.56
7941,155165,155165,Haiti,Central America & Mexico,kg,HTG,1,G,Arabica,Sep-1984,7.45,7.45
7942,155166,155166,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Sep-1984,136.1,2.97
7943,155167,155167,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Sep-1984,51.88,1.92
7944,155168,155168,Mexico,Central America & Mexico,SQ,PMx,1,P,Arabica,Sep-1984,13652.0,297.43
7945,155169,155169,Nicaragua,Central America & Mexico,SQ,NCC,1,G,Arabica,Sep-1984,1600.0,34.86
7946,155170,155170,Panama,Central America & Mexico,SQ,PAB,1,G,Arabica,Sep-1984,90.0,1.96
7947,155171,155171,Trinidad and Tobago,Central America & Mexico,lb,TTD,1,G,Robusta,Sep-1984,3.8,8.44
7948,155172,155172,Bolivia,South America,SQ,BOB,1,P,Arabica,Sep-1984,250000.0,5446.62
7949,155173,155173,Brazil,South America,kg,BCZ,60,G,Arabica,Sep-1984,159154.48,2652.57
7950,155174,155174,Colombia,South America,kg,COP,125,P,Arabica,Sep-1984,16300.0,130.4
7951,155175,155175,Ecuador,South America,SQ,ECS,1,G,Arabica,Sep-1984,7103.0,154.75
7952,155177,155177,Peru,South America,kg,PES,1,P,Arabica,Sep-1984,9.15,9.15
7953,155178,155178,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,Sep-1984,800.0,17.43
7954,155722,155722,Angola,Africa,kg,ANK,1,D,Robusta,Oct-1984,30.5,30.5
7955,155723,155723,Benin,Africa,kg,XAF,1,G,Robusta,Oct-1984,235.0,235.0
7956,155724,155724,Burundi,Africa,kg,BIF,1,P,Arabica,Oct-1984,125.0,125.0
7957,155726,155726,Cameroon,Africa,kg,XAF,1,G,Robusta,Oct-1984,430.0,430.0
7958,155727,155727,Central African Rep.,Africa,kg,XAF,1,G,Robusta,Oct-1984,270.0,270.0
7959,155728,155728,"Congo, Rep. of",Africa,kg,XAF,1,G,Robusta,Oct-1984,210.0,210.0
7960,155729,155729,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Oct-1984,380.0,380.0
7961,155730,155730,"Congo, Dem. Rep. of the",Africa,kg,ZAA,1,P,Robusta,Oct-1984,1600.0,1600.0
7962,155731,155731,"Ethiopia, The Federal Dem. Rep. of",Africa,kg,ETB,17,G,Arabica,Oct-1984,37.86,2.23
7963,155732,155732,Gabon,Africa,kg,XAF,1,D,Robusta,Oct-1984,250.0,250.0
7964,155733,155733,Ghana,Africa,kg,GHC,60,G,Robusta,Oct-1984,1800.0,30.0
7965,155734,155734,Guinea,Africa,kg,GNF,1,G,Robusta,Oct-1984,55.0,55.0
7966,155735,155735,Kenya,Africa,kg,KES,50,G,Arabica,Oct-1984,2330.0,46.6
7967,155737,155737,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,Oct-1984,330.0,330.0
7968,155738,155738,Nigeria,Africa,m,NGN,1,Ton,Robusta,Oct-1984,1248.02,1.25
7969,155739,155739,Rwanda,Africa,kg,RWF,1,P,Arabica,Oct-1984,120.0,120.0
7970,155740,155740,Sierra Leone,Africa,L,SLL,1,Ton,Robusta,Oct-1984,5376.22,5.29
7971,155741,155741,"Tanzania, United Rep. of",Africa,kg,TZS,1,P,Arabica,Oct-1984,29.37,29.37
7972,155743,155743,Togo,Africa,kg,XAF,1,G,Robusta,Oct-1984,315.0,315.0
7973,155744,155744,Uganda,Africa,kg,UGX,1,G,Arabica,Oct-1984,1.11,1.11
7974,155745,155745,Uganda,Africa,kg,UGX,1,G,Robusta,Oct-1984,1.38,1.38
7975,155746,155746,Zambia,Africa,kg,ZMK,1,G,Arabica,Oct-1984,4.0,4.0
7976,155747,155747,Zimbabwe,Africa,m,ZWD,1,Ton,Arabica,Oct-1984,2199.97,2.2
7977,155748,155748,India,Asia & Oceania,kg,INR,50,G,Arabica,Oct-1984,987.59,19.75
7978,155750,155750,Indonesia,Asia & Oceania,kg,IDR,1,G,Robusta,Oct-1984,829.0,829.0
7979,155751,155751,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Oct-1984,1.6,1.6
7980,155753,155753,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Oct-1984,41.63,41.63
7981,155754,155754,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Oct-1984,38.5,38.5
7982,155755,155755,Vietnam,Asia & Oceania,kg,VND,1,G,Robusta,Oct-1984,26.81,26.81
7983,155756,155756,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Oct-1984,3427.0,74.66
7984,155757,155757,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Oct-1984,5.25,0.42
7985,155758,155758,Dominican Rep.,Central America & Mexico,SQ,DOP,1,G,Arabica,Oct-1984,184.0,4.01
7986,155759,155759,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Oct-1984,180.0,3.92
7987,155760,155760,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Oct-1984,116.9,2.55
7988,155761,155761,Haiti,Central America & Mexico,kg,HTG,1,G,Arabica,Oct-1984,7.16,7.16
7989,155762,155762,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Oct-1984,147.0,3.2
7990,155763,155763,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Oct-1984,51.88,1.92
7991,155764,155764,Mexico,Central America & Mexico,SQ,PMx,1,P,Arabica,Oct-1984,14583.0,317.71
7992,155765,155765,Nicaragua,Central America & Mexico,SQ,NCC,1,G,Arabica,Oct-1984,2400.0,52.29
