,Country,Continents,Unit,Country_Code,Weight,Type,Type of Coffee,Price,unit_price(/kg),Datetime,Year,Month,Scale,Conversions_Numeric
0,Burundi,Africa,kg,BIF,1,P,Arabica,20.0,20.0,1963-01-01,1963,1,Units,50.00000004899999
1,Burundi,Africa,kg,BIF,1,P,Arabica,20.0,20.0,1963-02-01,1963,2,Units,50.00000004899999
2,Burundi,Africa,kg,BIF,1,P,Arabica,20.0,20.0,1963-03-01,1963,3,Units,50.00000004899999
3,Burundi,Africa,kg,BIF,1,P,Arabica,20.5,20.5,1963-04-01,1963,4,Units,50.00000004899999
4,Burundi,Africa,kg,BIF,1,P,Arabica,20.5,20.5,1963-05-01,1963,5,Units,50.00000004899999
5,Burundi,Africa,kg,BIF,1,P,Arabica,20.5,20.5,1963-06-01,1963,6,Units,50.00000004899999
6,Burundi,Africa,kg,BIF,1,P,Arabica,20.5,20.5,1963-07-01,1963,7,Units,50.00000004899999
7,Burundi,Africa,kg,BIF,1,P,Arabica,20.5,20.5,1963-08-01,1963,8,Units,50.00000004899999
8,Burundi,Africa,kg,BIF,1,P,Arabica,20.5,20.5,1963-09-01,1963,9,Units,50.00000004899999
9,Burundi,Africa,kg,BIF,1,P,Arabica,20.5,20.5,1963-10-01,1963,10,Units,50.00000004899999
10,Burundi,Africa,kg,BIF,1,P,Arabica,20.5,20.5,1963-11-01,1963,11,Units,50.00000004899999
11,Burundi,Africa,kg,BIF,1,P,Arabica,20.5,20.5,1963-12-01,1963,12,Units,50.00000004899999
12,Cameroon,Africa,kg,XAF,1,G,Robusta,90.3,90.3,1963-01-01,1963,1,Units,245.016350696075
13,Cameroon,Africa,kg,XAF,1,G,Robusta,90.3,90.3,1963-02-01,1963,2,Units,245.016350696075
14,Cameroon,Africa,kg,XAF,1,G,Robusta,90.3,90.3,1963-03-01,1963,3,Units,245.016350696075
15,Cameroon,Africa,kg,XAF,1,G,Robusta,90.3,90.3,1963-04-01,1963,4,Units,245.016350696075
16,Cameroon,Africa,kg,XAF,1,G,Robusta,90.3,90.3,1963-05-01,1963,5,Units,245.016350696075
17,Cameroon,Africa,kg,XAF,1,G,Robusta,90.3,90.3,1963-06-01,1963,6,Units,245.016350696075
18,Cameroon,Africa,kg,XAF,1,G,Robusta,90.3,90.3,1963-07-01,1963,7,Units,245.016350696075
19,Cameroon,Africa,kg,XAF,1,G,Robusta,90.3,90.3,1963-08-01,1963,8,Units,245.016350696075
20,Cameroon,Africa,kg,XAF,1,G,Robusta,90.3,90.3,1963-09-01,1963,9,Units,245.016350696075
21,Cameroon,Africa,kg,XAF,1,G,Robusta,102.0,102.0,1963-10-01,1963,10,Units,245.016350696075
22,Cameroon,Africa,kg,XAF,1,G,Robusta,102.0,102.0,1963-11-01,1963,11,Units,245.016350696075
23,Cameroon,Africa,kg,XAF,1,G,Robusta,102.0,102.0,1963-12-01,1963,12,Units,245.016350696075
24,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,80.0,80.0,1963-01-01,1963,1,Units,245.016350696075
25,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,80.0,80.0,1963-02-01,1963,2,Units,245.016350696075
26,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,80.0,80.0,1963-03-01,1963,3,Units,245.016350696075
27,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,80.0,80.0,1963-04-01,1963,4,Units,245.016350696075
28,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,80.0,80.0,1963-05-01,1963,5,Units,245.016350696075
29,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,80.0,80.0,1963-06-01,1963,6,Units,245.016350696075
30,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,80.0,80.0,1963-07-01,1963,7,Units,245.016350696075
31,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,80.0,80.0,1963-08-01,1963,8,Units,245.016350696075
32,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,80.0,80.0,1963-09-01,1963,9,Units,245.016350696075
33,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,80.0,80.0,1963-10-01,1963,10,Units,245.016350696075
34,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,80.0,80.0,1963-11-01,1963,11,Units,245.016350696075
35,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,80.0,80.0,1963-12-01,1963,12,Units,245.016350696075
36,Kenya,Africa,kg,KES,50,G,Arabica,274.0,5.48,1963-01-01,1963,1,Units,7.14286000614286
37,Kenya,Africa,kg,KES,50,G,Arabica,274.0,5.48,1963-02-01,1963,2,Units,7.14286000614286
38,Kenya,Africa,kg,KES,50,G,Arabica,274.0,5.48,1963-03-01,1963,3,Units,7.14286000614286
39,Kenya,Africa,kg,KES,50,G,Arabica,274.0,5.48,1963-04-01,1963,4,Units,7.14286000614286
40,Kenya,Africa,kg,KES,50,G,Arabica,274.0,5.48,1963-05-01,1963,5,Units,7.14286000614286
41,Kenya,Africa,kg,KES,50,G,Arabica,274.0,5.48,1963-06-01,1963,6,Units,7.14286000614286
42,Kenya,Africa,kg,KES,50,G,Arabica,274.0,5.48,1963-07-01,1963,7,Units,7.14286000614286
43,Kenya,Africa,kg,KES,50,G,Arabica,274.0,5.48,1963-08-01,1963,8,Units,7.14286000614286
44,Kenya,Africa,kg,KES,50,G,Arabica,330.0,6.6,1963-09-01,1963,9,Units,7.14286000614286
45,Kenya,Africa,kg,KES,50,G,Arabica,330.0,6.6,1963-10-01,1963,10,Units,7.14286000614286
46,Kenya,Africa,kg,KES,50,G,Arabica,330.0,6.6,1963-11-01,1963,11,Units,7.14286000614286
47,Kenya,Africa,kg,KES,50,G,Arabica,330.0,6.6,1963-12-01,1963,12,Units,7.14286000614286
48,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,83.0,83.0,1963-01-01,1963,1,Units,49.370600049526104
49,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,83.0,83.0,1963-02-01,1963,2,Units,49.370600049526104
50,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,83.0,83.0,1963-03-01,1963,3,Units,49.370600049526104
51,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,83.0,83.0,1963-04-01,1963,4,Units,49.370600049526104
52,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,83.0,83.0,1963-05-01,1963,5,Units,49.370600049526104
53,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,83.0,83.0,1963-06-01,1963,6,Units,49.370600049526104
54,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,83.0,83.0,1963-07-01,1963,7,Units,49.370600049526104
55,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,83.0,83.0,1963-08-01,1963,8,Units,49.370600049526104
56,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,83.0,83.0,1963-09-01,1963,9,Units,49.370600049526104
57,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,83.0,83.0,1963-10-01,1963,10,Units,49.370600049526104
58,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,83.0,83.0,1963-11-01,1963,11,Units,49.370600049526104
59,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,83.0,83.0,1963-12-01,1963,12,Units,49.370600049526104
60,Togo,Africa,kg,XAF,1,G,Robusta,65.0,65.0,1963-01-01,1963,1,Units,245.016350696075
61,Togo,Africa,kg,XAF,1,G,Robusta,65.0,65.0,1963-02-01,1963,2,Units,245.016350696075
62,Togo,Africa,kg,XAF,1,G,Robusta,65.0,65.0,1963-03-01,1963,3,Units,245.016350696075
63,Togo,Africa,kg,XAF,1,G,Robusta,65.0,65.0,1963-04-01,1963,4,Units,245.016350696075
64,Togo,Africa,kg,XAF,1,G,Robusta,65.0,65.0,1963-05-01,1963,5,Units,245.016350696075
65,Togo,Africa,kg,XAF,1,G,Robusta,65.0,65.0,1963-06-01,1963,6,Units,245.016350696075
66,Togo,Africa,kg,XAF,1,G,Robusta,65.0,65.0,1963-07-01,1963,7,Units,245.016350696075
67,Togo,Africa,kg,XAF,1,G,Robusta,65.0,65.0,1963-08-01,1963,8,Units,245.016350696075
68,Togo,Africa,kg,XAF,1,G,Robusta,65.0,65.0,1963-09-01,1963,9,Units,245.016350696075
69,Togo,Africa,kg,XAF,1,G,Robusta,75.0,75.0,1963-10-01,1963,10,Units,245.016350696075
70,Togo,Africa,kg,XAF,1,G,Robusta,75.0,75.0,1963-11-01,1963,11,Units,245.016350696075
71,Togo,Africa,kg,XAF,1,G,Robusta,75.0,75.0,1963-12-01,1963,12,Units,245.016350696075
72,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,229.22,4.99,1963-01-01,1963,1,Units,6.625000005625
73,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,229.22,4.99,1963-02-01,1963,2,Units,6.625000005625
74,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,229.22,4.99,1963-03-01,1963,3,Units,6.625000005625
75,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,229.22,4.99,1963-04-01,1963,4,Units,6.625000005625
76,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,229.22,4.99,1963-05-01,1963,5,Units,6.625000005625
77,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,229.22,4.99,1963-06-01,1963,6,Units,6.625000005625
78,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,229.22,4.99,1963-07-01,1963,7,Units,6.625000005625
79,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,229.22,4.99,1963-08-01,1963,8,Units,6.625000005625
80,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,229.22,4.99,1963-09-01,1963,9,Units,6.625000005625
81,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,250.46,5.46,1963-10-01,1963,10,Units,6.625000005625
82,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,250.46,5.46,1963-11-01,1963,11,Units,6.625000005625
83,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,250.46,5.46,1963-12-01,1963,12,Units,6.625000005625
84,Colombia,South America,kg,COP,125,P,Arabica,555.52,4.44,1963-01-01,1963,1,Units,9.0
85,Colombia,South America,kg,COP,125,P,Arabica,555.52,4.44,1963-02-01,1963,2,Units,9.0
86,Colombia,South America,kg,COP,125,P,Arabica,555.52,4.44,1963-03-01,1963,3,Units,9.0
87,Colombia,South America,kg,COP,125,P,Arabica,555.52,4.44,1963-04-01,1963,4,Units,9.0
88,Colombia,South America,kg,COP,125,P,Arabica,555.52,4.44,1963-05-01,1963,5,Units,9.0
89,Colombia,South America,kg,COP,125,P,Arabica,555.52,4.44,1963-06-01,1963,6,Units,9.0
90,Colombia,South America,kg,COP,125,P,Arabica,555.52,4.44,1963-07-01,1963,7,Units,9.0
91,Colombia,South America,kg,COP,125,P,Arabica,555.52,4.44,1963-08-01,1963,8,Units,9.0
92,Colombia,South America,kg,COP,125,P,Arabica,555.52,4.44,1963-09-01,1963,9,Units,9.0
93,Colombia,South America,kg,COP,125,P,Arabica,555.52,4.44,1963-10-01,1963,10,Units,9.0
94,Colombia,South America,kg,COP,125,P,Arabica,555.52,4.44,1963-11-01,1963,11,Units,9.0
95,Colombia,South America,kg,COP,125,P,Arabica,555.52,4.44,1963-12-01,1963,12,Units,9.0
96,Burundi,Africa,kg,BIF,1,P,Arabica,20.5,20.5,1964-01-01,1964,1,Units,50.00000004899999
97,Burundi,Africa,kg,BIF,1,P,Arabica,20.5,20.5,1964-02-01,1964,2,Units,50.00000004899999
98,Burundi,Africa,kg,BIF,1,P,Arabica,20.5,20.5,1964-03-01,1964,3,Units,50.00000004899999
99,Burundi,Africa,kg,BIF,1,P,Arabica,27.5,27.5,1964-04-01,1964,4,Units,50.00000004899999
100,Burundi,Africa,kg,BIF,1,P,Arabica,27.5,27.5,1964-05-01,1964,5,Units,50.00000004899999
101,Burundi,Africa,kg,BIF,1,P,Arabica,27.5,27.5,1964-06-01,1964,6,Units,50.00000004899999
102,Burundi,Africa,kg,BIF,1,P,Arabica,27.5,27.5,1964-07-01,1964,7,Units,50.00000004899999
103,Burundi,Africa,kg,BIF,1,P,Arabica,27.5,27.5,1964-08-01,1964,8,Units,50.00000004899999
104,Burundi,Africa,kg,BIF,1,P,Arabica,27.5,27.5,1964-09-01,1964,9,Units,50.00000004899999
105,Burundi,Africa,kg,BIF,1,P,Arabica,27.5,27.5,1964-10-01,1964,10,Units,50.00000004899999
106,Burundi,Africa,kg,BIF,1,P,Arabica,27.5,27.5,1964-11-01,1964,11,Units,50.00000004899999
107,Burundi,Africa,kg,BIF,1,P,Arabica,27.5,27.5,1964-12-01,1964,12,Units,50.00000004899999
108,Cameroon,Africa,kg,XAF,1,G,Robusta,102.0,102.0,1964-01-01,1964,1,Units,245.027184079042
109,Cameroon,Africa,kg,XAF,1,G,Robusta,102.0,102.0,1964-02-01,1964,2,Units,245.027184079042
110,Cameroon,Africa,kg,XAF,1,G,Robusta,102.0,102.0,1964-03-01,1964,3,Units,245.027184079042
111,Cameroon,Africa,kg,XAF,1,G,Robusta,102.0,102.0,1964-04-01,1964,4,Units,245.027184079042
112,Cameroon,Africa,kg,XAF,1,G,Robusta,102.0,102.0,1964-05-01,1964,5,Units,245.027184079042
113,Cameroon,Africa,kg,XAF,1,G,Robusta,102.0,102.0,1964-06-01,1964,6,Units,245.027184079042
114,Cameroon,Africa,kg,XAF,1,G,Robusta,102.0,102.0,1964-07-01,1964,7,Units,245.027184079042
115,Cameroon,Africa,kg,XAF,1,G,Robusta,102.0,102.0,1964-08-01,1964,8,Units,245.027184079042
116,Cameroon,Africa,kg,XAF,1,G,Robusta,102.0,102.0,1964-09-01,1964,9,Units,245.027184079042
117,Cameroon,Africa,kg,XAF,1,G,Robusta,127.0,127.0,1964-10-01,1964,10,Units,245.027184079042
118,Cameroon,Africa,kg,XAF,1,G,Robusta,127.0,127.0,1964-11-01,1964,11,Units,245.027184079042
119,Cameroon,Africa,kg,XAF,1,G,Robusta,127.0,127.0,1964-12-01,1964,12,Units,245.027184079042
120,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,80.0,80.0,1964-01-01,1964,1,Units,245.027184079042
121,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,80.0,80.0,1964-02-01,1964,2,Units,245.027184079042
122,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,80.0,80.0,1964-03-01,1964,3,Units,245.027184079042
123,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,80.0,80.0,1964-04-01,1964,4,Units,245.027184079042
124,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,80.0,80.0,1964-05-01,1964,5,Units,245.027184079042
125,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,80.0,80.0,1964-06-01,1964,6,Units,245.027184079042
126,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,80.0,80.0,1964-07-01,1964,7,Units,245.027184079042
127,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,80.0,80.0,1964-08-01,1964,8,Units,245.027184079042
128,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,80.0,80.0,1964-09-01,1964,9,Units,245.027184079042
129,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,90.0,90.0,1964-10-01,1964,10,Units,245.027184079042
130,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,90.0,90.0,1964-11-01,1964,11,Units,245.027184079042
131,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,90.0,90.0,1964-12-01,1964,12,Units,245.027184079042
132,Kenya,Africa,kg,KES,50,G,Arabica,330.0,6.6,1964-01-01,1964,1,Units,7.14286000614286
133,Kenya,Africa,kg,KES,50,G,Arabica,330.0,6.6,1964-02-01,1964,2,Units,7.14286000614286
134,Kenya,Africa,kg,KES,50,G,Arabica,330.0,6.6,1964-03-01,1964,3,Units,7.14286000614286
135,Kenya,Africa,kg,KES,50,G,Arabica,330.0,6.6,1964-04-01,1964,4,Units,7.14286000614286
136,Kenya,Africa,kg,KES,50,G,Arabica,330.0,6.6,1964-05-01,1964,5,Units,7.14286000614286
137,Kenya,Africa,kg,KES,50,G,Arabica,330.0,6.6,1964-06-01,1964,6,Units,7.14286000614286
138,Kenya,Africa,kg,KES,50,G,Arabica,330.0,6.6,1964-07-01,1964,7,Units,7.14286000614286
139,Kenya,Africa,kg,KES,50,G,Arabica,330.0,6.6,1964-08-01,1964,8,Units,7.14286000614286
140,Kenya,Africa,kg,KES,50,G,Arabica,313.0,6.26,1964-09-01,1964,9,Units,7.14286000614286
141,Kenya,Africa,kg,KES,50,G,Arabica,313.0,6.26,1964-10-01,1964,10,Units,7.14286000614286
142,Kenya,Africa,kg,KES,50,G,Arabica,313.0,6.26,1964-11-01,1964,11,Units,7.14286000614286
143,Kenya,Africa,kg,KES,50,G,Arabica,313.0,6.26,1964-12-01,1964,12,Units,7.14286000614286
144,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,83.0,83.0,1964-01-01,1964,1,Units,49.370600049526104
145,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,83.0,83.0,1964-02-01,1964,2,Units,49.370600049526104
146,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,83.0,83.0,1964-03-01,1964,3,Units,49.370600049526104
147,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,110.0,110.0,1964-04-01,1964,4,Units,49.370600049526104
148,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,110.0,110.0,1964-05-01,1964,5,Units,49.370600049526104
149,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,110.0,110.0,1964-06-01,1964,6,Units,49.370600049526104
150,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,110.0,110.0,1964-07-01,1964,7,Units,49.370600049526104
151,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,110.0,110.0,1964-08-01,1964,8,Units,49.370600049526104
152,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,110.0,110.0,1964-09-01,1964,9,Units,49.370600049526104
153,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,110.0,110.0,1964-10-01,1964,10,Units,49.370600049526104
154,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,110.0,110.0,1964-11-01,1964,11,Units,49.370600049526104
155,"Madagascar, Rep. of",Africa,kg,MGF,1,G,Robusta,110.0,110.0,1964-12-01,1964,12,Units,49.370600049526104
156,Togo,Africa,kg,XAF,1,G,Robusta,75.0,75.0,1964-01-01,1964,1,Units,245.027184079042
157,Togo,Africa,kg,XAF,1,G,Robusta,75.0,75.0,1964-02-01,1964,2,Units,245.027184079042
158,Togo,Africa,kg,XAF,1,G,Robusta,75.0,75.0,1964-03-01,1964,3,Units,245.027184079042
159,Togo,Africa,kg,XAF,1,G,Robusta,75.0,75.0,1964-04-01,1964,4,Units,245.027184079042
160,Togo,Africa,kg,XAF,1,G,Robusta,75.0,75.0,1964-05-01,1964,5,Units,245.027184079042
161,Togo,Africa,kg,XAF,1,G,Robusta,75.0,75.0,1964-06-01,1964,6,Units,245.027184079042
162,Togo,Africa,kg,XAF,1,G,Robusta,75.0,75.0,1964-07-01,1964,7,Units,245.027184079042
163,Togo,Africa,kg,XAF,1,G,Robusta,75.0,75.0,1964-08-01,1964,8,Units,245.027184079042
164,Togo,Africa,kg,XAF,1,G,Robusta,75.0,75.0,1964-09-01,1964,9,Units,245.027184079042
165,Togo,Africa,kg,XAF,1,G,Robusta,75.0,75.0,1964-10-01,1964,10,Units,245.027184079042
166,Togo,Africa,kg,XAF,1,G,Robusta,75.0,75.0,1964-11-01,1964,11,Units,245.027184079042
167,Togo,Africa,kg,XAF,1,G,Robusta,75.0,75.0,1964-12-01,1964,12,Units,245.027184079042
168,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,250.46,5.46,1964-01-01,1964,1,Units,6.625000005625
169,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,250.46,5.46,1964-02-01,1964,2,Units,6.625000005625
170,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,250.46,5.46,1964-03-01,1964,3,Units,6.625000005625
171,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,250.46,5.46,1964-04-01,1964,4,Units,6.625000005625
172,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,250.46,5.46,1964-05-01,1964,5,Units,6.625000005625
173,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,250.46,5.46,1964-06-01,1964,6,Units,6.625000005625
174,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,250.46,5.46,1964-07-01,1964,7,Units,6.625000005625
175,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,250.46,5.46,1964-08-01,1964,8,Units,6.625000005625
176,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,250.46,5.46,1964-09-01,1964,9,Units,6.625000005625
177,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,228.81,4.98,1964-10-01,1964,10,Units,6.625000005625
178,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,228.81,4.98,1964-11-01,1964,11,Units,6.625000005625
179,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,228.81,4.98,1964-12-01,1964,12,Units,6.625000005625
180,Brazil,South America,kg,CRZ,60,G,Arabica,26455.2,440.92,1964-01-01,1964,1,Units,5.42023917053559e-13
181,Brazil,South America,kg,CRZ,60,G,Arabica,26455.2,440.92,1964-02-01,1964,2,Units,5.42023917053559e-13
182,Brazil,South America,kg,CRZ,60,G,Arabica,26455.2,440.92,1964-03-01,1964,3,Units,5.42023917053559e-13
183,Brazil,South America,kg,CRZ,60,G,Arabica,26455.2,440.92,1964-04-01,1964,4,Units,5.42023917053559e-13
184,Brazil,South America,kg,CRZ,60,G,Arabica,26455.2,440.92,1964-05-01,1964,5,Units,5.42023917053559e-13
185,Brazil,South America,kg,CRZ,60,G,Arabica,26455.2,440.92,1964-06-01,1964,6,Units,5.42023917053559e-13
186,Brazil,South America,kg,CRZ,60,G,Arabica,26455.2,440.92,1964-07-01,1964,7,Units,5.42023917053559e-13
187,Brazil,South America,kg,CRZ,60,G,Arabica,26455.2,440.92,1964-08-01,1964,8,Units,5.42023917053559e-13
188,Brazil,South America,kg,CRZ,60,G,Arabica,26455.2,440.92,1964-09-01,1964,9,Units,5.42023917053559e-13
189,Brazil,South America,kg,CRZ,60,G,Arabica,39682.8,661.38,1964-10-01,1964,10,Units,5.42023917053559e-13
190,Brazil,South America,kg,CRZ,60,G,Arabica,39682.8,661.38,1964-11-01,1964,11,Units,5.42023917053559e-13
191,Brazil,South America,kg,CRZ,60,G,Arabica,39682.8,661.38,1964-12-01,1964,12,Units,5.42023917053559e-13
192,Colombia,South America,kg,COP,125,P,Arabica,718.2,5.75,1964-01-01,1964,1,Units,9.0
193,Colombia,South America,kg,COP,125,P,Arabica,718.2,5.75,1964-02-01,1964,2,Units,9.0
194,Colombia,South America,kg,COP,125,P,Arabica,718.2,5.75,1964-03-01,1964,3,Units,9.0
195,Colombia,South America,kg,COP,125,P,Arabica,718.2,5.75,1964-04-01,1964,4,Units,9.0
196,Colombia,South America,kg,COP,125,P,Arabica,718.2,5.75,1964-05-01,1964,5,Units,9.0
197,Colombia,South America,kg,COP,125,P,Arabica,718.2,5.75,1964-06-01,1964,6,Units,9.0
198,Colombia,South America,kg,COP,125,P,Arabica,718.2,5.75,1964-07-01,1964,7,Units,9.0
199,Colombia,South America,kg,COP,125,P,Arabica,718.2,5.75,1964-08-01,1964,8,Units,9.0
200,Colombia,South America,kg,COP,125,P,Arabica,718.2,5.75,1964-09-01,1964,9,Units,9.0
201,Colombia,South America,kg,COP,125,P,Arabica,718.2,5.75,1964-10-01,1964,10,Units,9.0
202,Colombia,South America,kg,COP,125,P,Arabica,718.2,5.75,1964-11-01,1964,11,Units,9.0
203,Colombia,South America,kg,COP,125,P,Arabica,718.2,5.75,1964-12-01,1964,12,Units,9.0
204,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,123.0,2.68,1964-01-01,1964,1,Units,0.00435
205,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,123.0,2.68,1964-02-01,1964,2,Units,0.00435
206,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,123.0,2.68,1964-03-01,1964,3,Units,0.00435
207,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,123.0,2.68,1964-04-01,1964,4,Units,0.00435
208,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,123.0,2.68,1964-05-01,1964,5,Units,0.00435
209,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,123.0,2.68,1964-06-01,1964,6,Units,0.00435
210,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,123.0,2.68,1964-07-01,1964,7,Units,0.00435
211,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,123.0,2.68,1964-08-01,1964,8,Units,0.00435
212,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,123.0,2.68,1964-09-01,1964,9,Units,0.00435
213,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,123.0,2.68,1964-10-01,1964,10,Units,0.00435
214,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,123.0,2.68,1964-11-01,1964,11,Units,0.00435
215,"Venezuela, Rep. Bolivariana de",South America,SQ,VEB,1,G,Arabica,123.0,2.68,1964-12-01,1964,12,Units,0.00435
216,"Ethiopia, The Federal Dem. Rep. of",Africa,kg,ETB,17,G,Arabica,23.39,1.38,1964-10-01,1964,10,Units,2.5000000015
217,"Ethiopia, The Federal Dem. Rep. of",Africa,kg,ETB,17,G,Arabica,23.39,1.38,1964-11-01,1964,11,Units,2.5000000015
218,"Ethiopia, The Federal Dem. Rep. of",Africa,kg,ETB,17,G,Arabica,23.39,1.38,1964-12-01,1964,12,Units,2.5000000015
219,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,36.8,0.8,1964-10-01,1964,10,Units,1.0
220,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,36.8,0.8,1964-11-01,1964,11,Units,1.0
221,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,36.8,0.8,1964-12-01,1964,12,Units,1.0
222,Burundi,Africa,kg,BIF,1,P,Arabica,27.5,27.5,1965-01-01,1965,1,Units,84.37500008012499
223,Burundi,Africa,kg,BIF,1,P,Arabica,27.5,27.5,1965-02-01,1965,2,Units,84.37500008012499
224,Burundi,Africa,kg,BIF,1,P,Arabica,27.5,27.5,1965-03-01,1965,3,Units,84.37500008012499
225,Burundi,Africa,kg,BIF,1,P,Arabica,35.0,35.0,1965-04-01,1965,4,Units,84.37500008012499
226,Burundi,Africa,kg,BIF,1,P,Arabica,35.0,35.0,1965-05-01,1965,5,Units,84.37500008012499
227,Burundi,Africa,kg,BIF,1,P,Arabica,35.0,35.0,1965-06-01,1965,6,Units,84.37500008012499
228,Burundi,Africa,kg,BIF,1,P,Arabica,35.0,35.0,1965-07-01,1965,7,Units,84.37500008012499
229,Burundi,Africa,kg,BIF,1,P,Arabica,35.0,35.0,1965-08-01,1965,8,Units,84.37500008012499
230,Burundi,Africa,kg,BIF,1,P,Arabica,35.0,35.0,1965-09-01,1965,9,Units,84.37500008012499
