,Unnamed: 0,Country,Continents,Unit,Country_Code,Weight,Type,Type of Coffee,Date,Price,unit_price(/kg)
96651,96651,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Jul-1976,20.5,20.5
96652,96652,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Jul-1976,581.0,12.66
96653,96653,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Jul-1976,4.2,0.33
96654,96654,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Jul-1976,88.79,1.93
96655,96655,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Jul-1976,210.2,4.58
96656,96656,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Jul-1976,62.19,1.35
96657,96657,Haiti,Central America & Mexico,kg,HTG,1,G,Arabica,Jul-1976,7.48,7.48
96658,96658,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Jul-1976,241.1,5.25
96659,96659,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Jul-1976,9.47,0.35
96660,96660,Mexico,Central America & Mexico,SQ,PMx,1,P,Arabica,Jul-1976,800.0,17.43
96661,96661,Nicaragua,Central America & Mexico,SQ,NCC,1,G,Arabica,Jul-1976,937.0,20.41
96662,96662,Panama,Central America & Mexico,SQ,PAB,1,G,Arabica,Jul-1976,52.7,1.15
96663,96663,Trinidad & Tobago,Central America & Mexico,lb,TTD,1,G,Robusta,Jul-1976,0.5,1.11
96664,96664,Bolivia (Plurinational State of),South America,SQ,BOB,1,P,Arabica,Jul-1976,850.0,18.52
96665,96665,Brazil,South America,kg,CRZ,60,G,Arabica,Jul-1976,1203.71,20.06
96666,96666,Colombia,South America,kg,COP,125,P,Arabica,Jul-1976,6560.01,52.48
96667,96667,Ecuador,South America,SQ,ECS,1,G,Arabica,Jul-1976,1616.0,35.21
96668,96668,Peru,South America,kg,PES,1,P,Arabica,Jul-1976,6.0,6.0
96669,96669,Venezuela,South America,SQ,VEB,1,G,Arabica,Jul-1976,290.0,6.32
97219,97219,Angola,Africa,kg,ANK,1,D,Robusta,Aug-1976,6.5,6.5
97220,97220,Benin,Africa,kg,XAF,1,G,Robusta,Aug-1976,110.0,110.0
97221,97221,Burundi,Africa,kg,BIF,1,P,Arabica,Aug-1976,65.0,65.0
97222,97222,Cameroon,Africa,kg,XAF,1,G,Robusta,Aug-1976,145.0,145.0
97223,97223,Central African Republic,Africa,kg,XAF,1,G,Robusta,Aug-1976,140.0,140.0
97224,97224,Congo,Africa,kg,XAF,1,G,Robusta,Aug-1976,50.0,50.0
97225,97225,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Aug-1976,150.0,150.0
97226,97226,Democratic Republic of Congo,Africa,kg,ZAA,1,P,Robusta,Aug-1976,21.0,21.0
97227,97227,Ethiopia,Africa,kg,ETB,17,G,Arabica,Aug-1976,68.15,4.01
97228,97228,Gabon,Africa,kg,XAF,1,D,Robusta,Aug-1976,50.0,50.0
97229,97229,Ghana,Africa,kg,GHC,60,G,Robusta,Aug-1976,55.0,0.92
97230,97230,Guinea,Africa,kg,GNF,1,G,Robusta,Aug-1976,17.0,17.0
97231,97231,Kenya,Africa,kg,KES,50,G,Arabica,Aug-1976,1115.0,22.3
97233,97233,Madagascar,Africa,kg,MGF,1,G,Robusta,Aug-1976,170.0,170.0
97234,97234,Nigeria,Africa,m,NGN,1,Ton,Robusta,Aug-1976,610.01,0.61
97235,97235,Rwanda,Africa,kg,RWF,1,P,Arabica,Aug-1976,65.0,65.0
97236,97236,Sierra Leone,Africa,L,SLL,1,Ton,Robusta,Aug-1976,717.02,0.71
97237,97237,Tanzania,Africa,kg,TZS,1,P,Arabica,Aug-1976,18.75,18.75
97238,97238,Togo,Africa,kg,XAF,1,G,Robusta,Aug-1976,115.0,115.0
97239,97239,Uganda,Africa,kg,UGS,1,G,Arabica,Aug-1976,1.5,1.5
97240,97240,Uganda,Africa,kg,UGS,1,G,Robusta,Aug-1976,1.4,1.4
97241,97241,Zambia,Africa,kg,ZMK,1,G,Arabica,Aug-1976,0.9,0.9
97242,97242,Zimbabwe,Africa,m,ZWD,1,Ton,Arabica,Aug-1976,2384.94,2.38
97243,97243,India,Asia & Oceania,kg,INR,50,G,Arabica,Aug-1976,671.9,13.44
97244,97244,Indonesia,Asia & Oceania,kg,IDR,1,G,Robusta,Aug-1976,713.0,713.0
97246,97246,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Aug-1976,7.37,7.37
97247,97247,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Aug-1976,20.5,20.5
97248,97248,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Aug-1976,581.0,12.66
97249,97249,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Aug-1976,4.2,0.33
97250,97250,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Aug-1976,99.79,2.17
97251,97251,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Aug-1976,229.7,5.0
97252,97252,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Aug-1976,77.89,1.7
97253,97253,Haiti,Central America & Mexico,kg,HTG,1,G,Arabica,Aug-1976,6.62,6.62
97254,97254,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Aug-1976,241.1,5.25
97255,97255,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Aug-1976,11.75,0.44
97256,97256,Mexico,Central America & Mexico,SQ,PMx,1,P,Arabica,Aug-1976,800.0,17.43
97257,97257,Nicaragua,Central America & Mexico,SQ,NCC,1,G,Arabica,Aug-1976,937.0,20.41
97258,97258,Panama,Central America & Mexico,SQ,PAB,1,G,Arabica,Aug-1976,52.7,1.15
97259,97259,Trinidad & Tobago,Central America & Mexico,lb,TTD,1,G,Robusta,Aug-1976,0.5,1.11
97260,97260,Bolivia (Plurinational State of),South America,SQ,BOB,1,P,Arabica,Aug-1976,850.0,18.52
97261,97261,Brazil,South America,kg,CRZ,60,G,Arabica,Aug-1976,1269.85,21.16
97262,97262,Colombia,South America,kg,COP,125,P,Arabica,Aug-1976,6560.01,52.48
97263,97263,Ecuador,South America,SQ,ECS,1,G,Arabica,Aug-1976,2004.0,43.66
97264,97264,Peru,South America,kg,PES,1,P,Arabica,Aug-1976,6.0,6.0
97265,97265,Venezuela,South America,SQ,VEB,1,G,Arabica,Aug-1976,290.0,6.32
97815,97815,Angola,Africa,kg,ANK,1,D,Robusta,Sep-1976,6.5,6.5
97816,97816,Benin,Africa,kg,XAF,1,G,Robusta,Sep-1976,110.0,110.0
97817,97817,Burundi,Africa,kg,BIF,1,P,Arabica,Sep-1976,65.0,65.0
97818,97818,Cameroon,Africa,kg,XAF,1,G,Robusta,Sep-1976,145.0,145.0
97819,97819,Central African Republic,Africa,kg,XAF,1,G,Robusta,Sep-1976,140.0,140.0
97820,97820,Congo,Africa,kg,XAF,1,G,Robusta,Sep-1976,50.0,50.0
97821,97821,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Sep-1976,150.0,150.0
97822,97822,Democratic Republic of Congo,Africa,kg,ZAA,1,P,Robusta,Sep-1976,21.0,21.0
97823,97823,Ethiopia,Africa,kg,ETB,17,G,Arabica,Sep-1976,70.65,4.16
97824,97824,Gabon,Africa,kg,XAF,1,D,Robusta,Sep-1976,50.0,50.0
97825,97825,Ghana,Africa,kg,GHC,60,G,Robusta,Sep-1976,55.0,0.92
97826,97826,Guinea,Africa,kg,GNF,1,G,Robusta,Sep-1976,17.0,17.0
97827,97827,Kenya,Africa,kg,KES,50,G,Arabica,Sep-1976,1115.0,22.3
97829,97829,Madagascar,Africa,kg,MGF,1,G,Robusta,Sep-1976,170.0,170.0
97830,97830,Nigeria,Africa,m,NGN,1,Ton,Robusta,Sep-1976,610.01,0.61
97831,97831,Rwanda,Africa,kg,RWF,1,P,Arabica,Sep-1976,65.0,65.0
97832,97832,Sierra Leone,Africa,L,SLL,1,Ton,Robusta,Sep-1976,717.02,0.71
97833,97833,Tanzania,Africa,kg,TZS,1,P,Arabica,Sep-1976,18.75,18.75
97834,97834,Togo,Africa,kg,XAF,1,G,Robusta,Sep-1976,115.0,115.0
97835,97835,Uganda,Africa,kg,UGS,1,G,Arabica,Sep-1976,1.5,1.5
97836,97836,Uganda,Africa,kg,UGS,1,G,Robusta,Sep-1976,1.4,1.4
97837,97837,Zambia,Africa,kg,ZMK,1,G,Arabica,Sep-1976,0.9,0.9
97838,97838,Zimbabwe,Africa,m,ZWD,1,Ton,Arabica,Sep-1976,2384.94,2.38
97839,97839,India,Asia & Oceania,kg,INR,50,G,Arabica,Sep-1976,671.9,13.44
97840,97840,Indonesia,Asia & Oceania,kg,IDR,1,G,Robusta,Sep-1976,713.0,713.0
97842,97842,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Sep-1976,7.61,7.61
97843,97843,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Sep-1976,20.5,20.5
97844,97844,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Sep-1976,581.0,12.66
97845,97845,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Sep-1976,4.2,0.33
97846,97846,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Sep-1976,112.16,2.44
97847,97847,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Sep-1976,248.3,5.41
97848,97848,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Sep-1976,73.35,1.6
97849,97849,Haiti,Central America & Mexico,kg,HTG,1,G,Arabica,Sep-1976,6.72,6.72
97850,97850,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Sep-1976,241.1,5.25
97851,97851,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Sep-1976,11.75,0.44
97852,97852,Mexico,Central America & Mexico,SQ,PMx,1,P,Arabica,Sep-1976,800.0,17.43
97853,97853,Nicaragua,Central America & Mexico,SQ,NCC,1,G,Arabica,Sep-1976,937.0,20.41
97854,97854,Panama,Central America & Mexico,SQ,PAB,1,G,Arabica,Sep-1976,52.7,1.15
97855,97855,Trinidad & Tobago,Central America & Mexico,lb,TTD,1,G,Robusta,Sep-1976,0.5,1.11
97856,97856,Bolivia (Plurinational State of),South America,SQ,BOB,1,P,Arabica,Sep-1976,850.0,18.52
97857,97857,Brazil,South America,kg,CRZ,60,G,Arabica,Sep-1976,1375.67,22.93
97858,97858,Colombia,South America,kg,COP,125,P,Arabica,Sep-1976,6560.01,52.48
97859,97859,Ecuador,South America,SQ,ECS,1,G,Arabica,Sep-1976,2096.0,45.66
97860,97860,Peru,South America,kg,PES,1,P,Arabica,Sep-1976,6.0,6.0
97861,97861,Venezuela,South America,SQ,VEB,1,G,Arabica,Sep-1976,290.0,6.32
98411,98411,Angola,Africa,kg,ANK,1,D,Robusta,Oct-1976,9.5,9.5
98412,98412,Benin,Africa,kg,XAF,1,G,Robusta,Oct-1976,115.0,115.0
98413,98413,Burundi,Africa,kg,BIF,1,P,Arabica,Oct-1976,65.0,65.0
98414,98414,Cameroon,Africa,kg,XAF,1,G,Robusta,Oct-1976,195.0,195.0
98415,98415,Central African Republic,Africa,kg,XAF,1,G,Robusta,Oct-1976,150.0,150.0
98416,98416,Congo,Africa,kg,XAF,1,G,Robusta,Oct-1976,50.0,50.0
98417,98417,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Oct-1976,180.0,180.0
98418,98418,Democratic Republic of Congo,Africa,kg,ZAA,1,P,Robusta,Oct-1976,25.0,25.0
98419,98419,Ethiopia,Africa,kg,ETB,17,G,Arabica,Oct-1976,81.79,4.81
98420,98420,Gabon,Africa,kg,XAF,1,D,Robusta,Oct-1976,120.0,120.0
98421,98421,Ghana,Africa,kg,GHC,60,G,Robusta,Oct-1976,55.0,0.92
98422,98422,Guinea,Africa,kg,GNF,1,G,Robusta,Oct-1976,17.0,17.0
98423,98423,Kenya,Africa,kg,KES,50,G,Arabica,Oct-1976,2007.0,40.14
98425,98425,Madagascar,Africa,kg,MGF,1,G,Robusta,Oct-1976,170.0,170.0
98426,98426,Nigeria,Africa,m,NGN,1,Ton,Robusta,Oct-1976,610.01,0.61
98427,98427,Rwanda,Africa,kg,RWF,1,P,Arabica,Oct-1976,65.0,65.0
98428,98428,Sierra Leone,Africa,L,SLL,1,Ton,Robusta,Oct-1976,717.02,0.71
98429,98429,Tanzania,Africa,kg,TZS,1,P,Arabica,Oct-1976,18.75,18.75
