,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,Continents,Currency_Type,Type of Coffee,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18
Ethiopia,Africa,(ETB/17kg : G),Arabica,618.30,583.40,602.00,654.57,659.58,563.39,557.73,556.33,528.80,524.40,576.40,606.45,655.40,635.00,653.25,738.00,745.63,741.68,743.53,665.39,768.57,729.70,736.10,723.80,720.40,724.40,725.40,725.15,724.85,723.30,724.80,726.30,727.70,728.14,728.99,730.48,729.85,728.70,728.40,729.20,726.80,725.90,726.14,725.94,725.01,723.95,724.13,724.13
Gabon,Africa,(XAF/kg : D),Robusta,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,Africa,(GHS/60kg : G),Robusta,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,187.50,187.50,187.50,187.50,187.50,187.50,187.50,187.50,187.50,187.50,187.50,187.50,234.38,234.38,234.38,234.38,234.38,234.38,234.38,234.38,234.38,234.38,234.38,234.38,,,,,,,,,,,,,,,
Togo,Africa,(XAF/kg : G),Robusta,650.00,650.00,925.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,700.00,800.00,700.00,850.00,880.00,850.00,800.00,900.00,950.00,950.00,900.00,900.00,825.00,790.00,830.00,850.00,850.00,850.00,950.00,900.00,850.00,900.00,900.00,900.00,975.00,975.00,780.00,875.00,850.00,850.00,850.00,800.00,800.00,850.00,,950.00,950.00
Uganda,Africa,(UGX/kg : G),Arabica,"6,050.00","5,750.00","5,750.00","6,250.00","5,600.00","5,750.00","5,850.00","6,250.00","5,750.00","5,600.00","5,250.00","5,200.00","5,000.00","5,000.00","4,800.00","4,250.00","5,250.00","5,350.00","5,150.00","5,550.00","5,850.00","5,800.00","5,850.00","6,550.00","6,550.00","6,250.00","6,150.00","6,150.00","6,150.00","6,100.00","6,450.00","6,250.00","6,150.00","5,850.00","5,750.00","5,750.00","5,950.00","5,950.00","5,650.00","5,650.00","5,700.00","5,700.00","5,700.00","5,100.00","4,650.00","5,750.00","5,750.00","5,700.00"
Uganda,Africa,(UGX/kg : G),Robusta,"4,150.00","4,000.00","3,900.00","4,150.00","4,320.00","4,500.00","4,350.00","4,500.00","4,250.00","4,500.00","4,400.00","4,350.00","4,000.00","4,000.00","4,000.00","4,150.00","4,600.00","5,000.00","4,850.00","4,550.00","4,300.00","4,800.00","4,650.00","4,850.00","5,250.00","5,150.00","5,050.00","5,050.00","4,900.00","5,000.00","5,350.00","5,150.00","4,850.00","5,500.00","5,000.00","4,850.00","4,950.00","4,800.00","4,750.00","4,750.00","4,750.00","4,750.00","5,000.00","4,600.00","4,250.00","4,600.00","4,600.00","4,600.00"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Asia & Oceania,(INR/50kg : G),Arabica,"12,783.00","12,775.00","11,904.00","11,850.00","11,818.00","11,191.00","11,104.00","10,791.00","10,243.00","9,771.00","9,279.00","9,404.00","9,721.00","9,634.00","9,721.00","9,503.00","9,276.00","9,376.00","9,609.00","9,673.00","9,947.00","10,286.00","10,516.00","10,250.00","10,820.00","11,203.00","10,755.00","10,275.00","9,811.00","9,482.00","9,496.00","9,493.00","9,253.00","9,062.00","8,746.00","8,633.00","8,908.00","8,878.00","8,754.00","8,520.00","8,536.00","8,433.00","7,782.00","7,742.00","7,517.00","7,642.00","8,300.00","8,171.00"
India,Asia & Oceania,(INR/50kg : G),Robusta,"6,906.00","7,339.00","6,987.00","6,347.00","6,315.00","6,039.00","5,965.00","5,850.00","5,827.00","5,651.00","5,579.00","5,636.00","5,533.00","5,435.00","5,401.00","5,435.00","5,655.00","5,710.00","6,053.00","6,382.00","6,575.00","7,003.00","7,223.00","7,116.00","7,577.00","7,669.00","7,313.00","6,958.00","6,525.00","6,525.00","6,735.00","6,983.00","6,700.00","6,565.00","6,335.00","5,975.00","5,963.00","6,063.00","6,140.00","6,098.00","6,188.00","6,307.00","5,700.00","5,636.00","5,610.00","5,709.00","5,882.00","5,459.00"
Papua New Guinea,Asia & Oceania,(PGK/kg : G),Arabica,4.75,4.50,3.73,3.88,4.13,4.10,4.03,3.99,3.75,3.84,3.93,3.92,3.91,3.81,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,Asia & Oceania,(PGK/kg : G),Robusta,1.50,1.29,1.25,1.35,1.30,1.56,1.80,1.80,1.50,1.70,1.67,1.69,1.40,1.53,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,Asia & Oceania,(THB/kg : G),Arabica,90.00,90.00,89.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,Asia & Oceania,(THB/kg : G),Robusta,71.99,68.94,67.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,Central America & Mexico,(CRC/SQ : G),Arabica,"82,528.95","82,528.95","82,528.95","82,528.95","82,528.95","82,528.95","82,528.95","82,528.95","82,528.95","68,664.23","68,664.23","68,664.23","68,664.23","68,664.23","68,664.23","68,664.23","68,664.23","68,664.23","68,664.23","68,664.23","68,664.23","79,414.93","79,414.93","79,414.93","79,414.93","79,414.93","79,414.93","79,414.93","79,414.93","79,414.93","79,414.93","79,414.93","79,414.93",,,,,,,,,,,,,,,
Cuba,Central America & Mexico,(CUP/28lb : F),Arabica,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,,,,,,,,,,,,,,,,,,,
Dominican Republic,Central America & Mexico,(DOP/SQ : G),Arabica,"8,618.34","8,618.34","8,164.74","7,711.15","8,164.75","8,164.75","7,257.55","7,257.55","7,257.55","7,348.27","7,438.99","7,711.15","8,618.34","8,618.34","8,618.00","8,165.00","7,711.15","7,711.15","7,711.15","7,711.15","8,164.75","8,164.75","9,071.94","9,071.94","8,618.34","8,618.34","9,071.94","9,071.94","9,071.94","8,164.75","8,164.75","8,164.75","8,164.75","7,711.15","7,711.15","7,711.15","7,711.15","7,711.15","8,164.75","8,164.75","8,164.75","7,711.15","7,257.55","7,257.55","7,257.55","7,711.15","7,711.15","7,711.15"
El Salvador,Central America & Mexico,(USD/SQ : G),Arabica,985.16,900.46,784.26,804.65,786.54,766.15,727.21,739.11,691.51,727.39,690.46,708.84,674.10,679.70,730.63,714.88,726.51,789.08,844.03,822.94,885.33,904.58,942.11,819.79,864.41,844.81,821.98,791.53,774.38,724.85,770.44,778.23,773.15,733.16,736.58,716.19,82.45,79.57,79.57,78.35,79.94,77.77,73.79,69.14,66.39,76.31,75.27,68.46
Guatemala,Central America & Mexico,(GTQ/SQ : G),Arabica,"1,294.09","1,268.45","1,147.84","1,169.15","1,121.35","1,131.15","1,081.90","1,001.66",972.87,945.04,916.32,918.80,980.80,"1,003.15",996.67,"1,060.66","1,091.56","1,162.54","1,097.61","1,014.89",992.94,998.36,"1,147.91",980.88,"1,001.06","1,151.16","1,036.06","1,030.22","1,120.62",975.45,983.94,985.77,939.22,948.26,953.70,868.94,877.77,939.86,901.17,935.88,,,,,,,,
Honduras,Central America & Mexico,(HNL/SQ : G),Arabica,"2,921.08","2,809.55","2,685.54","2,674.93","2,675.05","2,516.84","2,807.88","2,397.59","1,970.93","1,998.56","2,026.19","2,125.64","2,045.11","2,034.43","2,086.42","2,088.18","2,036.48","2,156.82","2,132.30","1,941.36","1,656.04","2,258.04","2,831.75","2,646.02","1,921.45","2,325.19","2,429.84","2,779.92","2,251.94","2,288.40","2,333.41","2,036.70","1,823.31","1,611.05","2,036.40","2,105.98","2,039.15","2,339.36","2,126.26","2,101.93","2,094.75","2,093.03","2,140.19","2,072.83","1,899.43","1,841.05","1,825.25","1,857.35"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),South America,(BOB/kg : G),Arabica,44.13,55.37,35.88,26.45,0.00,33.50,28.03,20.38,42.22,42.85,52.83,47.58,51.31,37.70,43.86,27.26,30.81,37.90,37.72,38.49,35.20,36.62,49.99,70.00,66.40,148.89,66.97,78.38,41.92,107.65,37.29,38.63,57.48,53.54,108.85,56.15,50.58,195.22,101.55,38.43,31.06,36.06,46.28,38.98,37.15,67.33,105.78,83.62
Brazil,South America,(BRL/60kg : G),Arabica,465.93,459.99,447.10,445.69,421.95,424.02,435.24,455.50,456.95,478.11,469.39,479.32,491.31,489.82,491.07,466.71,460.37,484.87,498.52,479.04,502.95,511.07,556.74,501.80,514.23,508.65,485.92,467.63,455.69,449.13,451.90,458.77,453.46,445.95,452.88,447.36,446.42,438.33,429.82,430.71,451.02,452.52,439.25,421.16,415.39,441.23,441.59,420.32
Brazil,South America,(BRL/60kg : G),Robusta,283.29,299.58,303.44,295.88,290.33,301.03,307.41,324.95,340.62,363.90,375.28,378.98,389.27,393.61,363.88,379.33,386.72,391.41,409.99,422.88,436.88,501.08,521.31,487.61,495.20,449.94,444.98,411.32,408.82,426.35,411.84,410.78,400.50,382.44,365.36,362.31,331.57,319.13,305.56,320.05,330.79,335.39,332.39,319.26,319.38,331.71,332.33,309.44
Colombia,South America,(COP/125kg : P),Arabica,"771,787.50","721,559.21","683,971.59","685,220.24","632,156.25","671,340.91","680,693.18","776,363.10","719,577.38","734,789.77","732,531.25","790,522.73","787,598.68","793,075.00","796,045.45","754,809.52","755,666.67","795,772.73","836,950.00","792,619.05","862,666.67","916,809.52","1,005,666.67","861,428.57","886,000.00","858,421.05","850,434.78","802,947.37","802,000.00","785,454.55","849,550.00","849,521.74","814,193.75","773,625.00","786,339.29","757,100.00","764,214.29","746,193.75","729,854.84","714,440.48","753,978.00","745,380.95","717,045.45","685,000.00","684,210.53","793,130.43","802,928.57","726,825.00"
Peru,South America,(PEN/kg : P),Arabica,5.85,6.13,5.53,6.52,6.30,6.48,6.71,6.64,6.26,6.20,3.77,3.60,4.69,4.65,4.84,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
