,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,Continents,Currency_Type,Type of Coffee,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14
Ghana,Africa,(GHS/60kg : G),Robusta,,,,,,,,,,37.50,37.50,37.50,37.50,37.50,37.50,37.50,37.50,37.50,37.50,37.50,37.50,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,51.56,51.56,51.56,51.56,51.56,51.56,51.56,51.56,51.56,51.56,51.56,51.56,93.75,93.75,93.75
Sierra Leone,Africa,(SLL/Kg : G),Robusta,,,,,,,,,,"5,500.00",0.00,0.00,0.00,"5,500.00","5,500.00","5,500.00","5,500.00","5,500.00",0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,Africa,(XAF/kg : G),Robusta,700.00,833.00,908.00,833.00,725.00,825.00,850.00,875.00,800.00,700.00,500.00,675.00,650.00,700.00,750.00,850.00,875.00,862.00,875.00,875.00,900.00,700.00,600.00,625.00,681.00,750.00,850.00,925.00,925.00,900.00,,700.00,550.00,555.00,550.00,600.00,600.00,675.00,700.00,825.00,775.00,650.00,625.00,550.00,550.00,600.00,600.00,650.00
Uganda,Africa,(UGX/kg : G),Arabica,"6,200.00","6,750.00","10,000.00","8,850.00","9,500.00","8,500.00","8,500.00","8,000.00","8,000.00","9,000.00","7,500.00","7,000.00","7,000.00","6,500.00","5,250.00","5,250.00","5,300.00","5,300.00","4,500.00","4,700.00","4,400.00","4,400.00","4,400.00","4,750.00","4,500.00","4,300.00","4,250.00","4,300.00","4,400.00","4,400.00","4,250.00","4,000.00","4,000.00","3,200.00","3,250.00","3,150.00","3,300.00","4,450.00","6,250.00","6,450.00","6,300.00","6,050.00","6,150.00","6,000.00","6,150.00","7,400.00","6,750.00","6,250.00"
Uganda,Africa,(UGX/kg : G),Robusta,"3,850.00","3,700.00","3,400.00","3,850.00","4,300.00","4,650.00","4,250.00","4,350.00","4,350.00","4,250.00","4,050.00","4,000.00","4,000.00","4,000.00","3,300.00","3,200.00","4,000.00","4,000.00","4,200.00","4,000.00","4,250.00","4,200.00","4,250.00","4,150.00","4,100.00","4,300.00","4,450.00","4,400.00","4,150.00","4,000.00","3,850.00","3,800.00","3,800.00","3,150.00","3,200.00","3,200.00","3,270.00","3,650.00","3,900.00","4,000.00","3,700.00","3,900.00","4,250.00","4,200.00","4,450.00","4,550.00","4,250.00","4,200.00"
Zambia,Africa,(ZMW/kg : G),Arabica,"18,902.60","21,674.77",0.00,"12,748.72",0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Asia & Oceania,(INR/50kg : G),Arabica,"10,813.00","11,409.00","11,591.00","11,671.00","12,047.00","12,001.00","11,869.00","11,705.00","11,981.00","11,653.00","11,798.00","12,129.00","12,106.00","10,946.00","9,735.00","9,498.00","9,510.00","9,256.00","9,586.00","9,272.00","9,256.00","8,830.00","8,014.00","7,958.00","8,289.00","7,827.00","7,708.00","7,666.00","7,752.00","7,496.00","7,470.00","7,411.00","7,519.00","7,250.00","6,779.00","6,948.00","7,671.00","9,743.00","13,052.00","12,660.00","12,340.00","11,728.00","11,136.00","12,321.00","12,416.00","13,065.00","12,667.00","12,880.00"
India,Asia & Oceania,(INR/50kg : G),Robusta,"4,749.00","6,111.00","6,413.00","6,319.00","5,399.00","5,598.00","5,591.00","5,515.00","5,520.00","5,435.00","5,420.00","5,276.00","5,260.00","5,115.00","5,306.00","5,618.00","6,093.00","6,600.00","6,607.00","6,878.00","7,027.00","7,018.00","6,337.00","6,268.00","6,259.00","6,251.00","6,352.00","6,295.00","6,323.00","6,150.00","6,284.00","6,244.00","6,208.00","5,934.00","5,300.00","5,480.00","5,612.00","6,317.00","8,840.00","7,223.00","7,340.00","6,893.00","6,760.00","7,112.00","7,038.00","7,326.00","7,025.00","6,916.00"
Papua New Guinea,Asia & Oceania,(PGK/kg : G),Arabica,8.47,8.52,8.40,8.68,8.57,7.44,7.22,6.50,6.44,6.19,6.26,6.25,6.09,5.94,4.03,4.28,4.15,4.00,3.96,4.23,4.49,4.58,4.51,4.26,3.27,3.22,3.14,3.12,3.09,3.04,2.87,3.08,2.91,2.96,2.95,3.00,3.00,3.11,3.74,4.85,5.79,4.79,4.55,4.62,5.18,5.44,5.85,5.39
Papua New Guinea,Asia & Oceania,(PGK/kg : G),Robusta,1.80,1.80,1.76,2.03,2.03,2.03,1.85,2.03,2.03,2.03,2.03,2.03,1.95,1.88,1.75,1.63,1.56,1.60,1.78,2.00,2.00,2.00,0.88,1.50,1.20,1.35,1.29,1.20,1.10,1.19,1.13,1.15,1.15,1.15,1.15,1.15,1.15,1.00,1.15,1.15,1.19,1.15,1.15,1.15,1.15,1.38,1.60,1.55
Philippines,Asia & Oceania,(PHP/kg : G),Arabica,,,,,,,,,,,,,200.00,250.00,250.00,250.00,250.00,250.00,250.00,245.00,245.00,245.00,245.00,245.00,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,Asia & Oceania,(PHP/kg : G),Robusta,91.55,98.24,109.58,107.60,111.22,112.02,118.23,110.06,105.63,98.59,90.17,88.12,85.20,88.51,90.92,93.17,93.91,95.07,92.26,96.51,88.13,90.38,82.83,79.92,73.63,80.61,93.73,81.88,79.68,82.18,,,,,,,,,,,,,,,,,,
Thailand,Asia & Oceania,(THB/kg : G),Arabica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.00,,,,,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,90.00
Thailand,Asia & Oceania,(THB/kg : G),Robusta,72.35,72.35,72.35,72.35,72.35,72.35,72.35,72.35,72.35,72.35,72.35,72.35,70.63,70.63,70.63,70.63,70.63,70.63,70.63,70.63,70.63,70.63,70.63,70.63,71.16,71.16,77.01,71.16,71.16,71.16,71.16,71.16,71.16,72.00,63.33,60.00,65.00,65.00,65.00,65.49,65.49,65.49,65.49,65.49,65.49,65.49,65.49,71.99
Viet Nam,Asia & Oceania,(VND/kg : G),Arabica,,,,,,,,,,,,,"37,342.00","38,669.00","39,370.00","39,543.00",,,,,,,"39,000.00",,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,Asia & Oceania,(VND/kg : G),Robusta,"38,000.00","39,400.00","46,500.00","48,100.00","49,900.00","49,600.00","48,400.00","48,600.00","46,400.00","42,700.00","38,100.00","39,400.00","37,500.00","38,400.00","39,700.00","39,700.00","41,400.00","42,400.00","43,100.00","42,600.00","42,200.00","41,300.00","38,300.00","38,100.00","39,200.00","40,900.00","44,200.00",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,Central America & Mexico,(CRC/SQ : G),Arabica,"93,608.50","93,608.50","93,608.50","93,608.50","93,608.50","93,608.50","93,608.50","93,608.50","93,608.50","88,788.70","88,788.70","88,788.70","88,788.70","88,788.70","88,788.70","88,788.70","88,788.70","88,788.70","88,788.70","88,788.70","88,788.70","61,696.67","61,696.67","61,696.67","61,696.67","61,696.67","61,696.67","61,696.67","61,696.67","61,696.67","61,696.67","61,696.67","61,696.67","67,616.65","67,616.65","67,616.65","67,616.65","67,616.65","67,616.65","67,616.65","67,616.65","67,616.65","67,616.65","67,616.65","67,616.65","82,528.95","82,528.95","82,528.95"
Cuba,Central America & Mexico,(CUP/28lb : F),Arabica,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,3.30,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00
Dominican Republic,Central America & Mexico,(DOP/SQ : G),Arabica,"7,166.83","7,252.55","7,076.11","8,164.75","7,076.11","7,257.55","6,803.96","7,257.55","7,711.15","8,255.47","7,801.87","7,076.11","6,985.39","6,713.24","5,896.76","5,443.16","5,262.00","5,533.88","5,433.16","5,433.16","6,350.36","5,896.76","5,896.76","5,896.76","6,078.20","5,896.76","5,624.06","5,624.06","5,443.16","5,443.16","6,350.36","5,896.76","5,896.76","6,500.00","6,500.00","6,500.00","6,500.00","6,894.67","6,894.67","7,257.55","8,164.75","7,257.55","7,257.55","8,164.75","8,164.75","10,886.33","10,886.23","9,071.94"
El Salvador,Central America & Mexico,(CES/SQ : G),Arabica,"1,523.29","1,699.60","1,785.79","1,853.86","1,827.00","1,719.64","1,650.08","1,703.10","1,698.20","1,495.29","1,482.34","1,446.11","1,415.93","1,314.86","1,140.13","1,067.24","1,071.15",919.19,"1,076.43","1,015.26","1,052.63",994.70,878.24,844.90,892.50,841.66,812.26,804.30,796.69,805.00,801.50,684.16,"1,052.63",994.70,852.43,807.63,689.41,903.61,"1,106.26","1,155.18","1,097.78","1,005.99","1,003.63","1,090.43","1,081.59","1,191.93","1,093.84","1,039.50"
Guatemala,Central America & Mexico,(GTQ/SQ : G),Arabica,"1,662.75","1,748.70","1,769.10","1,658.34","1,746.50","1,733.55","1,735.86","1,722.99","1,804.51","1,527.81","1,456.70","1,552.91","1,586.08","1,540.80","1,456.70","1,361.62","1,316.72","1,273.88","1,270.78","1,256.36","1,360.85","1,292.64","1,036.94","1,060.60","1,091.75","1,089.98","1,083.62","1,031.41","1,026.72","1,040.27","1,029.98",998.07,"1,017.03","1,007.57",957.14,772.94,887.79,"1,026.92","1,146.19","1,317.58","1,231.10","1,213.55","1,261.12","1,260.49","1,357.80","1,218.62","1,263.26","1,190.49"
Honduras,Central America & Mexico,(HNL/SQ : G),Arabica,"3,609.19","3,843.43","3,748.45","3,984.34","3,959.67","3,843.67","3,956.46","3,852.31","4,055.71","3,874.81",,"3,465.31","3,559.56","3,780.25","3,300.29","3,098.09","2,837.98","2,818.38","2,744.45","3,047.42","1,843.82","1,904.24","2,165.82","2,306.53","2,273.65","2,344.52","2,211.40","2,299.24","2,165.91","2,130.08","2,096.34","2,166.01","1,818.23","2,273.00","1,707.14","1,708.62","1,823.30","2,022.26","2,493.11","2,706.03","2,535.64","2,450.08","2,507.24","2,865.58","2,434.53","2,235.85","3,206.83","3,132.38"
Jamaica,Central America & Mexico,(JMD/60lb : F),Arabica,"2,550.00","2,550.00","2,550.00","2,600.00","2,600.00","2,600.00","2,600.00","2,600.00","2,600.00","2,650.00","2,650.00","2,650.00","2,650.00","2,650.00","2,650.00","2,650.00","2,650.00","2,650.00","2,650.00","2,650.00","2,650.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,Central America & Mexico,(NIO/SQ : P),Arabica,"1,776.67","1,776.67","1,776.67","1,776.67","1,776.67","1,776.67","1,776.67","1,776.67","1,776.67","1,283.82","1,283.82","1,283.82","1,283.82","1,283.82","1,283.82","1,283.82","1,283.82","1,283.82","1,283.82","1,283.82","1,283.82",787.78,787.78,787.78,787.78,787.78,787.78,787.78,787.78,787.78,787.78,787.78,787.78,,,,"1,246.80","1,406.43","1,690.83","1,666.67","1,450.00",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),South America,(BOB/kg : G),Arabica,,,,,,,,,,,,,,40.30,30.31,33.87,31.50,28.40,33.63,32.43,33.14,34.27,35.82,44.45,34.37,37.74,0.00,26.16,20.84,22.27,38.11,26.84,31.54,31.54,37.11,62.70,30.73,45.96,25.37,22.98,33.85,27.74,32.24,37.90,36.55,39.45,61.19,43.40
Brazil,South America,(BRL/60kg : G),Arabica,433.34,495.98,524.27,524.41,530.76,514.99,457.81,470.62,511.57,490.45,493.83,491.35,485.04,441.31,387.49,379.53,382.65,360.31,408.06,378.48,385.92,374.98,355.23,341.40,341.17,317.72,303.46,300.59,297.25,285.71,287.57,286.17,273.90,253.94,247.73,272.10,289.44,366.32,437.24,449.45,429.28,396.74,387.87,437.19,433.48,480.13,460.96,455.20
Brazil,South America,(BRL/60kg : G),Robusta,206.21,214.32,215.81,220.82,231.70,226.81,218.48,222.01,233.00,244.15,269.29,297.26,296.51,270.64,255.29,248.66,253.75,252.44,275.20,276.83,287.52,283.42,266.14,256.61,267.21,264.98,253.19,250.32,250.88,245.09,248.91,253.22,236.24,205.23,198.83,223.11,226.82,243.48,263.25,256.77,245.82,235.14,242.44,248.42,250.10,264.25,277.02,275.25
Colombia,South America,(COP/125kg : P),Arabica,"943,375.00","1,019,708.00","1,078,522.00","1,071,155.00","1,023,835.00","963,205.00","931,881.00","962,554.00","977,045.00","907,560.00","923,301.00","900,500.00","871,619.00","825,925.00","726,966.00","701,213.00","670,722.00","592,024.00","650,813.00","612,196.00","622,533.00","591,908.00","538,131.00","520,238.00","526,869.00","503,831.00","512,054.00","514,813.00","510,190.00","477,288.00","468,717.00","452,051.00","455,708.00","406,927.00","384,411.00","400,869.00","430,641.00","616,437.50","763,613.00","792,738.64","745,511.36","663,541.67","646,298.91","715,083.33","716,755.95","805,016.00","771,770.00","783,190.00"
Ecuador,South America,(USD/SQ : G),Arabica,185.00,190.00,200.00,200.00,240.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,230.00,200.00,178.00,160.00,160.00,170.00,170.00,180.00,180.00,180.00,180.00,137.11,148.93,143.24,149.17,102.15,99.50,104.25,107.40,,,,,101.06,102.67,,,,,,,,,,
Ecuador,South America,(USD/SQ : G),Robusta,83.05,84.33,87.72,94.77,105.77,93.84,93.67,93.33,103.33,103.89,108.33,107.22,103.33,103.89,90.00,98.55,101.89,101.44,105.05,98.89,100.77,83.05,85.33,85.33,79.88,85.38,84.96,80.89,73.30,72.55,70.00,72.86,,,,,45.00,49.25,,,,,,,,,,
Peru,South America,(PEN/kg : P),Arabica,7.65,7.65,8.41,8.95,9.18,9.38,9.41,9.92,10.25,9.11,5.88,5.70,6.76,6.76,6.04,6.50,6.37,6.07,6.69,6.18,6.51,6.21,5.04,4.80,4.45,4.09,4.25,4.66,4.93,5.03,5.23,5.11,5.13,4.51,4.48,4.49,3.89,4.40,5.96,7.14,7.33,7.26,7.36,7.96,8.44,7.96,4.67,2.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
