,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,Continents,Currency_Type,Type of Coffee,Jan-67,Feb-67,Mar-67,Apr-67,May-67,Jun-67,Jul-67,Aug-67,Sep-67,Oct-67,Nov-67,Dec-67,Jan-68,Feb-68,Mar-68,Apr-68,May-68,Jun-68,Jul-68,Aug-68,Sep-68,Oct-68,Nov-68,Dec-68,Jan-69,Feb-69,Mar-69,Apr-69,May-69,Jun-69,Jul-69,Aug-69,Sep-69,Oct-69,Nov-69,Dec-69,Jan-70,Feb-70,Mar-70,Apr-70,May-70,Jun-70,Jul-70,Aug-70,Sep-70,Oct-70,Nov-70,Dec-70
Uganda,Africa,(UGS/kg : G),Arabica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.34,1.34,1.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,Central America & Mexico,(CRC/SQ : G),Arabica,258.38,258.38,258.38,258.38,258.38,258.38,258.38,258.38,258.38,256.80,256.80,256.80,256.80,256.80,256.80,256.80,256.80,256.80,256.80,256.80,256.80,253.70,253.70,253.70,253.70,253.70,253.70,253.70,253.70,253.70,253.70,253.70,253.70,311.16,311.16,311.16,311.16,311.16,311.16,311.16,311.16,311.16,311.16,311.16,311.16,274.94,274.94,274.94
Cuba,Central America & Mexico,(CUP/28lb : F),Arabica,,,,,,,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50
Guatemala,Central America & Mexico,(GTQ/SQ : G),Arabica,33.17,33.17,33.17,33.17,33.17,33.17,33.17,33.17,33.17,32.37,32.37,32.37,32.37,32.37,32.37,32.37,32.37,32.37,32.37,32.37,32.37,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,38.22,38.22,38.22,38.22,38.22,38.22,38.22,38.22,38.22,38.22,38.22,38.22,33.18,33.18,33.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,South America,(CRZ/60kg : G),Arabica,"26,455.20",26.46,26.46,39.68,39.68,39.68,39.68,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,66.14,66.14,66.14,66.14,66.14,66.14,66.14,66.14,79.37,79.37,79.37,92.59,92.59,92.59,92.59,92.59,119.05,132.28,145.50,145.50,145.50,145.50,158.73,158.73,158.73,158.73,158.73,171.96,171.96,171.96,158.73,158.73
Colombia,South America,(COP/125kg : P),Arabica,759.22,759.22,759.22,759.22,759.22,759.22,759.22,759.22,759.22,759.22,759.22,759.22,889.12,889.12,889.12,889.12,889.12,889.12,889.12,889.12,889.12,889.12,889.12,889.12,982.15,982.15,982.15,982.15,982.15,982.15,982.15,982.15,982.15,982.15,982.15,982.15,"1,303.95","1,303.95","1,303.95","1,303.95","1,303.95","1,303.95","1,303.95","1,303.95","1,303.95","1,303.95","1,303.95","1,303.95"
Venezuela,South America,(VEB/SQ : G),Arabica,123.00,123.00,123.00,164.40,164.00,164.00,164.00,164.00,164.00,164.00,164.00,164.00,164.00,164.00,164.00,164.00,164.00,164.00,164.00,164.00,164.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
