,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prices Paid to Growers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in Current Terms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(National Currency),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,Continents,Currency_Type,Type of Coffee,Jan-95,Feb-95,Mar-95,Apr-95,May-95,Jun-95,Jul-95,Aug-95,Sep-95,Oct-95,Nov-95,Dec-95,Jan-96,Feb-96,Mar-96,Apr-96,May-96,Jun-96,Jul-96,Aug-96,Sep-96,Oct-96,Nov-96,Dec-96,Jan-97,Feb-97,Mar-97,Apr-97,May-97,Jun-97,Jul-97,Aug-97,Sep-97,Oct-97,Nov-97,Dec-97,Jan-98,Feb-98,Mar-98,Apr-98,May-98,Jun-98,Jul-98,Aug-98,Sep-98,Oct-98,Nov-98,Dec-98
Democratic Republic of Congo,Africa,(CDF/kg : P),Arabica,,,,,,,,,,"4,840.92","9,741.60","10,710.00","14,280.00","23,880.00","34,084.80","30,343.00","30,960.00","46,443.00","53,056.20","59,884.20","66,151.80","100,513.20","111,679.20","136,950.00","226,314.00","216,750.00","243,900.00","264,450.00","255,000.00","206,250.00","206,250.00","206,250.00","206,250.00","206,250.00","206,250.00","206,250.00","206,250.00","206,250.00","206,250.00","206,250.00","206,250.00","81,125.00","81,125.00","81,125.00","81,125.00",,,
Democratic Republic of Congo,Africa,(CDF/kg : P),Robusta,,,,,,,,,,"2,674.40","5,412.00","5,950.00","6,902.00","11,542.00","16,474.00","14,666.00","14,964.00","22,447.00","25,644.00","28,944.00","31,973.00","48,583.00","53,978.00","66,193.00","120,701.00","115,600.00","130,080.00","141,040.00","136,000.00","110,000.00","110,000.00","110,000.00","110,000.00","110,000.00","110,000.00","110,000.00","137,500.00","137,500.00","137,500.00","137,500.00","137,500.00","66,000.00","66,000.00","66,000.00","66,000.00",,,
Ethiopia,Africa,(ETB/17kg : G),Arabica,263.83,318.62,325.51,319.04,316.80,292.47,271.16,278.35,222.36,204.88,202.03,159.37,182.25,206.97,177.74,130.43,118.77,169.15,167.80,159.08,158.93,129.37,152.87,183.41,239.83,260.75,223.76,201.59,205.12,191.33,171.58,184.64,203.91,233.63,288.29,371.25,373.86,287.80,262.98,247.48,247.72,229.62,212.70,238.23,227.41,212.23,259.89,231.98
Gabon,Africa,(XAF/kg : D),Robusta,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,400.00,400.00,400.00
Ghana,Africa,(GHC/60kg : G),Robusta,"67,500.00","67,500.00","140,000.00","140,000.00","140,000.00","140,000.00","140,000.00","130,000.00","220,000.00","150,000.00","150,000.00","150,000.00","150,000.00","150,000.00","150,000.00","150,000.00","150,000.00","150,000.00","150,000.00","150,000.00","150,000.00","120,000.00","120,000.00","120,000.00","120,000.00","120,000.00","105,000.00","152,000.00","152,000.00","132,000.00","75,000.00","75,000.00","75,000.00","100,000.00","100,000.00","117,500.00","117,500.00","120,000.00","105,900.00","105,000.00","96,250.00","115,000.00","125,000.00","125,000.00","125,000.00","130,000.00","125,000.00","125,000.00"
Guinea,Africa,(GNF/kg : G),Robusta,"2,000.00","2,000.00","2,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Africa,(KES/50kg : G),Arabica,"8,673.80","8,659.20","8,794.90","8,408.30","9,047.80","8,468.70","7,880.60","8,311.20","7,098.20","6,422.30","6,358.90","5,296.05","5,508.10","7,584.60","7,333.10","7,428.90","7,719.10","6,799.90","6,054.40","6,660.40","6,689.70","6,399.37","6,337.67","8,609.64","10,412.27","12,776.17","14,250.00","14,250.00","14,361.00","10,144.00","9,664.25","12,827.90","12,849.20","9,759.90","7,699.75","12,470.75","13,343.40","20,150.50","16,023.35","17,998.50","16,715.00","10,450.20","8,056.00","10,281.10","7,586.22","6,976.41","7,236.50","9,071.84"
Madagascar,Africa,(MGF/kg : G),Arabica,,,,"8,000.00","8,000.00","8,000.00","8,000.00","8,000.00","8,000.00","8,000.00","8,000.00","8,000.00","8,000.00","8,000.00","8,000.00","8,000.00","8,000.00","8,000.00",,,,,,,,"6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00"
Madagascar,Africa,(MGF/kg : G),Robusta,"3,200.00","3,200.00","3,200.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","4,400.00","4,400.00","4,400.00","4,400.00","4,400.00","4,400.00","5,000.00","5,000.00","5,000.00","5,000.00","5,000.00","5,000.00","5,000.00","5,000.00","5,000.00","5,000.00","5,000.00","5,000.00","5,750.00","5,750.00","5,750.00","5,750.00","5,750.00","5,750.00","5,750.00","5,750.00","5,750.00","5,750.00","5,750.00","5,750.00"
Malawi,Africa,(MWK/kg : G),Arabica,46.48,47.89,50.95,41.58,40.65,29.90,28.89,40.53,53.15,39.81,49.87,36.86,27.95,27.68,27.53,32.54,32.49,33.10,36.02,37.18,33.28,34.70,35.18,29.76,28.47,38.86,32.34,,31.78,37.02,36.47,47.48,51.10,45.73,44.38,44.45,39.76,48.36,60.82,36.65,50.00,75.42,72.38,76.19,129.10,84.41,94.27,65.88
Rwanda,Africa,(RWF/kg : P),Arabica,125.00,125.00,125.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,330.00,330.00,350.00,330.00,330.00,340.00,280.00,300.00,270.00,270.00,270.00,270.00
Tanzania,Africa,(TZS/kg : P),Arabica,878.71,878.71,878.71,878.71,878.71,878.71,"1,025.00","1,025.00","1,025.00",800.00,733.33,666.67,600.00,633.33,600.00,600.00,600.00,600.00,658.33,700.00,700.00,658.33,658.33,658.33,658.33,725.00,,"1,446.61","1,446.61","1,446.61","1,446.61","1,400.00","1,330.00","1,400.00","1,400.00","1,433.00","1,460.00","1,500.00","1,100.00","1,100.00","1,100.00","1,100.00","1,100.00",850.00,850.00,850.00,850.00,850.00
Tanzania,Africa,(TZS/kg : P),Robusta,355.00,355.00,355.00,355.00,355.00,355.00,630.00,630.00,630.00,550.00,450.00,450.00,400.00,400.00,350.00,350.00,350.00,350.00,300.00,300.00,350.00,280.00,227.00,270.00,300.00,350.00,,"1,106.67","1,106.67","1,106.67","1,000.00","1,120.00","1,350.00","1,200.00","1,200.00","1,200.00",,350.00,335.00,335.00,335.00,335.00,335.00,325.00,325.00,325.00,325.00,325.00
Togo,Africa,(XAF/kg : G),Robusta,650.00,650.00,650.00,650.00,650.00,650.00,650.00,650.00,650.00,750.00,750.00,750.00,750.00,750.00,750.00,750.00,750.00,750.00,750.00,750.00,750.00,570.50,570.50,570.50,570.50,570.50,570.50,570.50,570.50,570.50,570.50,570.50,570.50,575.00,575.00,640.00,682.50,715.00,666.00,775.00,747.50,677.50,607.50,602.50,590.00,575.00,565.00,600.00
Uganda,Africa,(UGX/kg : G),Arabica,"1,650.00","1,500.00","1,475.00","1,475.00","1,500.00","1,550.00","1,550.00","1,435.00","1,435.00","1,365.00","1,265.00","1,220.00","1,000.00","1,300.00","1,300.00","1,325.00","1,250.00","1,300.00","1,325.00","1,250.00","1,300.00","1,150.00","1,100.00","1,050.00","1,350.00","1,650.00","1,550.00","1,750.00","2,250.00","1,850.00","2,350.00","2,150.00","2,100.00","2,000.00","2,000.00","2,050.00","2,430.00","2,450.00","2,675.00","2,200.00","2,150.00","1,890.00","1,900.00","1,800.00","1,750.00","2,100.00","2,150.00","2,150.00"
Uganda,Africa,(UGX/kg : G),Robusta,"1,275.00","1,350.00","1,275.00","1,237.50","1,287.50","1,350.00","1,425.00","1,375.00","1,175.00","1,202.50","1,277.50","1,049.00",975.00,"1,050.00","1,075.00","1,050.00",975.00,937.50,850.00,725.00,800.00,675.00,625.00,575.00,850.00,"1,025.00",962.50,"1,050.00","1,275.00","1,037.50","1,050.00",900.00,912.50,900.00,950.00,"1,000.00",900.00,950.00,"1,300.00","1,312.50","1,267.50","1,112.50","1,025.00","1,125.00","1,225.00",925.00,960.00,950.00
Zambia,Africa,(ZMK/kg : G),Arabica,0.00,"2,052.21","1,787.01",0.00,0.00,0.00,0.00,"2,700.00","2,651.86","2,447.06","2,363.18","2,345.24","2,014.15","2,403.38","1,326.12",0.00,0.00,"2,296.88","3,322.25","3,107.46","3,175.39","3,136.77","2,236.41","2,872.76","1,996.47","3,700.59","2,812.49",0.00,"4,097.89","4,568.25","2,820.89","4,088.36","4,446.34","4,439.26","4,438.54","5,167.49","5,593.60","6,267.37","3,243.17",0.00,"7,503.98","2,215.53","5,668.05","6,292.37","5,803.26","6,943.62","7,128.51","7,915.19"
Zimbabwe,Africa,(ZWD/m Ton : G),Arabica,,,,,"2,339.29","7,126.55","5,289.10",,"4,336.92",,"6,754.00","6,409.00",,,"2,122.54","3,237.00","3,237.00","3,237.00","3,237.00","3,237.00","3,237.00","3,237.00","3,237.00","3,237.00","3,237.00","3,237.00","3,237.00",,,,,,"51,000.00","51,000.00","51,000.00","51,000.00","51,000.00","51,000.00","51,000.00",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Asia & Oceania,(INR/50kg : G),Arabica,"3,870.00","3,010.00","3,010.00","3,010.00","3,010.00","3,010.00","3,010.00","3,010.00","3,010.00","2,800.00","2,800.00","2,800.00","2,800.00","2,800.00","2,800.00","2,800.00","2,800.00","2,800.00","2,800.00","2,800.00","2,800.00","3,738.00","3,822.00","3,887.00","3,999.00","4,789.00","5,732.00","5,970.00","6,561.00","5,897.00","5,184.00","5,020.00","5,186.00","4,817.00","4,556.00","4,937.00","5,548.00","5,758.00","5,062.00","5,060.00","4,710.00","4,230.00","3,856.00","4,051.00","4,113.00","3,866.00","3,901.00","3,766.00"
India,Asia & Oceania,(INR/50kg : G),Robusta,"2,485.00","2,485.00","2,485.00","2,485.00","2,485.00","2,485.00","2,485.00","2,485.00","2,485.00","2,050.00","2,050.00","2,050.00","2,050.00","2,050.00","2,050.00","2,050.00","2,050.00","2,050.00","2,050.00","2,050.00","2,050.00","2,767.00","2,637.00","2,661.00","2,669.00","2,401.00","2,791.00","2,878.00","3,397.00","3,553.00","3,268.00","3,129.00","3,175.00","3,111.00","3,022.00","3,406.00","3,754.00","3,443.00","3,143.00","3,365.00","3,372.00","3,253.00","3,205.00","3,569.00","3,772.00","3,445.00","3,467.00","3,421.00"
Indonesia,Asia & Oceania,(IDR/kg : G),Arabica,,,,,,,,,,,,,,,,,,,,,,,,,"2,750.00","3,050.00","3,050.00","5,275.00","8,125.00","11,612.50","5,400.00","7,462.50","8,500.00","9,080.00","12,625.00","15,350.00","22,400.00","27,000.00","24,400.00","20,000.00","20,000.00","28,000.00","28,000.00","21,250.00","17,000.00","18,500.00","16,625.00",
Indonesia,Asia & Oceania,(IDR/kg : G),Robusta,"5,085.00","5,314.00","5,605.00","5,606.00","5,640.00","4,945.00","4,533.00","4,417.00","4,324.00","3,880.00","3,889.00","3,555.00","3,244.00","3,471.00","3,426.00","3,345.00","3,456.00","3,234.00","2,823.00","2,826.00","2,758.00","2,691.00","2,461.00","2,225.00","2,575.00","2,725.00","2,725.00","3,212.50","3,662.50","3,900.00","3,680.00","3,675.00","3,887.50","4,550.00","5,150.00","7,000.00","11,400.00","10,750.00","12,340.00","12,000.00","12,250.00","17,400.00","18,500.00","16,125.00","14,875.00","12,500.00","10,000.00","9,277.00"
Papua New Guinea,Asia & Oceania,(PGK/kg : G),Arabica,2.82,1.86,1.88,1.77,1.89,2.06,2.00,3.26,3.04,2.79,2.73,2.42,2.51,2.87,2.83,2.79,2.84,2.77,2.66,2.83,2.70,2.69,2.83,2.83,3.31,3.80,3.89,4.94,5.67,5.73,5.28,5.30,5.00,5.24,5.01,5.26,5.61,6.53,6.59,6.23,6.22,3.64,3.66,4.73,3.27,3.05,3.23,3.20
Papua New Guinea,Asia & Oceania,(PGK/kg : G),Robusta,2.29,1.17,1.17,1.17,1.27,1.28,1.35,2.89,2.74,2.60,2.53,2.17,2.10,2.06,2.21,2.23,2.25,1.96,1.83,1.74,1.58,1.48,1.43,1.35,1.68,2.12,2.30,2.45,2.36,2.64,2.60,2.57,2.45,2.37,2.59,2.53,2.57,2.63,3.25,2.97,3.38,2.85,2.53,2.67,2.37,2.36,2.29,2.20
Philippines,Asia & Oceania,(PHP/kg : G),Arabica,60.14,62.16,70.55,67.16,67.09,64.22,55.40,54.92,60.12,52.92,54.12,53.99,47.91,49.75,46.77,45.70,47.20,43.48,39.68,38.42,40.58,40.92,44.42,44.42,44.79,41.70,41.70,41.70,43.73,48.70,57.03,57.03,59.03,61.03,62.78,64.03,73.03,72.78,71.53,73.86,75.03,73.03,73.03,73.03,76.53,76.53,73.03,73.03
Philippines,Asia & Oceania,(PHP/kg : G),Robusta,59.02,62.00,67.90,65.00,64.90,61.73,55.40,54.92,60.12,52.92,54.12,51.20,45.29,44.85,44.34,43.59,42.48,38.90,36.12,34.32,36.58,36.92,37.25,37.25,37.14,37.70,37.70,37.70,39.73,44.58,53.03,53.03,55.04,57.03,58.53,60.03,69.03,68.53,67.03,69.03,71.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03
Sri Lanka,Asia & Oceania,(LKR/kg : G),Arabica,95.85,98.96,123.38,118.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Asia & Oceania,(LKR/kg : G),Robusta,95.85,98.96,123.38,118.17,118.97,98.18,96.41,102.02,95.85,93.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,Asia & Oceania,(THB/kg : G),Robusta,51.67,55.19,63.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,35.69,36.49,45.29,39.51,38.59,41.25,40.15,0.00,0.00,0.00,0.00,24.50,24.56,28.88,32.07,31.75,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.33,71.30,71.58,60.18,59.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.98
Viet Nam,Asia & Oceania,(VND/kg : G),Robusta,"23,100.00","24,200.00","25,800.00","27,500.00","26,600.00","24,700.00","23,100.00","23,000.00","22,000.00","21,000.00","19,500.00","17,500.00","14,500.00","16,500.00","17,000.00","17,000.00","17,500.00","16,000.00","14,000.00","13,000.00","12,000.00","11,000.00","9,000.00","10,000.00","9,000.00","11,850.00","13,800.00","14,380.00","14,950.00","17,200.00","18,000.00","16,200.00","15,500.00","14,200.00","13,400.00","15,300.00","18,300.00","18,500.00","19,300.00","20,000.00","22,500.00","22,100.00","16,800.00","17,600.00","19,000.00","19,000.00","18,600.00","19,000.00"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,Central America & Mexico,(CRC/SQ : G),Arabica,"15,673.69","15,673.69","15,673.69","15,673.69","15,673.69","15,673.69","15,673.69","15,673.69","15,673.69","17,054.25","17,348.00","17,347.00","17,657.00","17,955.00","18,170.00","18,367.00","18,538.00","18,720.00","18,965.00","19,084.00","19,314.00","22,710.00","22,710.00","22,710.00","22,710.00","22,710.00","22,710.00","22,710.00","22,710.00","22,710.00","22,710.00","22,710.00","22,710.00","24,564.50","24,564.50","24,564.50","24,564.50","24,564.50","24,564.50","24,564.50","24,564.50","24,564.50","24,564.50","24,564.50","24,564.50","22,828.31","22,828.31","22,828.31"
Cuba,Central America & Mexico,(CUP/28lb : F),Arabica,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80,8.80
Dominican Republic,Central America & Mexico,(DOP/SQ : G),Arabica,"1,794.50","1,743.30","1,785.40","1,804.48","1,778.58","1,564.64","1,428.77","1,528.54","1,307.50","1,155.92","1,200.53",980.86,978.45,"1,224.22","1,191.63","1,183.57","1,245.24","1,183.91","1,086.29","1,169.03","1,290.88","1,340.39","1,414.86","1,386.30","1,635.20","2,179.19","2,399.47","2,686.83","3,599.16","2,858.41","2,468.69","2,428.85","2,472.26","2,084.78","2,061.89","2,009.26","1,966.24","2,021.83","1,686.28","1,598.94","1,430.42","1,245.75","1,182.80","1,314.06","1,227.90","1,207.87","1,351.84","1,355.27"
El Salvador,Central America & Mexico,(CES/SQ : G),Arabica,"1,056.89","1,024.89","1,116.70","1,067.29","1,044.57",904.55,906.48,912.41,751.13,693.63,683.89,544.00,719.00,693.00,665.00,756.00,715.00,668.00,610.00,661.00,593.00,640.00,664.00,609.00,745.00,994.00,"1,165.00","1,239.00","1,601.00","1,352.00","1,071.00","1,117.00","1,111.89",980.62,936.00,"1,020.67","1,043.00","1,060.00",898.00,855.00,753.00,673.00,617.00,651.00,583.00,671.00,635.00,622.00
Guatemala,Central America & Mexico,(GTQ/SQ : G),Arabica,630.43,584.40,565.49,546.64,609.14,678.81,557.30,565.08,589.00,580.71,564.32,548.60,570.37,542.78,560.90,584.56,570.61,560.56,542.97,522.62,493.67,348.58,428.48,446.58,481.41,518.87,557.19,554.08,568.13,554.93,713.96,747.19,514.40,648.02,638.18,683.43,713.10,782.28,723.81,694.89,934.16,769.14,617.98,528.87,629.26,495.27,511.09,540.67
Haiti,Central America & Mexico,(HTG/kg : G),Arabica,11.00,12.00,15.00,13.00,13.00,14.00,7.25,,,11.11,12.05,11.28,10.83,11.07,12.77,11.25,10.66,10.00,9.55,9.33,,5.56,,7.53,7.00,11.37,11.25,12.50,12.25,12.00,12.45,11.20,11.50,7.50,10.60,9.85,11.50,11.80,12.50,11.50,,,,,,,,
Honduras,Central America & Mexico,(HNL/SQ : G),Arabica,"1,129.38","1,112.00","1,185.00","1,166.00","1,175.00","1,062.00",963.00,931.00,984.00,655.00,639.09,596.30,543.95,710.76,726.26,709.62,775.98,761.06,825.31,784.89,768.95,936.93,996.43,"1,037.30","1,117.52","1,402.96","1,587.37","1,747.91","1,415.26","1,931.47","1,578.79","1,544.17","1,479.64","1,528.30","1,528.23","1,668.45","1,708.10","1,687.07","1,630.56","1,551.70","1,388.08","1,200.84","1,041.93","1,161.31",928.19,856.63,995.50,990.86
Jamaica,Central America & Mexico,(JMD/60lb : F),Arabica,800.00,800.00,800.00,800.00,800.00,800.00,800.00,"1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,300.00","1,030.00","1,030.00","1,030.00","1,030.00","1,030.00","1,030.00","1,030.00","1,030.00","1,030.00","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00",780.00,780.00,780.00,780.00,780.00,"1,000.00","1,000.00","1,245.00",,500.00,500.00,500.00
Mexico,Central America & Mexico,(MXN/SQ : P),Arabica,782.00,828.00,920.00,992.40,931.50,864.80,782.00,841.80,772.80,805.00,782.00,759.00,851.00,828.00,805.00,598.00,598.00,598.00,,,,864.80,864.80,864.80,788.89,"1,018.12",903.51,,,,,,,851.00,839.50,874.00,851.00,736.00,713.00,736.00,736.00,713.00,,,,728.00,629.00,805.00
Panama,Central America & Mexico,(PAB/SQ : G),Arabica,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.00,90.00,90.00,100.00,105.00,100.00,100.00,105.00,105.00,105.00,100.00,106.00,106.00,106.00,105.00,120.00,125.00,140.00,140.00,135.00,135.00,135.00,135.00,130.00,120.00,120.00,120.00,120.00,110.00,110.00,110.00,110.00,,,,,,
Trinidad & Tobago,Central America & Mexico,(TTD/lb : G),Robusta,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80,3.80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),South America,(BOB/SQ : P),Arabica,235.00,230.00,280.00,266.50,234.05,173.75,186.00,197.75,147.25,106.92,93.83,88.75,83.33,93.33,137.08,157.71,167.70,162.52,181.83,187.00,173.75,147.00,141.67,135.00,140.00,170.00,262.50,298.33,337.36,313.96,290.52,311.15,326.00,293.13,243.76,213.00,190.00,205.00,282.50,246.43,467.64,419.17,437.39,471.20,477.09,409.89,405.31,395.97
Brazil,South America,(BRL/60kg : G),Arabica,150.23,145.94,161.40,157.41,153.05,140.37,133.40,140.13,128.75,126.84,127.44,118.11,133.19,154.28,149.22,138.18,148.66,128.89,104.45,106.56,117.33,117.53,118.66,120.83,157.96,193.82,217.85,221.17,245.28,225.43,187.39,207.44,218.45,198.78,198.67,222.52,240.83,238.44,200.00,190.00,160.00,135.00,124.57,131.33,120.95,120.45,125.00,143.00
Brazil,South America,(BRL/60kg : G),Robusta,111.01,117.71,136.00,134.93,131.09,113.59,115.54,123.13,110.88,115.38,114.19,99.75,114.16,135.81,126.00,110.38,86.79,77.84,70.59,75.13,83.09,81.33,76.58,73.89,105.55,121.31,109.30,93.02,104.95,111.67,95.52,102.00,109.95,115.57,117.83,149.93,155.90,152.06,139.09,131.25,114.75,109.21,96.95,95.44,104.54,105.26,109.25,114.87
