,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,Continents,Currency_Type,Type of Coffee,Jan-71,Feb-71,Mar-71,Apr-71,May-71,Jun-71,Jul-71,Aug-71,Sep-71,Oct-71,Nov-71,Dec-71,Jan-72,Feb-72,Mar-72,Apr-72,May-72,Jun-72,Jul-72,Aug-72,Sep-72,Oct-72,Nov-72,Dec-72,Jan-73,Feb-73,Mar-73,Apr-73,May-73,Jun-73,Jul-73,Aug-73,Sep-73,Oct-73,Nov-73,Dec-73,Jan-74,Feb-74,Mar-74,Apr-74,May-74,Jun-74,Jul-74,Aug-74,Sep-74,Oct-74,Nov-74,Dec-74
Ethiopia,Africa,(ETB/17kg : G),Arabica,23.43,23.43,23.43,23.43,23.43,23.43,23.43,23.43,23.43,23.95,23.95,23.95,23.95,23.95,23.95,23.95,23.95,23.95,23.95,23.95,23.95,24.87,24.87,24.87,24.87,24.87,24.87,24.87,24.87,24.87,24.87,24.87,24.87,27.22,27.72,29.91,32.78,35.43,34.95,34.58,33.04,32.12,31.43,28.76,28.76,23.07,24.06,23.70
Gabon,Africa,(XAF/kg : D),Robusta,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
Ghana,Africa,(GHC/60kg : G),Robusta,,,,,,,,,,,,,,,,,,,,,,,,,22.00,22.00,22.00,22.00,22.00,22.00,22.00,22.00,22.00,22.00,22.00,22.00,28.99,28.99,28.99,28.99,28.99,28.99,28.99,28.99,28.99,28.99,28.99,28.99
Guinea,Africa,(GNF/kg : G),Robusta,,,,,,,,,,,,,,,,,,,,,,,,,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00
Kenya,Africa,(KES/50kg : G),Arabica,293.00,293.00,293.00,293.00,293.00,293.00,293.00,293.00,351.00,351.00,351.00,351.00,351.00,351.00,351.00,351.00,351.00,351.00,351.00,351.00,437.00,437.00,437.00,437.00,437.00,437.00,437.00,437.00,437.00,437.00,437.00,437.00,437.00,491.00,491.00,491.00,491.00,491.00,491.00,491.00,491.00,491.00,491.00,491.00,491.00,470.00,470.00,470.00
Liberia,Africa,(LRD/),Robusta,,,,,,,,,,,,,,,,,,,,,,,,,12.00,12.00,18.00,18.00,18.00,18.00,18.00,18.00,25.00,25.00,25.00,25.00,25.00,27.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00
Madagascar,Africa,(MGF/kg : G),Robusta,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,165.00,165.00,165.00,165.00,165.00,165.00,165.00,165.00,165.00
Nigeria,Africa,(NGN/m Ton : G),Robusta,,,,,,,,,,,,,,,,,,,,,,,,,447.97,447.97,447.97,447.97,447.97,447.97,447.97,447.97,447.97,505.96,505.96,505.96,505.96,505.96,505.96,505.96,505.96,505.96,505.96,505.96,505.96,610.01,610.01,610.01
Rwanda,Africa,(RWF/kg : P),Arabica,,,,,,,,,,,,,,,,,,,,,,,,,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00
Sierra Leone,Africa,(SLL/L Ton : G),Robusta,,,,,,,,,,,,,,,,,,,,,,,,,"3,140.26",314.05,314.05,314.05,314.05,314.05,314.05,314.05,314.05,357.95,357.95,357.95,426.05,426.05,426.05,426.05,426.05,426.05,560.00,560.00,560.00,560.00,560.00,560.00
Tanzania,Africa,(TZS/kg : P),Arabica,,,,,,,,,,,,,,,,,,,,,,,,,5.88,5.88,5.88,5.88,5.88,5.88,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,5.00,5.00,5.00,5.00,5.00,5.00
Togo,Africa,(XAF/kg : G),Robusta,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,105.00,105.00,105.00
Uganda,Africa,(UGS/kg : G),Arabica,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.36,1.36,1.36
Uganda,Africa,(UGS/kg : G),Robusta,,,,,,,,,,,,,,,,,,,,,,,,,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.25,1.25,1.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Asia & Oceania,(INR/50kg : G),Arabica,,,,,,,,,,,,,,,,,,,,,,,,,358.10,358.10,358.10,358.10,358.10,358.10,358.10,358.10,358.10,476.50,476.50,476.50,476.50,476.50,476.50,476.50,476.50,476.50,476.50,476.50,476.50,426.62,426.62,426.62
Indonesia,Asia & Oceania,(IDR/kg : G),Robusta,,,,,,,,,,,,,,,,,,,,,,,,,250.00,250.00,250.00,250.00,250.00,250.00,275.00,275.00,275.00,,,,,,,,,,,,,,,
Papua New Guinea,Asia & Oceania,(PGK/kg : G),Arabica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,0.60,0.60,0.60,0.60,0.60,0.65,0.65,0.65,0.74,0.74,0.74,0.58,0.58,0.58,0.59,0.59,0.59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,Central America & Mexico,(CRC/SQ : G),Arabica,274.94,274.94,274.94,274.94,274.94,274.94,274.94,274.94,274.94,266.30,266.30,266.30,266.30,266.30,266.30,266.30,266.30,266.30,266.30,266.30,266.30,379.21,379.21,379.21,379.21,379.21,379.21,379.21,379.21,379.21,379.21,379.21,379.21,339.00,339.00,339.00,339.00,339.00,339.00,339.00,339.00,339.00,339.00,339.00,339.00,329.00,329.00,329.00
Cuba,Central America & Mexico,(CUP/28lb : F),Arabica,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50
Dominican Republic,Central America & Mexico,(DOP/SQ : G),Arabica,,,,,,,,,,,,,,,,,,,,,,,,,31.87,31.87,31.87,31.87,31.87,31.87,31.87,31.87,31.87,31.87,31.87,31.87,35.74,35.74,35.74,35.74,35.74,35.74,35.74,35.74,35.74,35.74,35.74,35.74
El Salvador,Central America & Mexico,(CES/SQ : G),Arabica,,,,,,,,,,,,,,,,,,,,,,,,,94.10,94.10,94.10,94.10,94.10,94.10,94.10,94.10,94.10,105.30,105.30,105.30,105.30,105.30,105.30,105.30,105.30,105.30,105.30,105.30,105.30,82.60,82.60,82.60
Guatemala,Central America & Mexico,(GTQ/SQ : G),Arabica,33.18,33.18,33.18,33.18,33.18,33.18,33.18,33.18,33.18,32.63,32.63,32.63,32.63,32.63,32.63,32.63,32.63,32.63,32.63,32.63,32.63,46.19,46.19,46.19,46.60,46.60,46.60,46.60,46.60,46.60,46.60,46.60,46.60,46.69,46.91,47.13,49.31,52.50,53.09,51.32,52.57,52.35,49.90,43.79,37.48,42.80,41.53,40.17
Haiti,Central America & Mexico,(HTG/kg : G),Arabica,,,,,,,,,,,,,,,,,,,,,,,,,2.95,2.95,2.95,3.05,3.05,3.05,3.05,3.05,3.05,3.18,3.18,3.18,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26
Honduras,Central America & Mexico,(HNL/SQ : G),Arabica,,,,,,,,,,,,,,,,,,,,,,,,,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,102.00,102.00,102.00,102.00,102.00,102.00,102.00,102.00,102.00,102.00,102.00,102.00
Jamaica,Central America & Mexico,(JMD/60lb : F),Arabica,,,,,,,,,,,,,,,,,,,,,,,,,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,7.67,7.67,7.67,7.67,7.67
Mexico,Central America & Mexico,(PMx/SQ : P),Arabica,,,,,,,,,,,,,,,,,,,,,,,,,485.00,485.00,485.00,485.00,485.00,485.00,485.00,485.00,485.00,639.00,639.00,639.00,639.00,639.00,639.00,639.00,639.00,639.00,639.00,639.00,639.00,525.00,525.00,525.00
Nicaragua,Central America & Mexico,(NCC/SQ : G),Arabica,,,,,,,,,,,,,,,,,,,,,,,,,373.00,373.00,373.00,373.00,373.00,373.00,373.00,373.00,373.00,373.00,373.00,373.00,434.00,434.00,434.00,434.00,434.00,434.00,434.00,434.00,434.00,434.00,434.00,434.00
Panama,Central America & Mexico,(PAB/SQ : G),Arabica,,,,,,,,,,,,,,,,,,,,,,,,,33.70,33.70,33.70,33.70,33.70,33.70,33.70,33.70,33.70,33.70,33.70,33.70,50.70,50.70,50.70,50.70,50.70,50.70,50.70,50.70,50.70,50.70,50.70,50.70
Trinidad & Tobago,Central America & Mexico,(TTD/lb : G),Robusta,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.50,0.50,0.50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),South America,(BOB/SQ : P),Arabica,,,,,,,,,,,,,,,,,,,,,,,,,360.00,360.00,360.00,,,,,,,,,,,,,,,,,,,,,
Brazil,South America,(CRZ/60kg : G),Arabica,158.73,145.50,145.50,158.73,158.73,145.50,171.96,171.96,158.73,158.73,171.96,171.96,185.19,185.19,185.19,198.41,198.41,198.41,211.64,211.64,211.64,224.87,224.87,224.87,251.32,251.32,251.32,251.32,251.32,251.32,251.32,251.32,251.32,251.32,251.32,251.32,277.78,277.78,277.78,317.46,317.46,317.46,291.01,291.01,291.01,383.60,383.60,383.60
Colombia,South America,(COP/125kg : P),Arabica,"1,245.75","1,245.75","1,245.75","1,245.75","1,245.75","1,245.75","1,245.75","1,245.75","1,245.75","1,245.75","1,245.75","1,245.75","1,498.94","1,498.94","1,498.94","1,498.94","1,498.94","1,498.94","1,498.94","1,498.94","1,498.94","1,498.94","1,498.94","1,498.94","1,937.09","1,937.09","1,937.09","1,937.09","1,937.09","1,937.09","1,937.09","1,937.09","1,937.09","1,937.09","1,937.09","1,937.09","1,985.00","1,985.00","1,985.00","2,179.00","2,263.00","2,263.00","2,263.00","2,263.00","2,263.00","2,263.00","2,280.99","2,488.99"
Ecuador,South America,(ECS/SQ : G),Arabica,,,,,,,,,,,,,,,,,,,,,,,,,754.00,754.00,754.00,787.00,787.00,787.00,836.00,836.00,836.00,989.00,989.00,989.00,"1,030.00","1,030.00","1,030.00",810.00,810.00,810.00,747.00,747.00,747.00,613.00,613.00,613.00
Peru,South America,(PES/kg : P),Arabica,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00
Venezuela,South America,(VEB/SQ : G),Arabica,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,168.00,205.00,205.00,205.00,208.00,208.00,208.00,210.00,210.00,210.00,225.00,225.00,225.00,239.00,239.00,239.00,229.00,229.00,229.00,270.00,270.00,270.00,277.00,277.00,277.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
